"Postal code area","Inhabitants, total, 2014 (HE)","Females, 2014 (HE)","Males, 2014 (HE)","Average age of inhabitants, 2014 (HE)","0-2 years, 2014 (HE)","3-6 years, 2014 (HE)","7-12 years, 2014 (HE)","13-15 years, 2014 (HE)","16-17 years, 2014 (HE)","18-19 years, 2014 (HE)","20-24 years, 2014 (HE)","25-29 years, 2014 (HE)","30-34 years, 2014 (HE)","35-39 years, 2014 (HE)","40-44 years, 2014 (HE)","45-49 years, 2014 (HE)","50-54 years, 2014 (HE)","55-59 years, 2014 (HE)","60-64 years, 2014 (HE)","65-69 years, 2014 (HE)","70-74 years, 2014 (HE)","75-79 years, 2014 (HE)","80-84 years, 2014 (HE)","85 years or over, 2014 (HE)"
"71870 Harjamäki   (Siilinjärvi )",471,225,246,31,17,46,57,23,13,11,26,25,41,47,44,30,21,22,16,13,8,6,3,2
"71890 Hamula   (Siilinjärvi )",935,442,493,37,43,58,98,55,24,15,33,37,64,72,61,56,61,68,63,43,19,38,17,10
"71910 Alapitkä   (Lapinlahti )",845,409,436,42,22,36,55,35,31,16,29,36,47,50,50,71,69,89,61,47,36,30,16,19
"71920 Pajujärvi   (Lapinlahti )",410,194,216,41,11,22,39,18,5,7,14,11,35,23,25,28,34,42,26,23,11,19,10,7
"71950 Lammasaho   (Kuopio )",122,58,64,41,3,4,6,5,5,7,4,8,7,5,6,10,12,10,12,6,6,6,0,0
"71960 Lukkarila   (Lapinlahti )",235,112,123,47,5,7,12,9,3,7,11,6,12,9,5,18,20,21,26,31,12,10,5,6
"72100 Karttula Keskus   (Kuopio )",1745,846,899,48,45,60,91,60,36,26,47,64,85,69,89,129,122,163,175,139,83,104,78,80
"72140 Itä-Karttula-Riuttasenpää   (Kuopio )",38,15,23,33,0,5,6,2,0,0,2,1,3,3,2,2,5,2,1,3,1,0,0,0
"72210 Tervo Keskus-Eliaksela   (Tervo )",1159,587,572,51,17,25,50,38,26,22,28,48,50,39,49,64,97,117,113,114,64,80,64,54
"72220 Eliaksela   (Tervo )",68,24,44,49,3,0,4,1,1,1,4,2,3,2,4,4,5,5,8,6,5,7,2,1
"72300 Vesanto Keskus   (Vesanto )",1312,662,650,52,23,44,74,26,17,20,38,37,60,43,54,79,69,96,133,153,85,87,87,87
"72310 Niinivesi   (Vesanto )",262,124,138,51,4,6,8,8,11,2,9,7,7,10,17,16,22,24,26,32,18,16,10,9
"72330 Tiitilänkylä   (Vesanto )",129,56,73,50,3,4,6,4,3,4,1,3,1,3,14,4,14,13,10,14,18,3,3,4
"72350 Pienola   (Vesanto )",302,158,144,50,5,10,9,9,10,7,13,8,9,14,13,15,29,27,26,27,17,26,15,13
"72360 Närhilä   (Vesanto )",95,45,50,58,0,1,2,1,1,1,2,3,1,1,1,8,6,14,18,10,7,12,4,2
"72380 Horontaipale   (Vesanto )",131,61,70,47,1,3,10,5,2,3,10,3,3,5,4,16,16,9,10,8,4,8,8,3
"72400 Pielavesi Keskus-Jylänki   (Pielavesi )",2805,1440,1365,50,61,96,186,70,60,62,101,93,79,99,118,141,175,248,239,266,186,187,163,175
"72430 Kumpula   (Pielavesi )",246,107,139,45,11,11,14,8,4,7,14,10,9,9,4,8,19,28,34,31,9,6,4,6
"72490 Saarinen   (Kuopio )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"72510 Jokijärvi   (Pielavesi )",109,44,65,53,0,2,4,4,2,0,0,2,9,4,6,5,10,12,14,11,9,7,6,2
"72530 Säviäntaipale   (Pielavesi )",219,102,117,52,2,4,12,4,3,1,6,6,9,3,9,10,27,29,31,22,15,10,12,4
"72550 Säviä   (Pielavesi )",312,138,174,47,7,7,26,13,7,6,6,9,11,13,17,15,16,27,45,40,20,13,10,4
"72570 Vuorikylä   (Pielavesi )",117,54,63,47,1,7,9,4,2,1,3,5,5,4,4,9,13,6,8,11,13,6,3,3
"72600 Keitele Keskus   (Keitele )",2041,1013,1028,49,40,69,99,69,34,32,68,74,93,84,73,124,148,218,213,197,108,116,92,90
"72630 Kuusela-Rajala   (Keitele )",100,45,55,45,4,1,8,2,2,1,5,4,7,3,4,6,10,12,11,9,4,2,0,5
"72710 Vaaraslahti   (Pielavesi )",454,216,238,45,13,24,29,21,10,10,18,18,14,11,16,33,39,45,45,40,24,13,16,15
"72740 Laukkala   (Pielavesi )",137,63,74,54,2,5,7,1,1,1,4,2,6,2,11,7,9,13,12,17,12,14,6,5
"72810 Jylhänkylä   (Pielavesi )",159,68,91,43,6,13,12,6,4,3,5,5,14,3,5,11,6,10,18,9,3,11,5,10
"72840 Saarela   (Pielavesi )",115,50,65,51,3,4,8,1,1,0,1,2,10,3,3,9,6,10,13,15,12,5,7,2
"72930 Tossavanlahti   (Keitele )",102,45,57,55,0,0,6,4,0,2,1,2,3,3,5,5,7,14,13,12,9,6,4,6
"72950 Porttila   (Keitele )",84,39,45,50,2,2,2,3,2,2,5,2,1,3,3,6,10,2,11,9,10,6,3,0
"72980 Petäjäkylä   (Keitele )",70,29,41,56,1,1,3,1,0,0,1,0,3,2,4,7,7,5,9,6,8,8,2,2
"73100 Lapinlahti Keskus   (Lapinlahti )",5049,2616,2433,45,145,225,314,186,114,109,227,269,287,239,244,277,357,397,446,388,227,215,188,195
"73110 Mäntylahti-Karvasalmi   (Lapinlahti )",294,130,164,43,8,21,17,11,7,5,8,9,21,19,13,22,16,24,25,31,20,5,4,8
"73120 Nerkoo-Horsmanmäki   (Lapinlahti )",558,261,297,39,20,41,38,18,23,14,26,27,27,34,35,43,51,34,44,40,18,15,5,5
"73200 Varpaisjärvi Keskus   (Lapinlahti )",1834,900,934,49,32,61,114,61,35,35,60,73,83,71,84,120,127,157,152,170,102,111,91,95
"73230 Syvärinpää   (Lapinlahti )",344,153,191,45,2,10,35,11,7,6,11,14,9,20,16,26,26,35,41,32,16,13,7,7
"73250 Korpijärvi   (Lapinlahti )",210,93,117,49,4,8,10,6,1,3,12,4,8,15,6,14,23,10,20,18,15,15,13,5
"73300 Nilsiä Keskus   (Kuopio )",3178,1687,1491,50,82,109,171,93,42,43,117,152,148,136,119,181,210,246,254,286,195,231,162,201
"73310 Tahkovuori   (Kuopio )",122,57,65,45,2,4,4,4,5,3,1,3,2,7,10,12,21,16,13,10,3,1,0,1
"73320 Reittiö   (Kuopio )",1299,589,710,45,31,47,91,46,37,25,40,33,61,49,73,109,118,143,135,107,60,53,26,15
"73350 Haluna   (Kuopio )",443,208,235,42,13,20,47,13,9,6,10,12,22,34,29,27,42,39,39,42,17,12,6,4
"73360 Pajulahti   (Kuopio )",619,299,320,40,19,43,60,29,7,12,8,31,39,39,42,43,38,54,46,52,20,21,10,6
"73410 Pieksänkoski   (Kuopio )",244,111,133,49,3,8,10,8,8,4,8,7,10,8,8,16,24,22,30,19,22,18,7,4
"73460 Muuruvesi   (Juankoski )",724,336,388,48,22,36,33,19,12,13,17,25,34,40,39,45,55,63,62,68,51,39,24,27
"73470 Västinniemi   (Juankoski )",311,142,169,45,7,8,17,13,4,5,6,12,19,23,18,29,28,32,32,34,14,3,4,3
"73500 Juankoski Keskus   (Juankoski )",2897,1467,1430,49,42,95,143,90,58,53,105,92,96,121,129,207,232,273,298,302,160,152,121,128
"73600 Kaavi Keskus   (Kaavi )",2183,1114,1069,49,50,68,126,71,46,34,76,79,89,89,103,139,158,190,182,191,161,127,99,105
"73620 Kortteinen-Rasilampi   (Kaavi )",264,122,142,49,3,5,18,10,10,7,8,4,6,8,9,29,23,24,24,24,16,16,13,7
"73640 Sivakkavaara   (Kaavi )",122,55,67,55,1,2,5,4,2,2,0,0,5,2,11,11,9,6,10,17,8,14,8,5
"73645 Niinivaara-Onnivaara   (Kaavi )",101,51,50,49,3,6,4,1,1,0,2,5,5,7,4,7,6,8,12,11,7,2,4,6
"73670 Luikonlahti   (Kaavi )",497,239,258,48,9,12,40,19,11,7,7,15,15,20,21,29,46,53,48,55,30,39,10,11
"73710 Viitaniemi   (Juankoski )",167,76,91,54,1,1,1,5,3,4,4,4,7,4,6,14,14,27,24,15,12,9,7,5
"73730 Losomäki   (Juankoski )",75,34,41,60,1,0,1,0,3,0,0,3,1,3,3,1,5,10,6,13,9,7,4,5
"73770 Säyneinen-Ala-Siikajärvi   (Juankoski )",538,258,280,49,12,18,22,16,9,9,20,14,22,27,29,31,43,53,50,52,30,36,27,18
"73810 Palonurmi-Aholansaari   (Kuopio )",314,148,166,48,8,10,23,9,3,0,6,6,19,20,13,20,22,33,35,33,23,15,9,7
"73830 Keski-Siikajärvi   (Kuopio )",259,118,141,46,4,14,21,7,6,6,6,6,4,15,19,12,28,11,26,29,22,11,8,4
"73850 Ala-Luosta-Riitasalo   (Rautavaara )",95,39,56,48,1,2,3,2,3,1,5,4,4,5,6,9,6,9,12,9,8,4,2,0
"73860 Pykälikkö   (Rautavaara )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73900 Rautavaara Keskus   (Rautavaara )",1386,641,745,53,20,47,57,33,19,14,38,46,39,43,53,91,117,123,134,147,97,132,68,68
"73970 Riitasalo   (Rautavaara )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"73990 Kangaslahti   (Rautavaara )",153,70,83,47,3,5,7,5,4,2,9,8,7,0,6,14,14,14,12,16,8,9,8,2
"74100 Iisalmi Keskus, Eteläinen   (Iisalmi )",3829,2179,1650,50,61,90,133,75,54,134,317,218,185,182,145,156,213,303,278,302,205,246,274,258
"74120 Iisalmi Keskus Pohjoinen   (Iisalmi )",6573,3405,3168,44,186,253,370,194,153,159,364,398,331,335,308,430,509,520,549,507,311,282,208,206
"74130 Kihmula   (Iisalmi )",4923,2504,2419,41,171,241,340,188,112,122,282,301,302,268,259,323,327,438,399,315,180,166,94,95
"74140 Ritoniemi   (Iisalmi )",1199,557,642,42,37,64,101,45,26,22,26,48,72,69,55,77,115,124,131,78,40,29,22,18
"74150 Laidunmäki   (Iisalmi )",1056,480,576,43,28,53,77,25,19,22,37,53,60,54,67,77,95,78,103,84,41,44,26,13
"74160 Koljonvirta   (Iisalmi )",1105,519,586,40,51,66,90,44,24,23,27,56,81,58,74,68,67,114,80,72,40,34,15,21
"74170 Soinlahti   (Iisalmi )",933,457,476,39,36,63,74,45,39,18,25,38,68,72,48,53,52,83,72,62,28,27,17,13
"74200 Vieremä Keskus   (Vieremä )",2353,1166,1187,45,72,83,141,76,60,48,113,113,109,113,120,152,167,198,176,191,133,110,86,92
"74230 Salahmi   (Vieremä )",427,200,227,41,20,21,27,15,12,14,17,28,20,24,17,36,36,40,29,23,15,13,16,4
"74240 Marttisenjärvi   (Vieremä )",174,81,93,43,4,8,15,13,3,1,4,4,4,11,11,13,17,16,20,10,8,6,4,2
"74250 Nissilä   (Vieremä )",116,52,64,59,1,3,0,2,3,0,1,1,0,0,6,6,12,10,19,20,9,13,5,5
"74270 Kauppilanmäki   (Vieremä )",499,249,250,45,11,24,32,14,13,11,23,15,16,27,30,48,50,39,42,32,20,19,18,15
"74300 Sonkajärvi Keskus   (Sonkajärvi )",2817,1371,1446,47,64,107,167,85,68,66,121,93,119,120,112,184,227,260,247,244,123,160,124,126
"74340 Sukeva-Kainuunmäki   (Sonkajärvi )",753,356,397,49,15,27,43,18,11,12,28,27,30,32,32,40,54,78,67,82,54,37,39,27
"74345 Kalliosuo   (Sonkajärvi )",77,31,46,50,0,2,6,3,1,0,1,2,1,6,6,1,8,6,16,9,3,2,0,4
"74360 Sonkakoski   (Sonkajärvi )",177,76,101,44,1,8,16,5,3,8,4,7,5,9,7,17,13,23,14,13,13,5,3,3
"74380 Jyrkkä   (Sonkajärvi )",90,40,50,53,2,2,5,1,0,2,1,1,4,7,2,2,6,14,8,11,6,9,5,2
"74390 Laakajärvi   (Sotkamo )",71,28,43,54,0,0,2,2,2,0,3,0,1,5,5,4,11,11,0,5,8,8,3,1
"74420 Hernejärvi   (Sonkajärvi )",305,133,172,45,11,13,21,7,5,5,6,12,15,18,11,19,36,35,23,33,14,10,4,7
"74470 Paloinen   (Lapinlahti )",165,71,94,46,7,6,11,9,2,2,2,8,7,4,8,11,18,17,13,7,12,13,5,3
"74490 Koirakoski   (Sonkajärvi )",131,62,69,53,5,6,4,3,2,0,2,1,3,6,3,7,12,14,14,15,12,8,8,6
"74510 Peltosalmi-Sourunsalo   (Iisalmi )",750,361,389,39,38,41,51,21,16,15,44,55,66,37,34,38,48,57,48,70,37,18,11,5
"74520 Kirmanranta   (Iisalmi )",582,269,313,41,15,33,51,18,14,13,20,26,43,29,29,39,44,47,53,58,22,17,4,7
"74540 Kotikylä   (Iisalmi )",164,80,84,43,7,8,9,3,4,4,6,8,8,11,9,12,8,15,17,17,9,3,6,0
"74550 Pörsänmäki   (Iisalmi )",251,112,139,43,10,13,11,11,7,3,6,9,26,15,11,16,19,18,25,25,9,9,5,3
"74590 Kurenpolvi   (Vieremä )",316,143,173,46,14,12,16,10,5,4,10,15,16,17,16,16,28,30,36,18,13,20,12,8
"74595 Runni   (Iisalmi )",672,326,346,44,26,33,47,26,12,8,15,34,35,41,38,35,44,59,55,60,24,28,22,30
"74610 Honkaranta   (Kiuruvesi )",204,91,113,41,5,9,18,10,10,4,6,5,9,13,18,16,16,12,15,14,11,8,4,1
"74630 Heinäkylä   (Kiuruvesi )",227,109,118,45,5,9,10,7,8,7,3,12,13,14,13,11,21,26,27,13,7,10,6,5
"74640 Sulkavanjärvi   (Kiuruvesi )",179,80,99,45,6,6,10,10,7,1,5,4,9,12,7,15,12,18,20,16,7,6,4,4
"74670 Rapakkojoki   (Kiuruvesi )",117,57,60,44,6,5,8,3,0,3,6,6,8,2,2,6,8,21,9,8,6,3,3,4
"74680 Myllyniemi   (Kiuruvesi )",481,225,256,43,12,31,39,26,15,11,13,12,19,24,24,33,35,35,29,37,24,25,19,18
"74700 Kiuruvesi Keskus   (Kiuruvesi )",6417,3286,3131,47,166,225,380,200,137,175,338,284,294,277,249,391,453,517,541,524,341,324,282,319
"74720 Niemiskylä   (Kiuruvesi )",221,115,106,41,14,11,22,4,3,2,8,8,18,13,10,9,19,22,17,16,7,10,6,2
"74740 Aittojärvi   (Kiuruvesi )",326,150,176,46,5,19,22,10,7,8,7,14,17,15,10,23,27,28,33,27,28,9,12,5
"74770 Kalliokylä   (Kiuruvesi )",64,32,32,51,3,3,1,0,0,0,3,3,3,1,3,3,6,9,10,4,0,3,6,3
"74840 Koppeloharju   (Kiuruvesi )",280,128,152,43,11,10,20,13,9,2,13,17,11,13,18,21,18,15,25,27,16,15,3,3
"74940 Remeskylä-Tihilänkangas   (Kiuruvesi )",136,58,78,44,6,3,7,4,7,1,7,4,5,2,9,11,18,18,15,4,8,4,2,1
"74980 Tihilänkangas   (Kiuruvesi )",41,15,26,43,2,1,2,1,1,1,3,3,1,2,0,3,7,3,4,3,1,1,1,1
"75500 Nurmes Keskus   (Nurmes )",4361,2160,2201,48,92,133,241,136,89,104,205,181,184,160,183,256,361,397,422,394,255,220,174,174
"75530 Porokylä   (Nurmes )",2866,1487,1379,50,70,88,153,64,40,50,133,114,109,131,101,151,182,242,246,284,217,178,165,148
"75650 Savikylä   (Nurmes )",439,191,248,48,16,13,20,5,3,5,13,24,22,20,15,26,44,55,50,48,11,18,14,17
"75680 Ylä-Luosta   (Rautavaara )",114,50,64,51,1,1,8,4,1,1,8,3,2,2,2,7,13,14,15,8,8,3,8,5
"75700 Valtimo Keskus   (Valtimo )",1469,740,729,52,31,39,84,43,27,13,40,48,56,53,67,62,98,126,159,151,107,93,77,95
"75710 Karhunpää   (Valtimo )",294,137,157,46,10,12,16,13,5,6,8,11,12,11,13,21,25,35,35,27,8,6,10,10
"75740 Pajukoski   (Valtimo )",120,53,67,46,2,4,6,6,2,3,4,2,3,3,5,14,13,16,16,13,5,1,2,0
"75770 Puukari   (Valtimo )",195,87,108,48,8,5,7,5,3,3,1,11,9,6,11,14,24,21,17,20,13,9,2,6
"75790 Rumo   (Valtimo )",96,43,53,41,7,4,4,5,0,1,4,8,6,9,3,2,5,12,6,12,2,4,0,2
"75840 Ylä-Valtimo   (Valtimo )",160,79,81,52,4,6,5,5,3,1,3,2,4,7,3,8,15,25,21,19,4,13,7,5
"75890 Saramo-Petäiskylä-Mujejärvi   (Nurmes )",71,28,43,54,1,1,3,0,3,1,1,1,2,2,2,3,12,6,10,7,2,8,5,1
"75930 Petäiskylä   (Nurmes )",53,23,30,52,0,1,5,1,0,1,0,0,3,0,7,0,5,6,6,9,3,4,1,1
"75940 Mujejärvi   (Nurmes )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"75970 Kohtavaara   (Nurmes )",111,48,63,46,2,3,2,5,5,5,6,3,4,2,0,13,17,12,11,9,5,2,5,0
"75990 Höljäkkä   (Nurmes )",132,57,75,53,2,4,6,2,3,3,3,0,5,3,8,4,12,11,14,17,14,13,5,3
"76100 Pieksämäki Keskus   (Pieksämäki )",5787,3077,2710,49,121,177,258,130,117,131,310,278,244,213,205,316,478,479,534,484,356,385,303,268
"76120 Kotiopuisto   (Pieksämäki )",2044,1023,1021,46,42,67,110,70,48,58,99,97,115,89,105,128,167,160,182,173,101,90,70,73
"76130 Pappilanmäki   (Pieksämäki )",1002,513,489,43,32,54,70,26,23,20,36,61,62,70,57,46,58,79,86,79,52,38,22,31
"76150 Länsirinne   (Pieksämäki )",3203,1689,1514,47,70,93,137,108,74,74,198,163,137,148,124,207,240,276,310,255,189,177,112,111
"76280 Partaharju   (Pieksämäki )",149,81,68,42,4,3,8,6,4,4,7,7,12,12,4,11,18,15,19,3,3,5,4,0
"76620 Pyhitty   (Pieksämäki )",161,81,80,40,11,8,19,7,1,2,7,3,11,9,11,2,14,10,9,14,8,5,5,5
"76780 Lamminmäki   (Pieksämäki )",114,56,58,44,3,4,8,3,4,5,3,1,5,6,6,9,8,17,11,9,4,4,4,0
"76850 Naarajärvi   (Pieksämäki )",2929,1458,1471,45,76,121,185,118,68,58,88,113,130,129,156,194,271,283,278,240,144,107,80,90
"76940 Nenonpelto   (Pieksämäki )",215,107,108,45,4,10,12,9,7,2,5,13,6,13,12,16,14,18,18,23,11,12,7,3
"77110 Paltanen   (Pieksämäki )",89,49,40,51,3,3,4,1,1,1,1,0,4,3,3,10,10,16,2,6,6,6,5,4
"77120 Venetmäki   (Pieksämäki )",180,81,99,53,0,3,11,5,2,0,6,8,4,9,7,11,13,14,20,24,24,7,5,7
"77140 Huumala   (Pieksämäki )",91,45,46,59,0,0,0,2,0,0,1,4,2,2,4,7,11,8,11,15,9,6,4,5
"77220 Neuvola   (Pieksämäki )",169,78,91,49,2,6,13,6,4,2,0,5,6,5,9,15,9,20,16,19,12,10,6,4
"77240 Halkokumpu   (Pieksämäki )",152,79,73,52,3,3,6,3,3,0,6,6,5,5,6,7,13,20,22,12,7,10,8,7
"77320 Hurskaala   (Pieksämäki )",75,34,41,50,2,4,5,1,2,0,0,0,5,5,4,3,3,6,10,9,5,2,7,2
"77330 Virtasalmi Keskus   (Pieksämäki )",670,322,348,52,12,20,32,10,11,14,22,18,22,31,28,49,48,65,66,61,56,30,36,39
"77350 Montola   (Pieksämäki )",255,114,141,44,6,8,17,12,13,3,12,9,16,10,15,16,12,23,22,23,18,9,5,6
"77380 Kantala   (Mikkeli )",155,72,83,50,3,7,4,2,4,4,5,5,8,5,7,14,13,18,8,15,11,7,4,11
"77430 Siikamäki   (Pieksämäki )",397,177,220,48,12,21,21,8,7,3,11,12,20,14,21,19,39,32,44,46,21,23,17,6
"77460 Maavesi   (Joroinen )",368,158,210,48,9,16,15,6,9,6,7,18,18,17,16,22,35,41,34,39,25,16,13,6
"77480 Savuniemi   (Joroinen )",40,15,25,53,0,0,0,0,1,0,1,4,2,1,1,5,5,6,4,5,0,4,0,1
"77520 Haapakoski-Partaharju   (Pieksämäki )",193,94,99,48,1,9,12,7,6,3,8,6,5,6,10,16,18,13,18,14,15,14,6,6
"77570 Jäppilä Keskus   (Pieksämäki )",778,380,398,52,15,19,37,22,12,14,16,23,23,30,31,51,65,98,76,64,35,59,53,35
"77580 Tihusniemi   (Pieksämäki )",161,70,91,49,2,3,9,6,2,1,3,4,13,5,9,11,16,17,21,14,9,10,5,1
"77600 Suonenjoki Keskus   (Suonenjoki )",6666,3362,3304,47,181,238,382,210,144,127,263,282,340,334,340,382,505,520,574,542,398,371,270,263
"77630 Lempyy   (Suonenjoki )",220,104,116,43,7,9,16,8,3,3,5,10,22,15,13,13,20,17,17,13,15,6,4,4
"77690 Suontee   (Suonenjoki )",120,61,59,51,2,4,5,3,2,0,4,4,7,5,2,5,12,12,13,16,10,2,5,7
"77700 Rautalampi Keskus   (Rautalampi )",2595,1337,1258,49,59,84,155,87,42,50,94,96,111,102,110,161,196,195,243,240,159,150,124,137
"77770 Myhinpää   (Rautalampi )",120,52,68,57,2,2,3,1,2,3,0,1,4,3,1,7,11,16,10,17,16,11,6,4
"77800 Iisvesi   (Suonenjoki )",522,231,291,47,12,20,29,13,8,4,15,24,20,41,18,40,49,51,47,40,33,22,23,13
"77910 Vaajasalmi   (Rautalampi )",106,50,56,47,2,3,8,4,2,3,0,3,1,8,6,12,4,13,11,11,5,5,4,1
"77930 Kerkonjoensuu   (Rautalampi )",424,202,222,47,9,18,26,17,6,6,9,16,17,20,16,27,32,38,48,54,23,19,8,15
"77960 Pakarila   (Rautalampi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",4505,2413,2092,51,68,85,127,65,59,136,390,222,182,176,173,204,279,310,379,414,313,323,324,276
"78210 Kuoppakangas   (Varkaus )",1671,851,820,44,44,62,102,70,40,39,102,72,60,91,91,108,144,121,118,107,112,79,54,55
"78250 Päiviönsaari   (Varkaus )",1024,545,479,49,22,22,42,21,20,23,57,62,49,49,34,57,77,90,94,83,70,60,42,50
"78300 Kommila   (Varkaus )",2285,1153,1132,48,40,78,98,58,40,55,129,99,115,107,99,126,183,213,237,219,121,93,93,82
"78310 Puurtila   (Leppävirta )",1177,575,602,41,38,60,84,51,34,28,49,49,68,69,66,84,100,102,99,82,45,32,20,17
"78400 Luttila   (Varkaus )",1318,640,678,42,37,45,94,47,47,34,59,46,72,80,90,98,114,123,114,89,50,38,22,19
"78480 Timola   (Leppävirta )",537,238,299,39,26,32,42,24,18,9,13,19,37,36,39,42,33,52,33,28,24,15,12,3
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",2511,1243,1268,42,84,116,186,120,65,44,76,87,137,166,144,177,192,187,211,183,139,104,57,36
"78610 Kurola   (Varkaus )",245,119,126,47,9,11,11,7,4,2,5,10,14,11,10,18,15,20,29,27,15,14,8,5
"78710 Akonlahti   (Varkaus )",691,317,374,44,16,38,59,29,12,14,7,20,31,35,39,59,56,64,69,63,37,21,15,7
"78850 Käpykangas   (Joroinen )",3069,1580,1489,45,84,108,200,107,71,60,137,153,141,158,164,196,244,258,266,238,133,114,106,131
"78870 Kaura-Aho   (Varkaus )",2416,1188,1228,43,63,105,134,67,46,58,138,114,130,126,152,164,188,242,244,193,107,78,39,28
"78880 Kuvansi   (Joroinen )",1258,615,643,42,30,55,92,60,40,21,45,51,54,68,93,99,101,117,119,93,53,36,20,11
"78900 Ruokokoski   (Varkaus )",224,113,111,47,3,8,11,8,8,5,2,2,11,11,22,13,23,18,25,23,15,9,3,4
"79100 Leppävirta Keskus   (Leppävirta )",5586,2847,2739,48,118,197,309,159,119,119,199,218,252,268,253,307,465,489,520,452,337,319,242,244
"79130 Sorsakoski   (Leppävirta )",1037,507,530,48,12,43,63,52,27,11,23,17,48,54,67,75,78,77,92,92,67,70,45,24
"79140 Kotalahti   (Leppävirta )",352,162,190,44,8,15,22,16,9,9,5,12,20,24,23,26,33,27,31,34,12,12,10,4
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",409,190,219,46,10,15,26,16,7,9,10,10,24,23,25,30,36,37,27,40,27,17,17,3
"79160 Saamaiskylä   (Leppävirta )",67,30,37,51,2,1,2,2,2,3,0,1,2,4,1,5,12,2,9,5,4,2,3,5
"79180 Tuppurinmäki   (Leppävirta )",37,15,22,54,0,0,2,0,2,1,0,1,0,1,3,5,0,5,5,3,3,3,1,2
"79190 Valkeamäki   (Leppävirta )",37,18,19,49,0,0,4,3,0,1,0,0,0,2,2,5,4,3,2,3,3,3,2,0
"79230 Moninmäki   (Leppävirta )",60,22,38,52,1,0,3,1,0,0,4,2,0,1,3,5,11,7,8,3,3,4,4,0
"79255 Kurjala-Moninmäki   (Leppävirta )",158,68,90,43,5,7,19,9,2,5,2,3,4,8,7,11,8,23,13,11,6,9,4,2
"79265 Puponmäki   (Leppävirta )",109,55,54,46,6,6,6,5,0,2,0,2,7,9,7,6,5,7,9,12,6,7,4,3
"79330 Näädänmaa   (Leppävirta )",89,41,48,55,0,0,2,1,0,2,2,1,1,2,8,6,15,11,13,10,8,4,0,3
"79350 Itä-Soisalo   (Leppävirta )",96,44,52,58,0,1,1,2,1,0,2,5,4,3,2,3,8,14,8,13,13,4,9,3
"79410 Niinimäki   (Leppävirta )",144,75,69,46,8,2,5,6,1,1,11,5,6,7,1,9,27,15,6,7,5,10,8,4
"79480 Kangaslampi Keskus   (Varkaus )",611,298,313,54,6,9,29,19,12,6,16,23,14,13,26,32,65,61,62,58,37,43,42,38
"79520 Viljolahti   (Varkaus )",156,65,91,56,4,0,5,2,2,1,6,3,4,4,5,8,14,14,12,31,14,11,9,7
"79600 Joroinen Keskus   (Joroinen )",2593,1338,1255,48,57,101,150,65,48,62,92,94,116,110,118,134,223,233,224,226,154,149,117,120
"79620 Huutokoski   (Joroinen )",226,110,116,46,5,8,15,7,5,4,7,6,13,9,10,18,18,24,24,16,14,13,7,3
"79630 Kolma   (Joroinen )",244,119,125,43,9,14,19,8,3,2,7,10,19,15,15,12,19,18,20,21,13,12,3,5
"79660 Kerisalo   (Joroinen )",193,91,102,41,6,8,18,8,4,5,10,7,7,9,11,13,19,18,13,21,8,3,5,0
"79680 Lahnalahti   (Joroinen )",133,55,78,48,1,3,8,7,5,1,1,2,8,7,8,9,11,12,10,20,8,4,5,3
"79690 Kaitainen   (Joroinen )",188,90,98,48,5,6,12,4,4,4,7,3,4,15,8,14,12,19,18,17,14,14,4,4
"79700 Heinävesi Keskus   (Heinävesi )",2420,1223,1197,51,40,86,134,62,48,41,65,55,78,102,104,142,177,231,219,243,175,154,130,134
"79810 Karvion kanava   (Heinävesi )",234,118,116,48,5,7,17,8,5,2,5,7,5,9,12,15,29,19,25,19,17,11,11,6
"79820 Varistaipale   (Heinävesi )",110,49,61,51,1,3,6,2,4,3,3,4,1,2,3,9,6,9,23,11,9,7,1,3
"79830 Palokki   (Heinävesi )",77,43,34,55,0,0,3,1,4,2,1,1,2,3,2,8,8,5,7,7,7,8,3,5
"79850 Uusi-Valamo   (Heinävesi )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",185,72,113,49,5,6,11,3,2,2,9,4,6,6,9,18,18,15,20,17,10,12,8,4
"79885 Etelä-Petruma   (Heinävesi )",76,34,42,49,3,3,2,2,2,0,0,4,3,3,5,7,5,5,15,6,3,2,4,2
"79895 Sarvikumpu   (Heinävesi )",111,46,65,54,2,3,4,4,1,1,0,2,3,5,4,5,12,11,11,16,8,7,9,3
"79910 Kerma   (Heinävesi )",261,119,142,49,5,9,15,7,5,1,5,6,12,18,11,11,17,32,28,33,16,18,10,2
