"Postal code area","Inhabitants, total, 2014 (HE)","Females, 2014 (HE)","Males, 2014 (HE)","Average age of inhabitants, 2014 (HE)","0-2 years, 2014 (HE)","3-6 years, 2014 (HE)","7-12 years, 2014 (HE)","13-15 years, 2014 (HE)","16-17 years, 2014 (HE)","18-19 years, 2014 (HE)","20-24 years, 2014 (HE)","25-29 years, 2014 (HE)","30-34 years, 2014 (HE)","35-39 years, 2014 (HE)","40-44 years, 2014 (HE)","45-49 years, 2014 (HE)","50-54 years, 2014 (HE)","55-59 years, 2014 (HE)","60-64 years, 2014 (HE)","65-69 years, 2014 (HE)","70-74 years, 2014 (HE)","75-79 years, 2014 (HE)","80-84 years, 2014 (HE)","85 years or over, 2014 (HE)"
"10480 Antskog   (Raasepori )",120,59,61,46,4,8,2,4,2,2,5,2,6,11,6,10,8,12,8,10,3,11,3,3
"10520 Tenhola Kirkonkylä   (Raasepori )",1747,885,862,44,48,86,128,69,44,33,64,90,85,93,109,118,139,117,108,127,93,65,55,76
"10570 Bromarv   (Raasepori )",494,244,250,52,9,10,24,12,9,11,11,14,18,18,25,25,44,34,45,62,45,25,16,37
"10600 Tammisaari Keskus   (Raasepori )",4973,2621,2352,48,94,160,212,140,92,109,345,251,223,210,244,317,314,308,310,448,379,310,270,237
"10620 Högbacka   (Raasepori )",1920,931,989,42,62,92,134,74,50,52,77,119,83,109,130,141,123,139,139,173,81,73,41,28
"10640 Dragsvik   (Raasepori )",968,491,477,38,40,60,69,29,28,28,53,50,68,58,69,75,100,77,57,46,29,13,11,8
"10650 Flyet   (Raasepori )",2741,1458,1283,43,81,150,207,83,61,61,149,129,119,188,163,192,180,153,154,221,165,127,87,71
"10660 Trollböle   (Raasepori )",915,444,471,41,28,40,56,23,29,25,51,55,47,54,44,72,108,59,66,62,45,29,11,11
"10680 Skogby   (Raasepori )",220,107,113,39,10,12,13,9,9,7,10,16,5,8,15,13,24,16,14,25,10,2,1,1
"10710 Snappertuna   (Raasepori )",367,179,188,46,16,8,22,7,5,12,14,13,20,19,26,27,31,28,26,27,17,17,17,15
"10820 Lappohja   (Hanko )",629,295,334,49,8,25,26,17,11,17,22,19,19,33,43,42,42,49,70,71,58,32,16,9
"10900 Hanko Keskus   (Hanko )",4308,2175,2133,46,102,174,206,125,70,92,210,217,212,214,248,276,286,303,348,460,288,217,127,133
"10940 Hangonkylä   (Hanko )",2122,1051,1071,46,44,84,132,83,50,53,47,69,100,84,150,166,162,165,177,228,124,108,51,45
"10960 Hanko Pohjoinen   (Hanko )",1879,931,948,46,34,85,132,67,37,37,51,59,87,111,108,145,140,131,154,194,124,92,55,36
"11100 Riihimäki Keskus   (Riihimäki )",6610,3556,3054,47,136,184,231,121,110,192,605,455,394,314,262,382,415,433,514,515,365,352,302,328
"11120 Pohjois-Riihimäki   (Riihimäki )",7164,3633,3531,42,239,334,483,246,180,180,375,384,385,433,438,503,549,547,510,486,325,219,169,179
"11130 Peltosaari-Patastenmäki   (Riihimäki )",9572,4772,4800,39,364,530,759,307,229,245,569,547,624,687,619,689,686,670,618,559,323,269,159,119
"11310 Taka-Kasarmi   (Riihimäki )",800,396,404,36,33,56,84,36,20,17,31,40,51,56,59,72,55,54,50,37,22,16,4,7
"11710 Herajoki   (Riihimäki )",3222,1582,1640,38,100,181,321,125,81,80,143,139,179,244,247,263,222,216,224,202,98,83,46,28
"11910 Lasi-Kumela   (Janakkala )",2456,1217,1239,40,82,119,205,69,57,59,149,135,168,152,151,168,177,173,172,163,95,69,53,40
"12100 Oitti   (Hausjärvi )",2718,1394,1324,44,103,131,197,107,66,47,78,80,140,162,155,181,200,202,215,199,125,130,90,110
"12130 Mommila   (Hausjärvi )",344,167,177,44,14,15,21,16,8,6,9,10,22,18,19,29,25,25,31,27,16,8,12,13
"12170 Hietoinen   (Hausjärvi )",220,95,125,48,8,9,9,5,2,3,5,4,12,18,13,11,13,23,19,25,18,11,6,6
"12210 Hausjärvi kk   (Hausjärvi )",240,113,127,41,8,14,23,7,5,7,9,6,14,21,14,12,16,20,20,9,14,11,6,4
"12240 Hikiä   (Hausjärvi )",1757,850,907,39,59,91,158,65,64,38,58,68,101,124,124,164,153,135,121,101,55,32,28,18
"12310 Ryttylä   (Hausjärvi )",1885,921,964,40,65,102,164,61,46,34,71,72,131,145,123,137,139,150,152,114,59,46,39,35
"12350 Turkhauta   (Hausjärvi )",449,210,239,45,8,14,23,23,12,6,16,18,28,18,31,42,43,43,36,29,20,15,15,9
"12380 Leppäkoski   (Janakkala )",559,254,305,40,22,35,50,21,17,7,21,14,29,45,38,42,55,33,32,39,27,16,9,7
"12400 Tervakoski   (Janakkala )",4732,2377,2355,42,119,221,416,206,126,121,166,164,234,293,349,355,299,328,328,360,244,183,111,109
"12450 Vähikkälä   (Janakkala )",288,128,160,44,10,17,22,5,5,4,4,11,20,14,14,23,31,22,22,23,18,13,7,3
"12520 Kormu   (Loppi )",475,232,243,36,38,34,54,19,7,5,10,17,33,39,35,34,22,34,36,20,24,7,2,5
"12540 Launonen   (Loppi )",1598,782,816,37,56,97,178,78,44,35,51,70,90,112,115,124,115,113,123,88,57,28,16,8
"12600 Läyliäinen   (Loppi )",1915,895,1020,40,71,112,163,79,35,44,71,58,115,137,129,148,151,122,147,124,86,68,32,23
"12630 Sajaniemi   (Loppi )",291,144,147,45,9,18,21,9,2,3,5,9,14,20,16,24,17,25,18,33,19,21,7,1
"12640 Joentaka   (Loppi )",327,152,175,42,8,14,31,7,7,9,12,8,17,19,21,36,32,31,20,23,12,6,8,6
"12700 Loppi kk   (Loppi )",2384,1241,1143,47,51,79,191,82,63,57,68,70,102,134,125,163,153,135,168,188,159,173,100,123
"12750 Pilpala   (Loppi )",561,256,305,45,23,20,41,19,9,5,19,22,27,34,21,40,51,49,39,53,28,30,18,13
"12820 Räyskälä   (Loppi )",55,27,28,45,2,2,2,1,2,2,0,2,4,3,3,4,6,5,10,5,1,0,0,1
"12920 Topeno   (Loppi )",371,165,206,44,9,17,28,14,8,8,10,9,13,26,20,30,31,37,32,32,19,8,13,7
"12950 Vojakkala-Eerolankulma   (Loppi )",184,85,99,47,1,5,14,8,6,2,4,7,6,7,8,16,15,12,28,23,9,5,4,4
"13100 Hämeenlinna Keskus   (Hämeenlinna )",10667,5869,4798,46,225,262,356,218,178,306,1159,773,592,475,447,577,600,620,728,907,704,602,485,453
"13110 Kantola   (Hämeenlinna )",194,72,122,39,7,10,14,4,1,2,8,11,20,14,19,18,18,16,18,6,3,2,2,1
"13130 Kauriala   (Hämeenlinna )",6203,3369,2834,46,118,175,261,133,106,177,548,449,313,297,328,368,420,428,467,484,313,289,251,278
"13200 Keinusaari   (Hämeenlinna )",1451,826,625,51,30,24,22,9,8,31,131,151,80,58,45,71,68,82,90,117,97,122,93,122
"13210 Hätilä   (Hämeenlinna )",8319,4393,3926,44,254,303,506,290,181,181,457,486,496,436,439,566,582,611,647,631,426,331,255,241
"13220 Sairio   (Hämeenlinna )",1783,888,895,44,56,67,124,48,30,34,76,65,95,117,98,119,127,161,149,173,102,70,44,28
"13250 Katuma   (Hämeenlinna )",1050,494,556,44,34,27,34,7,17,20,71,95,86,55,58,68,102,88,96,89,38,30,22,13
"13270 Ruununmylly   (Hämeenlinna )",1583,774,809,35,72,112,166,68,47,50,49,53,122,126,137,138,120,73,89,68,33,30,15,15
"13300 Käikälä   (Hämeenlinna )",2834,1418,1416,35,142,197,294,106,65,69,85,148,248,283,196,218,197,153,141,146,58,50,23,15
"13330 Harviala   (Janakkala )",745,359,386,37,24,60,76,30,19,12,24,28,57,75,62,43,54,28,42,48,28,22,7,6
"13430 Hattelmala   (Hämeenlinna )",1191,581,610,38,43,81,107,62,35,37,44,41,54,87,93,88,95,78,76,76,31,33,13,17
"13500 Jukola   (Hattula )",11790,6144,5646,39,431,650,878,469,320,307,567,699,748,871,713,802,881,762,764,798,442,315,182,191
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"13600 Ojoinen   (Hämeenlinna )",3841,1971,1870,41,145,147,228,117,103,121,326,253,237,235,207,231,234,225,221,241,193,148,111,118
"13700 Parolannummi   (Hattula )",450,214,236,42,9,29,34,17,9,11,19,18,26,22,31,29,42,39,34,26,19,19,8,9
"13720 Parola   (Hattula )",4452,2260,2192,42,159,207,293,165,98,121,219,230,268,256,240,289,343,353,314,379,194,154,88,82
"13800 Katinala   (Hattula )",1356,688,668,44,34,60,89,60,37,16,40,73,88,78,92,96,109,75,90,94,60,69,45,51
"13880 Rahkoila   (Hattula )",1273,623,650,38,39,88,136,67,27,25,36,49,66,116,93,90,83,96,64,64,44,44,24,22
"13900 Pekola   (Hattula )",899,443,456,40,37,59,93,30,17,14,21,26,57,76,56,64,51,68,79,60,34,30,14,13
"14140 Jokimaa   (Janakkala )",209,104,105,46,6,9,12,7,7,3,4,5,8,11,13,20,19,15,19,14,13,12,6,6
"14200 Turenki   (Janakkala )",8864,4508,4356,43,272,377,572,331,221,201,401,456,461,494,517,648,619,632,631,702,425,380,262,262
"14240 Väli-Janakkala   (Janakkala )",913,438,475,42,20,37,77,37,26,18,39,34,43,55,64,81,85,80,56,60,42,36,15,8
"14300 Renko kk   (Hämeenlinna )",2224,1107,1117,45,58,90,173,85,54,38,60,75,105,123,134,172,175,161,184,182,121,97,64,73
"14330 Kaloinen   (Hämeenlinna )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",42,18,24,48,3,1,1,0,0,1,1,2,1,4,1,7,2,3,4,3,2,3,1,2
"14430 Vuohiniemi   (Hattula )",66,32,34,52,1,2,1,1,1,1,1,1,2,2,6,3,8,10,5,11,4,5,1,0
"14450 Rimmilä   (Hämeenlinna )",125,55,70,50,3,3,5,7,2,0,3,5,1,6,5,7,10,13,17,12,9,11,4,2
"14500 Iittala   (Hämeenlinna )",3342,1685,1657,43,129,164,237,98,73,67,115,152,208,213,193,219,215,241,255,245,180,128,107,103
"14530 Leteensuo   (Hattula )",247,104,143,42,7,7,18,13,9,5,12,6,15,8,16,24,30,21,17,13,11,8,3,4
"14610 Lepaa   (Hattula )",450,224,226,38,22,22,24,13,14,7,50,32,31,26,26,38,23,24,29,32,14,8,10,5
"14620 Tyrväntö   (Hattula )",171,82,89,46,5,9,10,5,4,1,4,2,5,10,8,19,20,15,14,16,9,9,3,3
"14680 Alvettula   (Hämeenlinna )",606,282,324,45,11,31,46,19,13,21,24,19,21,27,28,45,52,37,52,74,34,22,14,16
"14690 Torvoila   (Hämeenlinna )",182,83,99,50,2,7,7,8,4,3,3,5,6,8,7,15,11,17,19,25,19,6,5,5
"14700 Hauho kk   (Hämeenlinna )",1953,997,956,50,48,54,103,62,35,29,68,69,77,73,106,126,139,158,173,188,125,124,92,104
"14770 Eteläinen   (Hämeenlinna )",941,457,484,39,33,67,102,35,21,14,14,36,66,63,69,77,66,63,74,69,22,26,14,10
"14810 Pohjoinen   (Hämeenlinna )",295,140,155,44,4,9,21,19,6,7,16,8,11,15,19,18,24,30,30,20,16,11,7,4
"14820 Syrjäntaka   (Hämeenlinna )",865,430,435,45,31,34,65,30,18,16,27,29,42,50,49,59,55,78,68,71,57,28,25,33
"14840 Sairiala   (Hämeenlinna )",225,114,111,46,5,10,12,11,6,2,5,10,13,8,16,14,14,17,17,24,17,5,7,12
"14870 Juttila   (Hämeenlinna )",244,120,124,49,5,9,10,7,13,4,7,4,10,14,11,20,17,20,21,19,13,15,19,6
"14930 Sappee   (Hämeenlinna )",113,58,55,54,1,4,2,1,3,3,4,1,4,1,2,8,12,14,12,13,11,8,4,5
"14960 Puutikkala   (Pälkäne )",89,42,47,54,0,1,5,4,0,0,5,1,1,6,8,4,2,5,11,11,10,3,8,4
"14980 Kuohijoki   (Pälkäne )",47,21,26,54,0,2,0,2,2,1,2,0,2,0,3,2,3,8,3,4,4,2,4,3
"15100 Lahti Asemanseutu   (Lahti )",6152,3395,2757,43,161,191,248,121,101,160,678,592,436,357,309,315,345,344,421,437,293,278,194,171
"15110 Keski-Lahti   (Lahti )",4872,2738,2134,45,63,82,109,89,74,174,703,471,284,222,201,254,270,288,324,346,242,256,196,224
"15140 Kartano-Paavola   (Lahti )",15334,8680,6654,47,323,381,416,265,206,323,1609,1351,948,641,575,700,806,937,1202,1322,1020,990,703,616
"15150 Möysä   (Lahti )",4275,2302,1973,45,82,120,190,91,83,123,405,361,278,216,208,252,248,258,305,301,212,186,169,187
"15160 Kolava   (Lahti )",1945,977,968,27,130,254,318,69,34,17,38,77,204,263,206,109,65,48,48,36,18,5,3,3
"15170 Tenava-Tonttila   (Lahti )",3854,2011,1843,43,119,140,187,103,70,98,312,265,235,211,192,260,224,260,276,301,225,160,123,93
"15200 Kiveriö   (Lahti )",3558,1842,1716,41,102,125,173,92,77,128,382,296,237,189,176,227,232,214,238,241,160,120,89,60
"15210 Kivistönmäki   (Lahti )",4166,2170,1996,45,99,113,161,79,73,78,314,342,295,216,183,263,283,298,318,328,223,219,152,129
"15230 Kytölä   (Lahti )",2779,1358,1421,39,141,151,205,94,56,69,114,151,207,178,170,206,211,167,215,216,103,68,25,32
"15240 Mukkula   (Lahti )",8052,4303,3749,45,233,317,527,260,163,183,467,388,463,431,411,483,487,507,575,648,503,382,300,324
"15270 Kukkila   (Hollola )",1721,855,866,36,67,126,214,75,39,43,48,58,119,151,128,144,116,104,86,76,50,43,22,12
"15300 Myllypohja-Koiskala   (Lahti )",4055,2012,2043,38,158,216,339,155,120,97,216,208,267,287,272,299,320,275,294,253,112,77,58,32
"15320 Ahtiala   (Lahti )",2884,1416,1468,36,121,204,303,134,80,65,99,100,223,245,203,235,195,183,216,166,59,34,12,7
"15340 Kunnas-Hiekkanummi   (Lahti )",2840,1379,1461,37,114,167,272,163,102,80,76,100,173,222,208,220,197,232,202,145,77,45,25,20
"15460 Mäkelä   (Lahti )",627,315,312,42,13,35,52,25,19,15,17,14,35,39,39,58,45,50,46,63,25,13,12,12
"15500 Liipola   (Lahti )",4858,2614,2244,44,159,185,258,118,90,123,341,338,243,260,254,278,298,353,412,468,283,205,118,74
"15520 Saksala   (Lahti )",2235,1208,1027,47,59,75,69,38,17,31,121,162,163,111,107,117,146,166,229,234,160,127,56,47
"15540 Villähde   (Lahti )",4499,2213,2286,38,181,279,442,159,120,100,127,156,268,399,358,334,301,285,301,312,165,122,50,40
"15550 Rakokivi   (Lahti )",3695,1887,1808,43,126,175,215,137,74,78,173,189,232,231,176,237,232,288,319,330,166,123,101,93
"15560 Nastola kk   (Lahti )",4054,2070,1984,43,106,198,296,115,99,90,183,180,212,252,244,273,270,285,291,393,238,153,108,68
"15580 Ruuhijärvi   (Lahti )",224,98,126,47,2,6,13,10,6,3,5,8,8,11,9,21,28,20,28,16,11,8,7,4
"15610 Laune-Nikkilä   (Lahti )",5363,2645,2718,40,200,269,394,233,139,131,226,241,339,344,369,450,381,336,348,404,268,171,69,51
"15680 Renkomäki-Ämmälä   (Lahti )",3229,1552,1677,33,157,246,396,163,112,87,101,120,205,307,268,299,197,164,130,130,59,38,25,25
"15700 Hennala-Jokimaa   (Hollola )",6589,3325,3264,41,212,269,419,254,171,157,447,380,412,389,429,511,483,402,453,467,303,188,149,94
"15800 Kärpänen   (Lahti )",3512,1712,1800,41,80,134,172,107,84,92,339,268,215,188,192,238,273,260,262,253,137,87,64,67
"15810 Kasakkamäki   (Lahti )",1366,667,699,39,60,79,108,57,38,41,53,70,87,87,102,103,95,77,76,117,54,35,16,11
"15820 Okeroinen   (Hollola )",1097,528,569,36,45,92,115,61,32,27,19,43,72,76,82,74,69,67,79,67,34,17,16,10
"15830 Metsäkangas   (Lahti )",3772,1974,1798,45,103,121,196,96,73,100,248,237,210,180,184,233,272,239,326,398,211,168,115,62
"15840 Riihelä   (Lahti )",2002,1017,985,39,75,109,152,75,44,48,92,130,128,137,123,134,140,163,153,143,68,52,23,13
"15850 Likolampi   (Lahti )",649,313,336,39,27,36,28,21,16,17,37,42,63,45,32,43,56,48,57,36,22,15,6,2
"15860 Kartano   (Hollola )",3381,1779,1602,44,104,110,216,82,57,77,147,188,211,189,177,222,252,258,322,286,200,142,83,58
"15870 Salpakangas   (Hollola )",4119,2271,1848,48,98,135,243,152,87,95,144,154,171,184,191,274,292,306,353,386,244,268,178,164
"15880 Soramäki   (Hollola )",4910,2458,2452,41,143,241,417,201,148,122,174,194,241,321,352,350,377,341,352,417,256,156,71,36
"15900 Jalkaranta   (Lahti )",1643,871,772,47,33,69,90,60,39,37,41,42,79,93,78,105,142,138,148,186,95,86,47,35
"15950 Kiikkula   (Lahti )",4086,2240,1846,47,93,125,205,117,85,110,203,184,200,201,181,275,293,280,345,383,248,216,165,177
"15980 Messilä   (Hollola )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16100 Uusikylä   (Lahti )",1418,659,759,44,42,63,103,44,27,26,42,49,80,83,88,105,118,127,125,127,71,42,28,28
"16160 Okkeri   (Lahti )",104,51,53,44,3,5,4,4,6,0,1,4,4,5,9,10,10,11,10,5,5,6,0,2
"16200 Artjärvi Keskus   (Orimattila )",672,329,343,49,14,25,38,13,12,15,19,17,26,37,30,44,55,67,53,47,52,46,33,29
"16230 Artjärvi Kirkonkylä   (Orimattila )",315,158,157,50,4,17,22,8,7,2,6,5,9,16,19,24,21,24,28,30,17,20,16,20
"16260 Hietana   (Orimattila )",186,89,97,43,6,6,15,10,4,1,7,9,9,10,14,11,12,16,15,19,9,6,3,4
"16270 Villikkala   (Orimattila )",149,67,82,46,3,6,8,7,2,1,4,13,7,7,3,7,22,14,10,10,9,5,7,4
"16280 Kuivanto   (Orimattila )",611,288,323,41,18,27,48,29,12,8,21,21,39,54,36,62,49,40,37,49,24,14,14,9
"16300 Orimattila Keskus   (Orimattila )",10680,5554,5126,44,319,451,738,395,237,274,462,472,522,619,660,736,764,684,850,896,503,446,323,329
"16310 Virenoja   (Orimattila )",631,300,331,37,32,46,71,23,16,13,18,26,40,46,34,42,45,56,33,29,14,29,8,10
"16320 Pennala   (Orimattila )",1029,485,544,35,46,85,123,45,30,14,14,37,72,121,89,84,64,55,44,56,17,23,4,6
"16330 Heinämaa   (Orimattila )",340,159,181,43,10,14,29,11,5,2,15,5,15,27,40,28,27,23,24,23,17,13,4,8
"16350 Niinikoski   (Orimattila )",329,161,168,42,12,17,23,11,5,4,19,7,22,28,13,21,33,34,24,17,21,8,3,7
"16390 Pakaa   (Orimattila )",289,138,151,40,8,15,20,13,13,6,10,5,20,25,28,28,15,20,18,26,9,5,2,3
"16450 Mallusjoki   (Orimattila )",486,216,270,46,16,17,33,17,12,6,12,12,21,33,33,35,38,38,37,44,28,23,16,15
"16500 Herrala   (Hollola )",889,427,462,40,35,53,74,34,25,14,22,29,56,73,59,54,72,63,86,54,33,24,15,14
"16510 Luhtikylä   (Orimattila )",449,215,234,41,13,21,32,16,14,7,23,13,28,31,28,33,39,31,47,33,16,7,11,6
"16540 Mertie   (Kärkölä )",279,133,146,44,7,11,13,9,6,12,9,8,8,22,21,27,21,25,27,23,15,10,0,5
"16600 Järvelä   (Kärkölä )",2970,1498,1472,45,85,108,186,89,63,72,125,108,161,150,166,208,247,234,244,285,157,127,85,70
"16610 Kärkölä kk   (Kärkölä )",760,381,379,43,23,38,65,33,17,18,24,29,30,52,45,65,49,56,38,66,43,24,20,25
"16630 Tennilä   (Hollola )",332,164,168,39,13,17,38,20,9,10,5,7,18,22,22,29,23,24,13,27,15,7,4,9
"16670 Lappila   (Kärkölä )",655,294,361,45,21,24,40,19,9,14,24,20,40,37,42,53,46,55,79,48,31,19,19,15
"16710 Hollola kk   (Hollola )",980,503,477,38,43,56,113,42,25,22,32,20,58,94,56,75,70,75,62,59,43,17,9,9
"16730 Kutajärvi   (Hollola )",1049,517,532,42,29,56,75,50,40,23,26,37,57,52,78,84,78,75,85,76,40,26,27,35
"16790 Manskivi   (Hollola )",108,51,57,45,5,2,4,6,4,1,1,3,6,6,8,9,11,10,7,12,4,5,2,2
"16800 Hämeenkoski   (Hollola )",2070,1027,1043,45,72,71,144,67,47,57,79,92,95,99,110,142,151,158,162,161,109,109,73,72
"16900 Lammi kk   (Hämeenlinna )",4945,2473,2472,46,141,207,330,179,110,84,191,194,225,246,236,332,355,350,403,433,262,258,215,194
"16960 Iso-Evo   (Hämeenlinna )",161,85,76,50,2,6,12,5,2,0,3,3,9,11,6,8,8,14,21,22,10,7,6,6
"16970 Evo   (Hämeenlinna )",80,26,54,35,1,1,7,3,1,1,28,1,2,6,1,4,5,7,4,3,2,1,2,0
"16980 Ronni   (Hämeenlinna )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"17110 Sipilä   (Hollola )",1243,621,622,38,43,77,129,88,34,30,34,34,65,80,96,118,70,90,85,65,38,30,26,11
"17120 Paimela   (Hollola )",583,272,311,42,14,33,59,23,7,5,19,15,37,36,48,50,31,40,49,48,21,21,15,12
"17130 Vesivehmaa   (Asikkala )",816,398,418,38,33,54,65,34,20,19,26,37,67,65,53,69,55,58,44,52,25,27,9,4
"17150 Urajärvi   (Asikkala )",366,165,201,44,14,11,26,9,8,6,8,25,18,18,26,23,22,28,56,34,17,10,2,5
"17200 Vääksy Keskus   (Asikkala )",5343,2804,2539,48,121,185,314,150,113,133,176,166,214,248,273,292,380,391,519,553,371,310,223,211
"17220 Pietilä   (Asikkala )",175,74,101,50,2,11,15,1,1,0,2,3,14,6,7,9,10,16,22,16,10,9,15,6
"17240 Kalkkinen   (Asikkala )",401,181,220,53,9,10,17,15,4,4,5,5,9,18,13,27,25,49,46,57,35,25,13,15
"17320 Asikkala   (Asikkala )",337,168,169,45,11,16,21,16,8,6,4,11,12,20,23,25,21,28,26,42,17,22,4,4
"17410 Viitaila   (Asikkala )",256,118,138,47,6,7,17,8,5,2,2,10,16,16,16,12,20,20,33,27,19,11,3,6
"17430 Kurhila   (Asikkala )",284,131,153,43,7,8,23,18,8,10,9,7,10,16,17,20,23,28,28,24,14,6,3,5
"17440 Vähimaa   (Asikkala )",62,26,36,48,0,2,1,5,1,4,3,1,2,3,1,5,3,7,10,5,0,4,2,3
"17450 Iso-Äiniö-Vähimaa   (Asikkala )",214,101,113,47,3,6,10,8,7,4,10,8,7,9,12,18,21,20,20,17,9,11,7,7
"17470 Maakeski   (Padasjoki )",286,139,147,45,6,12,22,16,9,2,6,10,13,10,18,18,19,19,36,29,14,10,12,5
"17500 Padasjoki Keskus   (Padasjoki )",1894,960,934,52,22,45,99,53,39,38,65,52,61,59,79,108,134,166,173,211,141,134,103,112
"17510 Nyystölä   (Padasjoki )",277,144,133,43,7,16,24,11,10,6,5,10,14,8,15,21,20,28,21,19,18,13,7,4
"17530 Arrakoski   (Padasjoki )",233,109,124,53,5,7,11,8,2,3,1,3,11,9,7,13,19,22,25,26,22,20,11,8
"17610 Auttoinen   (Padasjoki )",290,139,151,53,2,8,5,7,7,4,10,9,4,10,14,15,29,29,33,39,22,22,12,9
"17630 Vesijako   (Padasjoki )",118,56,62,54,5,2,2,0,0,4,2,1,7,4,6,6,10,15,10,11,16,8,3,6
"17710 Torittu   (Padasjoki )",73,34,39,52,0,3,5,1,1,0,2,1,1,4,4,6,6,5,8,10,5,3,7,1
"17740 Kasiniemi-Torittu   (Padasjoki )",52,26,26,61,0,0,2,0,0,0,0,0,3,2,1,2,6,3,8,12,1,7,3,2
"17780 Harmoinen   (Kuhmoinen )",65,27,38,57,0,0,1,3,1,2,1,3,0,0,2,7,3,10,6,7,3,6,8,2
"17800 Kuhmoinen Keskus   (Kuhmoinen )",1832,960,872,54,21,45,71,52,26,27,42,55,50,83,68,96,120,154,180,220,157,144,104,117
"17840 Harjunsalmi   (Kuhmoinen )",77,34,43,50,0,4,6,2,0,3,3,1,2,4,3,0,2,9,9,13,5,6,4,1
"17850 Pihlajakoski   (Kuhmoinen )",86,39,47,52,0,2,3,2,0,6,5,3,1,6,4,2,5,8,8,10,5,5,3,8
"17870 Ruolahti   (Kuhmoinen )",66,29,37,53,1,4,0,0,0,1,1,6,4,1,2,3,6,9,3,6,9,4,5,1
"17930 Päijälä   (Kuhmoinen )",81,36,45,54,1,0,2,4,0,2,3,1,2,0,6,6,8,9,10,9,5,6,3,4
"17950 Kylämä   (Kuhmoinen )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"17970 Puukkoinen   (Kuhmoinen )",35,14,21,53,0,0,0,2,1,0,2,2,2,0,3,0,1,7,4,4,1,1,4,1
"18100 Heinola Keskus   (Heinola )",7006,3811,3195,51,105,171,343,177,135,140,245,196,218,305,320,426,495,587,656,749,541,495,345,357
"18120 Reumasairaala-alue   (Heinola )",910,451,459,46,29,28,56,31,22,19,29,29,43,48,48,57,95,85,90,74,28,27,32,40
"18130 Tommola-Sahanniemi   (Heinola )",1927,987,940,48,38,61,78,52,35,49,121,78,83,86,82,118,141,157,173,174,136,109,82,74
"18150 Jyränkö   (Heinola )",2401,1231,1170,45,54,77,164,68,53,52,112,95,118,126,131,149,168,221,237,230,159,107,47,33
"18200 Kaakonlampi-Pyhätön   (Heinola )",2159,1094,1065,46,48,79,104,66,45,63,124,105,94,96,104,165,174,147,188,194,160,106,64,33
"18300 Heinola kk   (Heinola )",2873,1417,1456,46,65,90,186,105,77,63,93,80,126,117,182,220,264,234,249,270,181,122,77,72
"18600 Myllyoja   (Heinola )",822,395,427,43,27,33,51,35,20,22,24,28,48,48,43,83,72,73,62,62,47,22,16,6
"19110 Vierumäki taajama   (Heinola )",658,324,334,41,21,40,35,17,18,12,38,26,45,47,32,53,59,48,58,39,35,18,12,5
"19120 Vierumäki urheiluopisto   (Heinola )",136,63,73,39,1,2,5,5,5,2,22,15,6,9,8,10,11,8,12,7,6,0,2,0
"19160 Huutotöyry   (Iitti )",505,252,253,45,13,20,43,18,10,4,12,14,23,32,32,34,43,55,44,45,21,18,11,13
"19210 Lusi   (Heinola )",456,209,247,45,13,14,42,18,6,7,10,15,23,19,21,29,39,39,45,52,24,20,14,6
"19230 Onkiniemi   (Sysmä )",114,58,56,49,2,4,8,2,2,2,4,2,1,7,5,6,18,12,7,13,5,3,8,3
"19250 Syrjäkoski   (Heinola )",57,29,28,52,0,1,5,3,1,0,0,0,2,3,3,5,5,4,1,10,1,6,3,4
"19260 Paaso-Syrjäkoski   (Heinola )",124,54,70,56,0,3,3,3,2,4,3,3,0,4,3,13,8,9,10,18,17,9,6,6
"19310 Karilanmaa   (Sysmä )",81,37,44,55,0,1,4,1,1,2,2,0,1,3,8,7,9,4,5,8,10,10,3,2
"19320 Nikkaroinen   (Sysmä )",98,51,47,45,3,6,5,4,3,1,1,3,6,3,5,6,10,15,5,8,6,5,1,2
"19370 Nuoramoinen   (Sysmä )",442,212,230,48,7,11,34,13,15,6,18,6,15,17,27,41,33,38,41,44,26,18,16,16
"19410 Kuortti   (Pertunmaa )",474,228,246,47,8,15,28,20,6,7,18,13,21,27,32,30,34,49,45,45,23,25,14,14
"19420 Mansikkamäki   (Pertunmaa )",174,79,95,49,1,7,9,4,4,1,4,8,3,6,16,14,16,21,12,14,7,11,8,8
"19430 Pertunmaa Keskus   (Pertunmaa )",764,387,377,52,11,20,43,24,16,10,20,17,19,34,41,37,52,66,67,84,57,50,43,53
"19460 Ruorasmäki   (Pertunmaa )",132,61,71,47,2,3,16,5,1,2,3,0,9,7,5,5,11,7,22,12,8,6,6,2
"19470 Lihavanpää-Hartosenpää   (Pertunmaa )",166,75,91,52,3,4,7,7,3,4,4,1,4,6,7,10,18,17,17,12,12,13,7,10
