"Postal code area","Aged 18 or over, total, 2013 (HR)","Average income of inhabitants, 2013 (HR)","Median income of inhabitants, 2013 (HR)","Inhabintants belonging to the lowest income category, 2013 (HR)","Inhabitants belonging to the middle income category, 2013 (HR)","Inhabintants belonging to the highest income category, 2013 (HR)","Accumulated purchasing power of inhabitants, 2013 (HR)"
"21490 Marttila   (Marttila )",905,21436,19228,196,561,148,19400032
"21500 Piikkiö   (Kaarina )",5347,24732,22634,848,3182,1317,132243843
"21510 Hevonpää   (Paimio )",352,26953,23278,57,202,93,9487325
"21520 Naskarla   (Paimio )",16,..,..,..,..,..,..
"21530 Paimio Keskus   (Paimio )",6439,23737,21810,984,4097,1358,152845408
"21540 Preitilä   (Paimio )",1007,26319,24785,141,577,289,26502993
"21555 Taatila   (Paimio )",257,22028,21639,56,152,49,5661135
"21560 Ollila   (Marttila )",425,21915,17740,109,240,76,9313958
"21570 Sauvo Keskus   (Sauvo )",2021,23451,20591,438,1139,444,47394110
"21590 Karuna   (Sauvo )",380,22686,19515,97,209,74,8620669
"21600 Parainen Keskus   (Parainen )",8440,23602,21702,1415,5177,1848,199204672
"21610 Kirjala   (Parainen )",808,26816,23774,122,469,217,21667563
"21620 Kuusisto   (Kaarina )",1511,36871,26262,187,761,563,55711540
"21630 Lielahti   (Parainen )",443,25593,22951,82,250,111,11337858
"21650 Lillandet   (Parainen )",349,23386,18929,99,177,73,8161657
"21660 Nauvo Keskus   (Parainen )",622,23477,19451,139,372,111,14602824
"21670 Mattnäs-Nötö   (Parainen )",184,24051,20231,32,114,38,4425358
"21680 Nötö   (Parainen )",8,..,..,..,..,..,..
"21710 Korppoo Keskus-Utö   (Parainen )",550,21758,20135,109,347,94,11966925
"21720 Korpoström   (Parainen )",22,..,..,..,..,..,..
"21740 Utö   (Parainen )",34,26815,24562,6,16,12,911699
"21750 Norrskata   (Parainen )",97,18260,15997,32,56,9,1771227
"21760 Houtskär Keskus   (Parainen )",365,20788,18495,87,219,59,7587610
"21770 Mossala   (Parainen )",101,22510,19084,12,72,17,2273482
"21800 Kyrö   (Pöytyä )",1910,21651,19599,385,1235,290,41354336
"21820 Kumila   (Pöytyä )",279,22298,19283,68,165,46,6221030
"21840 Karinainen   (Pöytyä )",244,26768,22434,41,154,49,6531380
"21860 Auvainen   (Pöytyä )",307,22893,21917,55,190,62,7028018
"21870 Riihikoski   (Pöytyä )",1526,21989,20551,296,958,272,33555388
"21880 Pöytyä   (Pöytyä )",364,21433,19280,88,216,60,7801533
"21890 Haveri   (Pöytyä )",218,22387,19989,51,116,51,4880337
"21900 Yläne Keskus   (Pöytyä )",1231,19981,18063,291,782,158,24596668
"21930 Uusikartano   (Pöytyä )",452,20674,19373,109,267,76,9344795
"22100 Maarianhamina   (Maarianhamina - Mariehamn )",9421,27992,24451,1402,5143,2876,263714480
"22120 Möckelö   (Jomala )",550,30782,26649,72,271,207,16929831
"22130 Gottby   (Jomala )",627,27752,25272,81,347,199,17400815
"22140 Önningby   (Jomala )",754,30057,28182,87,353,314,22662874
"22150 Jomala Centrum   (Jomala )",1365,25830,24178,197,789,379,35257362
"22160 Järsö   (Lemland )",249,33553,30158,36,91,122,8354793
"22220 Emkarby   (Finström )",311,25366,23866,42,189,80,7888960
"22240 Hammarland   (Hammarland )",1179,24930,23234,204,674,301,29392015
"22270 Storby   (Eckerö )",766,23446,21958,142,455,169,17959553
"22310 Pålsböle   (Finström )",411,23261,22785,75,241,95,9560283
"22320 Ödkarby   (Saltvik )",648,26018,25031,103,363,182,16859454
"22330 Tjudö   (Finström )",252,28774,22681,52,135,65,7250962
"22340 Geta   (Geta )",407,21648,20088,99,224,84,8810534
"22410 Godby   (Finström )",1186,25289,24017,171,708,307,29993132
"22430 Saltvik   (Saltvik )",554,25762,23665,74,330,150,14272048
"22520 Tosarby   (Sund )",409,24451,23855,70,238,101,10000569
"22530 Sund   (Sund )",417,23323,22578,68,255,94,9725645
"22550 Vårdö   (Vårdö )",335,23010,21461,66,194,75,7708318
"22610 Lemland   (Lemland )",1127,26532,25656,184,586,357,29901159
"22630 Lumparland   (Lumparland )",327,29595,24480,54,180,93,9677663
"22710 Ålands Degerby   (Föglö )",472,25286,22040,86,270,116,11935211
"22720 Sottunga   (Sottunga )",90,26370,21996,16,48,26,2373256
"22730 Kökar   (Kökar )",212,23268,22795,39,122,51,4932864
"22810 Seglinge   (Kumlinge )",29,..,..,..,..,..,..
"22820 Kumlinge   (Kumlinge )",175,23571,21392,34,94,47,4124908
"22830 Enklinge   (Kumlinge )",68,24007,23371,12,41,15,1632490
"22840 Lappo   (Brändö )",61,26251,17287,22,26,13,1601339
"22910 Torsholma   (Brändö )",70,29170,25336,16,29,25,2041880
"22920 Brändö-Åland   (Brändö )",139,24990,21104,22,81,36,3473597
"22930 Fiskö   (Brändö )",34,21751,19427,9,16,9,739538
"22940 Åva   (Brändö )",72,27630,23024,11,41,20,1989354
"22950 Jurmo   (Brändö )",43,22037,19746,7,25,11,947612
"23100 Mynämäki Keskus   (Mynämäki )",5006,21511,19925,1030,3124,852,107683080
"23120 Mietoinen Keskus   (Mynämäki )",727,23172,22377,125,440,162,16846376
"23140 Hietamäki   (Mynämäki )",538,23943,22256,90,339,109,12881525
"23200 Vinkkilä   (Vehmaa )",1330,21741,18166,288,860,182,28915662
"23210 Vehmaa   (Vehmaa )",462,21694,19712,106,278,78,10022603
"23260 Rautila   (Vehmaa )",150,23341,22265,31,86,33,3501194
"23310 Taivassalo   (Taivassalo )",1404,21106,18363,326,850,228,29632662
"23360 Kustavi   (Kustavi )",755,21068,17923,171,461,123,15906140
"23390 Iniö   (Parainen )",190,21336,16851,59,91,40,4053910
"23450 Lokalahti   (Uusikaupunki )",787,21558,19614,179,487,121,16965818
"23500 Uusikaupunki Keskus   (Uusikaupunki )",9351,21990,19844,1558,6420,1373,205632746
"23600 Kalanti Keskus   (Uusikaupunki )",1788,21063,19543,356,1186,246,37660200
"23660 Kalanti Asemanseutu   (Uusikaupunki )",290,23378,20367,55,185,50,6779525
"23800 Laitila Keskus   (Laitila )",6385,21376,19862,1272,4180,933,136483279
"23840 Soukainen   (Laitila )",138,21388,16999,38,81,19,2951485
"23880 Suontaka   (Laitila )",83,22026,17014,27,45,11,1828133
"23930 Pyhämaa   (Uusikaupunki )",474,21208,18190,111,288,75,10052785
"23950 Pyhäranta   (Pyhäranta )",454,21457,19830,85,305,64,9741500
"23960 Santtio   (Pyhäranta )",198,21719,20466,46,114,38,4300458
"24100 Salo Keskus   (Salo )",7963,20402,16991,1794,5217,952,162462075
"24130 Ylhäisi   (Salo )",3016,22504,19909,593,1871,552,67872694
"24240 Rappula   (Salo )",3393,21283,17984,733,2115,545,72214812
"24260 Ollikkala   (Salo )",3731,18873,16908,1006,2343,382,70414739
"24280 Tupuri-Hähkänä   (Salo )",3764,24767,23295,592,2216,956,93223123
"24800 Halikko Keskus   (Salo )",3743,22371,19947,723,2365,655,83732970
"24910 Halikko Asemanseutu   (Salo )",753,25552,23522,108,446,199,19240445
"25110 Kruusila   (Salo )",285,22397,18869,76,156,53,6383117
"25130 Muurla   (Salo )",1200,23379,19676,264,694,242,28054234
"25160 Tuohittu   (Salo )",95,21495,18491,22,57,16,2041992
"25170 Kotalato   (Salo )",113,18886,15991,34,66,13,2134093
"25180 Romsila   (Salo )",185,23387,20578,42,104,39,4326565
"25190 Inkere   (Salo )",776,21425,18745,157,523,96,16625485
"25210 Vartsala   (Salo )",293,23582,20484,61,162,70,6909442
"25230 Angelniemi   (Salo )",298,22872,19061,79,152,67,6815860
"25240 Hajala   (Salo )",531,22510,19700,112,312,107,11952928
"25250 Märynummi   (Salo )",804,22617,21191,124,536,144,18184276
"25260 Vaskio   (Salo )",812,21221,19095,214,458,140,17231623
"25320 Raatala   (Salo )",363,20230,18132,106,197,60,7343551
"25330 Kuusjoki Keskus   (Salo )",679,19703,18187,166,444,69,13378082
"25340 Kanunki   (Salo )",320,20749,18020,84,192,44,6639693
"25360 Pertteli Keskus   (Salo )",915,22091,21048,174,580,161,20213362
"25370 Hiisi   (Salo )",513,20730,18597,131,297,85,10634722
"25380 Rekijoki   (Salo )",429,21559,17675,106,256,67,9248799
"25390 Kiikala Keskus   (Salo )",675,20525,17592,165,399,111,13854551
"25410 Suomusjärvi Keskus   (Salo )",961,20880,18368,209,608,144,20065551
"25420 Lahnajärvi   (Salo )",131,23372,21731,27,72,32,3061783
"25430 Kettula   (Salo )",61,23260,22225,12,35,14,1418881
"25460 Toija   (Salo )",989,20773,17436,243,604,142,20544645
"25470 Kisko kk   (Salo )",240,22235,18367,53,155,32,5336282
"25500 Perniö Keskus   (Salo )",2824,20831,17969,579,1852,393,58826499
"25520 Perniö Asemanseutu   (Salo )",537,23908,19612,114,319,104,12838539
"25540 Knaapila   (Salo )",173,23995,18391,43,94,36,4151131
"25550 Aijala   (Salo )",85,18991,17084,20,54,11,1614204
"25560 Koski Asemanseutu   (Salo )",189,26022,18814,55,108,26,4918209
"25570 Teijo-Mathildedal   (Salo )",489,23624,16995,114,299,76,11552046
"25610 Ylönkylä   (Salo )",322,23045,18867,77,179,66,7420361
"25630 Finby   (Salo )",253,22365,18158,54,158,41,5658270
"25640 Förby   (Salo )",216,22689,19359,53,124,39,4900727
"25650 Strömma   (Kemiönsaari )",85,25586,15976,19,56,10,2174771
"25660 Mathildedal   (Salo )",123,23923,18722,20,69,34,2942468
"25700 Kemiö Keskus   (Kemiönsaari )",1909,21193,18767,386,1241,282,40458291
"25710 Vreta-Vestlax   (Kemiönsaari )",245,21724,19693,55,146,44,5322491
"25730 Mjösund   (Kemiönsaari )",84,22309,19050,14,57,13,1873982
"25760 Kiila   (Kemiönsaari )",106,19644,16194,27,64,15,2082218
"25810 Mark   (Kemiönsaari )",57,18153,15158,20,33,4,1034694
"25820 Vestlax   (Kemiönsaari )",85,21608,18696,23,48,14,1836687
"25830 Västanfjärd Keskus   (Kemiönsaari )",411,22010,18504,95,247,69,9045949
"25840 Nivelax   (Kemiönsaari )",230,21689,17971,52,139,39,4988560
"25860 Björkboda   (Kemiönsaari )",281,21310,17633,65,180,36,5987985
"25870 Dragsfjärd   (Kemiönsaari )",812,20412,18243,170,526,116,16574514
"25900 Taalintehdas   (Kemiönsaari )",1250,19168,17285,247,881,122,23959775
"25910 Vänoxa   (Kemiönsaari )",8,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",61,22797,22419,11,37,13,1390597
"25940 Hiittinen   (Kemiönsaari )",69,18862,16823,21,35,13,1301488
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",104,22775,19764,24,61,19,2368566
"25960 Högsåra   (Kemiönsaari )",41,22416,18555,13,20,8,919037
"26100 Rauma Keskus   (Rauma )",13693,22348,19120,2809,8318,2566,306015588
"26200 Merirauma-Kappelinluhta   (Rauma )",4097,27666,23121,663,2314,1120,113346748
"26410 Kaaro   (Rauma )",1102,25946,24428,156,627,319,28592467
"26510 Uotila   (Rauma )",2111,23301,21062,342,1322,447,49189120
"26560 Kolla   (Rauma )",570,24034,22034,109,319,142,13699141
"26660 Paroalho   (Rauma )",4078,22506,20756,726,2619,733,91779854
"26720 Monnanummi   (Rauma )",288,25783,24678,31,165,92,7425458
"26740 Vasarainen   (Rauma )",429,25348,22483,83,244,102,10874460
"26820 Sampaanala   (Rauma )",1325,20254,19005,290,852,183,26836449
"26840 Kortela   (Rauma )",638,24344,22511,103,392,143,15531195
"26910 Unaja   (Rauma )",505,23841,22521,89,302,114,12039832
"26930 Vermuntila   (Rauma )",500,22995,20130,107,293,100,11497712
"26950 Voiluoto   (Rauma )",318,24658,22873,57,173,88,7841231
"27100 Eurajoki Keskus   (Eurajoki )",2587,23232,21285,424,1585,578,60101845
"27110 Irjanne   (Eurajoki )",441,22439,21083,91,267,83,9895776
"27130 Eurajoki asemanseutu   (Eurajoki )",277,22076,19744,66,152,59,6115040
"27150 Lapijoki   (Eurajoki )",1006,25045,21893,174,600,232,25195630
"27160 Olkiluoto   (Eurajoki )",0,0,0,0,0,0,0
"27170 Kuivalahti   (Eurajoki )",309,23541,19229,70,173,66,7274273
"27220 Ala-Kieri   (Rauma )",485,23070,21761,104,267,114,11188878
"27230 Lappi   (Rauma )",1709,22548,20195,357,1033,319,38534092
"27250 Kodiksami   (Rauma )",112,22946,19650,20,67,25,2569918
"27260 Kuolimaa   (Rauma )",160,21242,18161,43,83,34,3398750
"27310 Kodisjoki   (Rauma )",406,21968,20793,93,226,87,8918826
"27320 Ihode   (Pyhäranta )",586,22502,21147,107,374,105,13186047
"27340 Reila   (Pyhäranta )",410,23477,21568,82,236,92,9625539
"27400 Kiukainen Keskus   (Eura )",1127,20457,18000,258,696,173,23054915
"27420 Panelia Asemanseutu   (Eura )",213,22890,19917,48,125,40,4875508
"27430 Panelia   (Eura )",1015,20825,18971,226,650,139,21136920
"27450 Harola   (Eura )",182,21878,20675,36,122,24,3981883
"27500 Kauttua   (Eura )",2582,23294,21768,386,1717,479,60144586
"27510 Eura Keskus   (Eura )",3467,22326,19966,621,2275,571,77402561
"27600 Hinnerjoki   (Eura )",600,21291,18582,163,338,99,12774773
"27640 Honkilahti kk   (Eura )",260,20735,16466,75,147,38,5391203
"27650 Honkilahti   (Eura )",273,19493,16405,86,155,32,5321457
"27670 Mannila   (Eura )",146,21433,17067,38,80,28,3129152
"27710 Köyliö Keskus   (Säkylä )",913,20771,19188,187,603,123,18963966
"27730 Tuiskula   (Säkylä )",164,21030,19496,42,93,29,3448869
"27740 Voitoinen   (Säkylä )",143,18662,15216,51,68,24,2668646
"27750 Yttilä   (Säkylä )",284,21180,20474,44,195,45,6015093
"27800 Säkylä Keskus   (Säkylä )",2675,22809,20517,449,1771,455,61013554
"27820 Iso-Vimma   (Säkylä )",628,22752,21361,107,419,102,14288073
"27840 Kakkuri   (Säkylä )",388,21536,20728,70,259,59,8356031
"27860 Vuori   (Säkylä )",278,21790,18171,68,169,41,6057593
"27910 Huovinrinne   (Säkylä )",151,22088,21911,19,103,29,3335313
"27920 Otajoki   (Säkylä )",227,23295,20578,41,150,36,5287936
"28100 Pori Keskus   (Pori )",11447,20814,17230,2475,7429,1543,238252170
"28120 Käppärä-Isomäki   (Pori )",3169,20957,18011,668,2056,445,66412411
"28130 Impola   (Pori )",5145,19956,17522,1212,3288,645,102672200
"28190 Pormestarinluoto   (Pori )",3239,18884,16950,724,2217,298,61163730
"28200 Toejoki   (Pori )",3812,22654,21641,606,2514,692,86358744
"28220 Ruosniemi   (Pori )",3563,22801,21775,603,2261,699,81240669
"28240 Isojoenranta   (Pori )",574,23099,21942,91,365,118,13258837
"28260 Harjunpää   (Ulvila )",750,22543,21052,141,478,131,16907266
"28300 Kalaholma-Väinölä   (Pori )",1977,26468,24256,280,1150,547,52327650
"28330 Koivistonluoto   (Pori )",2219,20967,18797,473,1430,316,46526842
"28360 Vanhakoivisto   (Pori )",3610,21140,19213,641,2437,532,76316542
"28370 Sampola   (Pori )",2755,17820,16043,640,1943,172,49092886
"28400 Ulvila Keskus   (Ulvila )",4548,22385,20462,813,2966,769,101808540
"28430 Kartano-Harmaalinna   (Pori )",1326,24019,22267,211,794,321,31848898
"28450 Vanha-Ulvila   (Ulvila )",3352,23109,21178,564,2145,643,77462616
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",754,17540,16161,203,498,53,13225225
"28540 Pinomäki   (Pori )",508,24030,23230,101,286,121,12207252
"28560 Lattomeri   (Pori )",373,22931,22559,72,228,73,8553339
"28580 Niittymaa   (Pori )",448,22159,20812,86,281,81,9927061
"28600 Vähärauma   (Pori )",3686,24428,22238,649,2184,853,90043363
"28610 Musa-Tiiliruukki   (Pori )",3311,23601,21037,672,1972,667,78143364
"28660 Pietniemi-Leppäkorpi   (Pori )",3001,24028,22405,512,1848,641,72108006
"28760 Kyläsaari   (Pori )",1823,21954,21243,330,1181,312,40021773
"28800 Pihlava   (Pori )",3576,20814,19296,713,2351,512,74431297
"28840 Yyteri-Kaanaa   (Pori )",763,22143,20478,150,480,133,16895171
"28880 Mäntyluoto   (Pori )",368,21422,19016,77,229,62,7883183
"28900 Tahkoluoto-Reposaari   (Pori )",891,20448,18140,185,582,124,18218751
"29100 Luvia Keskus   (Luvia )",2418,22878,20491,461,1473,484,55319241
"29180 Peränkylä   (Luvia )",198,22937,21042,41,120,37,4541574
"29200 Harjavalta Keskus   (Harjavalta )",6057,21959,19812,1041,4022,994,133004486
"29250 Nakkila Keskus   (Nakkila )",3838,21609,19550,787,2455,596,82933788
"29270 Hormisto   (Nakkila )",371,20277,17180,97,233,41,7522830
"29280 Järvimaa   (Nakkila )",240,20817,19790,53,148,39,4996141
"29310 Kaasmarkku   (Ulvila )",460,21642,19293,97,277,86,9955228
"29320 Leineperi   (Ulvila )",172,22441,20271,43,94,35,3859928
"29340 Kullaa Keskus   (Ulvila )",777,20663,19035,184,478,115,16055391
"29350 Palus   (Ulvila )",241,20329,19020,62,150,29,4899406
"29570 Söörmarkku   (Pori )",695,24293,22916,122,392,181,16883842
"29600 Noormarkku Keskus   (Pori )",3866,22689,20687,724,2415,727,87715861
"29630 Pomarkku Keskus   (Pomarkku )",1618,20358,17444,384,1022,212,32939589
"29640 Honkakoski   (Pomarkku )",241,19821,15607,75,134,32,4776930
"29680 Kairila   (Pori )",269,19973,16345,96,131,42,5372653
"29700 Ahlainen   (Pori )",687,19942,17460,176,408,103,13699975
"29720 Lamppi   (Pori )",159,20051,16230,43,98,18,3188158
"29740 Etelämaa   (Merikarvia )",91,20685,18280,25,53,13,1882314
"29750 Pohjansaha   (Merikarvia )",98,19919,18516,35,49,14,1952103
"29760 Köörtilä   (Merikarvia )",72,31672,18187,15,46,11,2280404
"29790 Tuorila   (Merikarvia )",272,20802,17968,80,151,41,5658218
"29810 Siikainen Keskus   (Siikainen )",800,18789,15416,252,462,86,15031548
"29830 Sammi   (Siikainen )",173,17852,14209,67,87,19,3088334
"29860 Otamo   (Siikainen )",109,20054,15912,34,63,12,2185902
"29880 Leväsjoki-Saarineva   (Siikainen )",181,20513,14181,72,82,27,3712813
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1893,20223,17223,462,1219,212,38281821
"29940 Kuvaskangas   (Merikarvia )",243,19401,15079,93,111,39,4714402
"30100 Forssa Keskus   (Tammela )",8805,21579,19172,1674,5720,1411,190002940
"30300 Viksberg   (Forssa )",2272,17101,15524,621,1514,137,38853159
"30420 Tölö   (Forssa )",4050,20216,18560,784,2765,501,81874556
"31110 Matku   (Forssa )",493,20522,17670,119,304,70,10117472
"31130 Koijärvi   (Forssa )",213,21317,19026,47,133,33,4540469
"31140 Menonen   (Urjala )",167,21631,17461,46,93,28,3612427
"31160 Nuutajärvi   (Urjala )",266,18349,16547,77,166,23,4880702
"31170 Savijoki   (Forssa )",169,19557,16071,50,96,23,3305084
"31230 Susikas   (Tammela )",180,21228,18568,45,103,32,3821125
"31250 Teuro   (Tammela )",177,24497,22037,28,112,37,4335950
"31300 Tammela Keskus   (Tammela )",2590,22683,20301,501,1577,512,58748977
"31310 Mustiala   (Tammela )",102,18754,15119,41,47,14,1912929
"31340 Porras   (Tammela )",470,21539,19144,109,280,81,10123275
"31350 Vistinkoski   (Tammela )",192,21141,19213,43,120,29,4059054
"31370 Eerikkilän Urheiluopisto   (Tammela )",1,..,..,..,..,..,..
"31380 Letku-Torro   (Tammela )",262,22089,19976,51,160,51,5787332
"31400 Somero Keskus   (Somero )",5190,20372,17981,1157,3341,692,105728649
"31410 Ylöpirtti   (Somero )",311,20718,17857,74,182,55,6443391
"31450 Häntälä   (Somero )",279,23694,21829,53,155,71,6610604
"31460 Hirsjärvi   (Somero )",213,26222,18885,55,125,33,5585372
"31470 Somerniemi   (Somero )",573,22574,18714,154,288,131,12934684
"31490 Terttilä   (Somero )",203,22942,20932,51,107,45,4657298
"31500 Koski Tl   (Koski Tl )",2001,20800,17410,555,1146,300,41620536
"31520 Pitkäjärvi   (Somero )",394,22355,19857,102,221,71,8807912
"31530 Pyöli   (Somero )",303,21058,19299,81,163,59,6380581
"31600 Jokioinen Keskus   (Jokioinen )",3023,21967,20544,484,2052,487,66407382
"31610 Vaulammi   (Jokioinen )",378,21594,19348,89,219,70,8162414
"31620 Latovainio   (Jokioinen )",338,24320,19707,80,195,63,8220070
"31630 Minkiö   (Jokioinen )",450,22278,21127,89,282,79,10025152
"31640 Humppila Keskus   (Humppila )",1787,20036,18154,417,1149,221,35804288
"31650 Venäjänkangas   (Humppila )",163,22218,19475,35,94,34,3621555
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1193,20855,18977,267,760,166,24879431
"31720 Urjalankylä-Kehro   (Urjala )",329,21184,18662,84,200,45,6969502
"31730 Honkola   (Urjala )",111,23138,16770,41,57,13,2568287
"31750 Kehro   (Urjala )",53,16236,13652,25,23,5,860496
"31760 Urjala Keskus   (Urjala )",1632,20410,17213,348,1095,189,33308980
"31810 Oriniemi   (Punkalaidun )",342,21067,16249,109,165,68,7205077
"31830 Halkivaha   (Urjala )",254,19206,17830,73,152,29,4878387
"31850 Koskioinen   (Punkalaidun )",121,22389,18794,36,61,24,2709100
"31860 Tursa   (Urjala )",271,19401,16377,96,143,32,5257661
"31900 Punkalaidun Keskus   (Punkalaidun )",1685,19731,16797,437,1079,169,33247461
"31930 Vanttila   (Punkalaidun )",89,21379,18023,20,57,12,1902746
"31950 Sadonmaa   (Punkalaidun )",150,19241,15265,58,70,22,2886134
"31960 Orisuo   (Loimaa )",68,22364,18161,16,41,11,1520749
"31970 Kanteenmaa   (Punkalaidun )",132,19884,17588,45,70,17,2624642
"32100 Ypäjä Keskus   (Ypäjä )",1736,20415,18244,430,1080,226,35440354
"32140 Ypäjä Asemanseutu   (Ypäjä )",254,20501,18733,69,143,42,5207187
"32200 Loimaa Keskus   (Loimaa )",6877,20861,18514,1490,4451,936,143458367
"32210 Loimaa kk   (Loimaa )",2024,21483,18877,424,1336,264,43482236
"32250 Kojonkulma   (Loimaa )",232,24281,19329,53,136,43,5633113
"32260 Kojonperä   (Loimaa )",144,19783,14866,43,78,23,2848817
"32270 Metsämaa-Murto   (Loimaa )",398,21503,18145,89,241,68,8557997
"32280 Metsäkorpi   (Loimaa )",138,19203,16861,43,76,19,2649958
"32300 Mellilä   (Loimaa )",1110,20587,17447,311,647,152,22851196
"32410 Niinijoki   (Loimaa )",474,23175,21560,95,270,109,10985051
"32430 Ylhäinen   (Loimaa )",77,28580,23458,11,42,24,2200645
"32440 Alastaro Keskus   (Loimaa )",1564,19197,16903,403,986,175,30023813
"32450 Tammiainen   (Loimaa )",217,20920,16541,56,127,34,4539682
"32500 Oripää Keskus   (Oripää )",923,21585,19048,206,560,157,19923053
"32520 Latva   (Oripää )",126,24747,17742,30,70,26,3118113
"32560 Virttaa   (Loimaa )",364,21838,20561,77,232,55,7948964
"32610 Vampula Keskus   (Huittinen )",873,20922,17997,221,542,110,18265133
"32620 Rutava   (Huittinen )",332,19450,16416,106,187,39,6457375
"32700 Huittinen Keskus   (Huittinen )",6574,20704,18364,1486,4189,899,136105107
"32710 Sampu   (Huittinen )",474,23456,21948,94,275,105,11118061
"32730 Keikyä   (Sastamala )",636,20276,18239,164,370,102,12895492
"32740 Äetsä Keskus   (Sastamala )",1539,20077,18074,358,995,186,30899135
"32760 Suttila   (Huittinen )",165,20076,17273,44,99,22,3312517
"32770 Huhtamo   (Huittinen )",199,19480,16401,67,109,23,3876578
"32800 Kokemäki Keskus   (Kokemäki )",3490,20853,18489,759,2245,486,72778353
"32810 Peipohja   (Kokemäki )",1567,20627,19402,362,1009,196,32322052
"32830 Riste   (Kokemäki )",411,21063,18818,102,258,51,8657038
"32860 Korkeaoja   (Kokemäki )",135,20191,18724,31,84,20,2725844
"32910 Kauvatsa Asemanseutu   (Kokemäki )",249,18846,17232,71,146,32,4692715
"32920 Kauvatsa   (Kokemäki )",512,18517,15119,183,270,59,9480737
"33100 Tampere Keskus   (Tampere )",15147,23188,19099,3704,8371,3072,351234567
"33180 Lapinniemi-Käpylä   (Tampere )",2148,24341,18857,422,1297,429,52284768
"33200 Tampere Keskus Läntinen   (Tampere )",6028,23915,19095,1387,3428,1213,144162147
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5483,21796,18028,1271,3288,924,119507538
"33230 Länsi-Amuri   (Tampere )",5168,26203,21297,905,2952,1311,135419446
"33240 Tahmela   (Tampere )",1355,34914,23625,271,631,453,47308977
"33250 Pispala   (Tampere )",1913,25582,20869,459,955,499,48938889
"33270 Epilä   (Tampere )",6069,24235,20688,1113,3663,1293,147082944
"33300 Rahola   (Tampere )",3761,25961,22036,671,2143,947,97639502
"33310 Tesoma   (Tampere )",5972,19428,17756,1274,4054,644,116022768
"33330 Myllypuro-Kalkku   (Tampere )",2669,21087,19768,502,1746,421,56281957
"33340 Haukiluoma-Ikuri   (Tampere )",4036,23622,22004,704,2437,895,95337446
"33380 Pitkäniemi   (Nokia )",27,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",5739,24726,21499,1054,3344,1341,141905117
"33410 Lentävänniemi   (Tampere )",3798,21399,19465,716,2538,544,81271949
"33420 Lamminpää   (Tampere )",1672,25115,20690,343,944,385,41992955
"33430 Vuorentausta   (Ylöjärvi )",2283,23199,22446,338,1482,463,52962450
"33450 Siivikkala   (Ylöjärvi )",2085,26825,23911,340,1142,603,55929752
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4724,22219,19679,807,3128,789,104963531
"33480 Manninmäki-Haavisto   (Ylöjärvi )",5055,25267,23391,720,3014,1321,127723520
"33500 Osmonmäki-Petsamo   (Tampere )",9760,21064,18437,2160,6011,1589,205580393
"33520 Keskussairaala-alue-Kauppi   (Tampere )",820,22835,20667,180,462,178,18724355
"33530 Kissanmaa   (Tampere )",4106,21800,18353,1081,2268,757,89511024
"33540 Kaleva   (Tampere )",7769,18471,16471,2225,4731,813,143502925
"33560 Takahuhti   (Tampere )",8256,23498,20198,1546,4986,1724,194000302
"33580 Atala-Linnainmaa   (Tampere )",11260,24047,22155,1848,6905,2507,270771995
"33610 Olkahinen-Tasanne   (Tampere )",2967,27367,24662,425,1661,881,81199215
"33680 Aitolahti   (Tampere )",1367,26227,21749,268,740,359,35851886
"33700 Messukylä   (Tampere )",1409,25965,22053,314,687,408,36583982
"33710 Kaukajärvi   (Tampere )",14112,21878,19647,3063,8466,2583,308743967
"33720 Hervanta   (Tampere )",20695,17445,15649,6912,11755,2028,361024734
"33730 Leinola-Vehmainen   (Tampere )",1423,26002,23161,235,813,375,37001045
"33800 Nekala   (Tampere )",4236,21254,18354,976,2523,737,90033203
"33820 Koivistonkylä   (Tampere )",7234,24788,21382,1421,3987,1826,179314936
"33840 Peltolammi   (Tampere )",2977,19711,18771,697,1922,358,58679362
"33850 Multisilta   (Pirkkala )",2033,19465,17517,457,1387,189,39571873
"33870 Vuores   (Lempäälä )",768,25308,22073,142,414,212,19436667
"33880 Höytämö   (Lempäälä )",2863,24406,22284,507,1664,692,69873773
"33900 Härmälä-Rantaperkiö   (Tampere )",8533,21625,19541,1743,5333,1457,184529256
"33920 Toivio   (Pirkkala )",860,26762,25155,118,473,269,23015121
"33950 Killo   (Pirkkala )",4006,26740,23123,649,2251,1106,107119623
"33960 Suuppa   (Pirkkala )",7727,25876,23069,1174,4447,2106,199947613
"33980 Pirkkala kk   (Pirkkala )",1002,27538,23672,171,548,283,27593037
"34110 Lakiala   (Ylöjärvi )",816,27634,25618,118,451,247,22548957
"34130 Ylinen   (Ylöjärvi )",961,24403,21788,198,528,235,23451235
"34140 Mutala   (Ylöjärvi )",525,24759,22802,97,295,133,12998353
"34150 Kyrönlahti   (Ylöjärvi )",307,24107,21377,62,169,76,7400803
