"Postal code area","Aged 18 or over, total, 2013 (HR)","Average income of inhabitants, 2013 (HR)","Median income of inhabitants, 2013 (HR)","Inhabintants belonging to the lowest income category, 2013 (HR)","Inhabitants belonging to the middle income category, 2013 (HR)","Inhabintants belonging to the highest income category, 2013 (HR)","Accumulated purchasing power of inhabitants, 2013 (HR)"
"52890 Käävänkylä   (Mäntyharju )",84,17740,14262,23,49,12,1490178
"52920 Voikoski   (Kouvola )",127,20316,15719,41,70,16,2580117
"52960 Nurmaa   (Mäntyharju )",104,19632,15387,35,51,18,2041725
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",85,18333,15187,29,50,6,1558271
"52980 Ahvenainen   (Mäntyharju )",61,18275,15484,21,31,9,1114793
"53100 Lappeenranta keskus   (Lappeenranta )",9049,22288,19187,1594,5921,1534,201687460
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",562,23790,20951,109,343,110,13370149
"53200 Kaukas-Tirilä   (Lappeenranta )",1251,21705,19643,223,817,211,27153090
"53300 Lauritsala-Mälkiä   (Lappeenranta )",6412,21896,20268,1156,4148,1108,140399102
"53400 Laihia   (Lappeenranta )",1423,24396,22677,236,825,362,34715211
"53420 Mustola   (Lappeenranta )",449,22670,22074,82,274,93,10178751
"53500 Parkkarila-Harapainen-Reijola   (Lappee",3885,23123,22231,672,2377,836,89834353
"53550 Kourulanmäki   (Lappeenranta )",796,23594,21803,122,494,180,18781216
"53600 Kesämäki   (Lappeenranta )",2176,21378,19298,419,1413,344,46517745
"53650 Mattila-Kuusela   (Lappeenranta )",1663,21813,20140,337,1017,309,36274229
"53810 Kuusimäki-Lavola   (Lappeenranta )",3341,19629,17890,799,2143,399,65578919
"53830 Rutola   (Lappeenranta )",472,24570,24103,72,280,120,11596928
"53850 Skinnarila   (Lappeenranta )",8723,20063,17464,2573,4702,1448,175012132
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2440,21862,19763,525,1489,426,53343339
"53920 Voisalmi   (Lappeenranta )",2666,22241,19240,526,1708,432,59294735
"53950 Kivisalmi   (Lappeenranta )",1758,23295,19376,375,1073,310,40952640
"54100 Joutseno Keskus   (Lappeenranta )",4455,21779,19542,843,2845,767,97025039
"54110 Lampikangas   (Lappeenranta )",890,22696,21987,144,557,189,20199714
"54120 Pulp   (Lappeenranta )",1419,21936,20600,258,904,257,31126972
"54190 Konnunsuo   (Lappeenranta )",66,19770,18788,15,47,4,1304820
"54230 Nuijamaa   (Lappeenranta )",576,21119,18767,146,337,93,12164811
"54250 Rapattila   (Lappeenranta )",146,18976,16278,46,79,21,2770475
"54260 Hanhijärvi   (Lappeenranta )",573,24436,22872,112,310,151,14001629
"54270 Vainikkala   (Lappeenranta )",380,20949,19359,82,236,62,7960549
"54300 Vilkjärvi   (Lappeenranta )",480,22287,21791,100,291,89,10697847
"54310 Hytti   (Lappeenranta )",316,24444,23435,53,181,82,7724149
"54330 Simola   (Lappeenranta )",347,22217,20708,74,214,59,7709191
"54390 Pulsa   (Lappeenranta )",137,19492,16255,39,81,17,2670417
"54410 Ylämaa Keskus   (Lappeenranta )",814,20831,17877,183,502,129,16956233
"54430 Hujakkala   (Lappeenranta )",138,22442,17531,45,68,25,3096989
"54460 Ylijärvi   (Lappeenranta )",73,21121,17685,20,41,12,1541836
"54490 Ahomäki   (Miehikkälä )",168,18658,15932,60,83,25,3134533
"54500 Taavetti-Somerharju   (Luumäki )",2415,20512,17864,557,1522,336,49537352
"54510 Uro   (Luumäki )",345,23184,19353,86,195,64,7998317
"54530 Luumäki   (Luumäki )",1006,24216,21727,217,545,244,24361326
"54550 Suo-Anttila   (Luumäki )",72,17196,14320,27,36,9,1238126
"54580 Somerharju   (Luumäki )",30,19256,14653,13,13,4,577681
"54590 Kaitjärvi   (Luumäki )",109,21163,18379,27,63,19,2306713
"54710 Lemi Keskus   (Lemi )",1157,20425,17183,295,697,165,23632232
"54720 Laksiainen   (Lemi )",129,20379,16513,46,61,22,2628833
"54750 Välijoki   (Savitaipale )",245,20231,16324,85,126,34,4956496
"54770 Heituinlahti   (Savitaipale )",491,19595,16510,155,261,75,9621390
"54800 Savitaipale Keskus   (Savitaipale )",2291,20749,17991,553,1384,354,47535915
"54820 Kotimäki   (Lemi )",211,21358,19513,58,113,40,4506449
"54850 Kuukanniemi   (Lemi )",835,23329,21995,152,509,174,19479476
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1411,24220,22855,213,864,334,34174382
"54920 Taipalsaari   (Taipalsaari )",1181,23421,21292,214,711,256,27660476
"54930 Levänen   (Taipalsaari )",258,19450,15585,94,131,33,5017972
"54940 Solkei   (Taipalsaari )",97,21912,20420,24,52,21,2125470
"54950 Pettilä   (Savitaipale )",96,18751,16610,28,59,9,1800068
"54960 Vehkataipale   (Taipalsaari )",460,24060,21413,90,256,114,11067694
"55100 Imatra Keskus   (Imatra )",8574,21941,19851,1597,5474,1503,188125900
"55120 Mansikkala-Tuulikallio   (Imatra )",2809,20591,18092,626,1750,433,57839521
"55300 Rauha-Tiuruniemi   (Lappeenranta )",806,22181,20772,140,529,137,17877635
"55320 Rauha   (Lappeenranta )",425,23303,22494,65,271,89,9903887
"55330 Tiuruniemi   (Lappeenranta )",56,23398,18949,12,30,14,1310276
"55400 Tainionkoski-Mustalampi   (Imatra )",1143,22991,21230,219,682,242,26279270
"55420 Karhumäki-Karhukallio   (Imatra )",1751,22774,21264,266,1147,338,39877444
"55510 Sotkulampi-Linnasuo   (Imatra )",1194,18068,16362,320,778,96,21572814
"55610 Rajapatsas-Teppanala   (Imatra )",2468,19405,18277,541,1689,238,47892333
"55700 Vintteri-Virasoja   (Imatra )",1167,22745,21955,182,752,233,26543228
"55800 Vuoksenniska-Saarlampi   (Imatra )",3741,20587,18208,790,2408,543,77014368
"55910 Rautio-Kurkvuori   (Imatra )",1370,21508,20409,291,830,249,29465674
"56100 Ruokolahti Keskus   (Ruokolahti )",1862,21866,18877,334,1201,327,40714084
"56120 Salosaari   (Ruokolahti )",676,24651,23710,97,396,183,16663939
"56140 Äitsaari   (Ruokolahti )",220,20420,16532,69,110,41,4492500
"56210 Virmutjoki   (Ruokolahti )",346,21664,20607,76,206,64,7495771
"56310 Syyspohja   (Ruokolahti )",198,20408,17114,53,113,32,4040787
"56330 Utula   (Ruokolahti )",30,23435,15053,11,13,6,703064
"56350 Kyläniemi   (Taipalsaari )",19,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",130,22681,21234,24,76,30,2948525
"56440 Pohja-Lankila   (Ruokolahti )",193,21795,18109,56,98,39,4206475
"56510 Puntala   (Ruokolahti )",352,22110,20920,71,219,62,7782688
"56550 Niska-Pietilä   (Rautjärvi )",118,20694,18589,31,68,19,2441896
"56610 Rautjärvi   (Rautjärvi )",547,20981,18758,135,320,92,11476390
"56640 Purnujärvi   (Rautjärvi )",92,19300,17068,30,50,12,1775559
"56710 Miettilä   (Rautjärvi )",123,21603,16958,28,78,17,2657203
"56730 Laikko   (Rautjärvi )",276,20086,17626,81,150,45,5543604
"56800 Simpele   (Rautjärvi )",2189,20871,18649,462,1361,366,45687538
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3537,19067,16535,862,2306,369,67439930
"57120 Savonlinna   (Savonlinna )",12,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1888,20481,17384,440,1221,227,38667931
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1860,18241,16354,444,1264,152,33928752
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2141,21030,19078,479,1380,282,45025276
"57210 Nojanmaa   (Savonlinna )",2136,21018,20100,421,1446,269,44895461
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1372,17556,15654,363,921,88,24086893
"57230 Inkerinkylä   (Savonlinna )",2858,19004,17190,691,1890,277,54314034
"57310 Rinkilä   (Savonlinna )",592,22174,19439,122,383,87,13126933
"57510 Laitaatsilta   (Savonlinna )",404,23034,21730,61,270,73,9305671
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1537,23336,21488,306,919,312,35866705
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2333,22722,21063,402,1527,404,53010023
"57810 Aholahti   (Savonlinna )",274,20311,18478,67,168,39,5565177
"58130 Oravi   (Savonlinna )",104,20906,17357,27,58,19,2174198
"58140 Ahvensalmi   (Savonlinna )",72,20988,15826,20,39,13,1511134
"58150 Makkola   (Savonlinna )",177,21815,19280,51,96,30,3861235
"58160 Karvila   (Enonkoski )",163,18066,14761,57,91,15,2944749
"58170 Simanala   (Enonkoski )",212,20816,18783,66,119,27,4412947
"58175 Enonkoski Keskus   (Enonkoski )",791,19625,16821,185,520,86,15523445
"58180 Ihamaniemi   (Enonkoski )",133,19438,16166,48,66,19,2585284
"58200 Kerimäki Keskus   (Savonlinna )",2829,20089,17489,672,1847,310,56832655
"58220 Louhi   (Savonlinna )",344,19779,17995,76,228,40,6803868
"58260 Kumpuranta   (Savonlinna )",156,19816,16549,52,83,21,3091247
"58300 Savonranta Keskus   (Savonlinna )",634,18375,15138,186,389,59,11649574
"58320 Raikuu   (Savonlinna )",161,20680,19019,37,99,25,3329426
"58350 Villala   (Kitee )",201,18655,15289,66,108,27,3749560
"58360 Säimen   (Savonlinna )",198,17033,14201,77,100,21,3372505
"58390 Rönkönvaara   (Savonlinna )",65,17101,14878,25,35,5,1111569
"58410 Haapakallio   (Savonlinna )",465,21884,21452,79,307,79,10176269
"58420 Silvola   (Savonlinna )",256,20076,19224,59,170,27,5139531
"58430 Kulennoinen   (Savonlinna )",393,20915,20502,88,249,56,8219663
"58450 Punkaharju   (Savonlinna )",348,22038,21357,64,228,56,7669284
"58500 Punkasalmi   (Savonlinna )",1400,20828,18183,263,973,164,29159346
"58520 Hiukkajoki   (Savonlinna )",274,22012,18923,73,160,41,6031196
"58550 Putikko   (Savonlinna )",377,19034,16945,103,237,37,7175831
"58570 Ruhvana   (Savonlinna )",67,19380,16297,20,38,9,1298434
"58580 Vuoriniemi   (Savonlinna )",107,19613,17013,33,65,9,2098567
"58610 Telakanava   (Sulkava )",128,18845,14945,48,62,18,2412195
"58620 Lohilahti   (Sulkava )",254,19653,14120,88,131,35,4991972
"58650 Kiviapaja   (Savonlinna )",102,19387,14408,43,44,15,1977454
"58680 Piojärvi   (Savonlinna )",41,17031,13057,20,13,8,698288
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",84,22599,18498,20,48,16,1898333
"58700 Sulkava Keskus   (Sulkava )",1906,19038,16538,520,1184,202,36286816
"58720 Kaartilankoski   (Sulkava )",258,18942,15955,101,118,39,4887096
"58770 Pihlajalahti   (Savonlinna )",210,18832,16394,64,127,19,3954818
"58810 Kallislahti   (Savonlinna )",259,24280,19367,56,171,32,6288557
"58830 Parkumäki   (Rantasalmi )",255,20002,16034,88,122,45,5100628
"58850 Hiltula   (Rantasalmi )",91,18622,16522,30,53,8,1694626
"58900 Rantasalmi Keskus   (Rantasalmi )",2184,19441,16412,564,1357,263,42459281
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",160,18541,16271,41,104,15,2966581
"58920 Kolkontaipale   (Rantasalmi )",274,19831,17627,80,160,34,5433663
"58940 Tuusmäki   (Rantasalmi )",209,20999,16651,63,114,32,4388826
"59100 Parikkala Keskus   (Parikkala )",2042,19885,17162,472,1314,256,40604228
"59130 Koitsanlahti   (Parikkala )",157,20796,17153,46,84,27,3264943
"59210 Melkoniemi   (Parikkala )",133,19420,15491,49,63,21,2582854
"59310 Särkisalmi   (Parikkala )",812,21317,18597,164,536,112,17309739
"59320 Haapaoja   (Parikkala )",88,18057,16918,32,47,9,1588993
"59410 Kirjavala   (Parikkala )",387,18798,15819,140,200,47,7274664
"59510 Maironiemi   (Parikkala )",394,17791,14685,129,233,32,7009770
"59520 Saari   (Parikkala )",115,22932,17257,38,49,28,2637226
"59530 Mikkolanniemi   (Parikkala )",85,19381,18609,29,44,12,1647422
"59610 Tarnala   (Parikkala )",169,18767,16667,53,99,17,3171623
"59710 Kummunkylä   (Parikkala )",91,18968,15367,26,54,11,1726111
"59720 Niukkala   (Parikkala )",131,17574,14655,41,77,13,2302214
"59730 Uukuniemi   (Parikkala )",103,19633,15742,28,63,12,2022242
"59800 Kesälahti Keskus   (Kitee )",1397,19745,16563,371,888,138,27583352
"59810 Suurikylä   (Kitee )",78,20412,16726,22,40,16,1592116
"59820 Purujärvi-Rajavaara   (Kitee )",139,19712,17504,38,80,21,2739973
"60100 Seinäjoki Keskus   (Seinäjoki )",8617,21277,17599,1934,5544,1139,183345699
"60120 Pohja   (Seinäjoki )",2121,21805,19904,348,1453,320,46247650
"60150 Kasperi   (Seinäjoki )",3585,20958,19510,654,2493,438,75136159
"60200 Törnävä   (Seinäjoki )",7812,24590,22851,1241,4802,1769,192095878
"60220 Huhtala   (Seinäjoki )",1715,21655,19780,306,1159,250,37137880
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",7,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",5309,24220,22117,906,3252,1151,128585760
"60420 Impivaara   (Seinäjoki )",803,26913,24523,120,453,230,21611241
"60450 Munakka   (Ilmajoki )",314,23179,23121,55,192,67,7278183
"60510 Hyllykallio   (Seinäjoki )",5890,25228,23560,769,3712,1409,148590543
"60550 Nurmo Keskus   (Seinäjoki )",3243,24675,22222,504,2084,655,80019549
"60560 Halkosaari   (Seinäjoki )",470,24242,24237,72,298,100,11393678
"60640 Kurjenneva   (Seinäjoki )",452,23797,23270,68,284,100,10756180
"60720 Tuomikylä   (Ilmajoki )",1334,25386,23832,191,834,309,33864478
"60760 Pohjanluoma   (Ilmajoki )",739,22703,22521,147,436,156,16777526
"60800 Ilmajoki Keskus   (Ilmajoki )",4563,21985,19983,885,2902,776,100318676
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1682,20057,18219,347,1130,205,33736643
"61110 Vuolle   (Seinäjoki )",150,22168,19819,29,98,23,3325217
"61120 Louko   (Seinäjoki )",502,23740,22752,90,307,105,11917409
"61140 Pasto   (Seinäjoki )",104,17703,15109,41,53,10,1841163
"61150 Sydänmaa   (Alavus )",52,17114,17697,18,30,4,889942
"61160 Koura   (Seinäjoki )",457,21747,18999,112,274,71,9938344
"61170 Sääskiniemi   (Alavus )",239,19267,17295,74,134,31,4604709
"61180 Haapaluoma   (Seinäjoki )",186,21168,18455,49,107,30,3937313
"61220 Myllysalo   (Kurikka )",189,22656,19374,44,115,30,4282006
"61230 Luopa   (Kurikka )",582,21534,18575,152,345,85,12533030
"61250 Jalasto   (Kurikka )",225,21835,19253,48,141,36,4912888
"61270 Luopajärvi   (Kurikka )",477,22794,21000,109,286,82,10872964
"61280 Jokipii   (Kurikka )",460,20102,18485,115,288,57,9246863
"61290 Taivalmaa   (Kurikka )",96,18969,15188,33,53,10,1821022
"61300 Kurikka Keskus   (Kurikka )",5536,20888,18604,1177,3635,724,115633958
"61310 Panttila   (Kurikka )",613,22915,19139,136,386,91,14047006
"61330 Koskenkorva   (Ilmajoki )",1683,20924,18838,377,1065,241,35214520
"61340 Nopankylä   (Ilmajoki )",224,21038,18507,56,131,37,4712541
"61350 Huissi   (Ilmajoki )",323,21486,18207,96,178,49,6940062
"61360 Mieto   (Kurikka )",848,21677,19833,205,511,132,18382087
"61370 Lohiluoma   (Kurikka )",301,21624,18116,82,168,51,6508925
"61380 Polvenkylä   (Kurikka )",128,21867,18584,38,67,23,2798970
"61400 Ylistaro Keskus   (Seinäjoki )",1688,21357,18394,394,1037,257,36051222
"61410 Ylistaro Asemanseutu   (Seinäjoki )",653,22695,19999,131,415,107,14820126
"61430 Isorehto   (Seinäjoki )",302,22434,20591,66,185,51,6775032
"61440 Untamala   (Seinäjoki )",164,22230,19984,35,100,29,3645744
"61450 Kylänpää   (Seinäjoki )",502,19297,16458,150,291,61,9686910
"61460 Hanhikoski   (Seinäjoki )",189,20569,19212,55,111,23,3887529
"61470 Kitinoja   (Seinäjoki )",304,24168,23118,58,183,63,7347016
"61500 Isokyrö Keskus   (Isokyrö )",2211,21750,18852,472,1343,396,48090109
"61520 Lehmäjoki   (Isokyrö )",203,19645,17105,57,116,30,3987863
"61550 Orismala   (Isokyrö )",550,21335,19005,127,338,85,11734171
"61560 Orisberg   (Isokyrö )",42,24424,20929,10,24,8,1025797
"61600 Jalasjärvi Keskus   (Kurikka )",3306,20525,17826,706,2194,406,67854569
"61630 Hirvijärvi   (Kurikka )",254,21150,19096,75,135,44,5372046
"61640 Ala-Valli   (Kurikka )",188,20770,18336,52,111,25,3904682
"61650 Kalakoski   (Seinäjoki )",317,19356,17335,91,188,38,6135915
"61680 Mantila   (Kurikka )",207,20697,19845,47,133,27,4284196
"61710 Pentinmäki   (Kurikka )",234,19953,17714,74,125,35,4668979
"61720 Koskue   (Kurikka )",486,19297,16240,165,268,53,9378427
"61730 Yli-Valli   (Kurikka )",217,17645,15614,67,136,14,3829008
"61760 Ilvesjoki   (Kurikka )",295,19219,14498,109,154,32,5669684
"61800 Kauhajoki Keskus   (Kauhajoki )",6810,20721,18363,1535,4381,894,141111829
"61810 Luomankylä   (Kauhajoki )",233,19702,18762,56,155,22,4590579
"61820 Kainasto   (Kauhajoki )",487,19117,17120,136,294,57,9310146
"61840 Norinkylä   (Teuva )",276,17951,16517,88,160,28,4954519
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1773,22076,17855,413,1117,243,39140270
"61860 Harja   (Kauhajoki )",168,23153,22848,29,111,28,3889642
"61880 Ikkeläjärvi   (Kauhajoki )",156,18782,15032,54,84,18,2929924
"61910 Nummijärvi   (Kauhajoki )",249,19526,16350,82,132,35,4861955
"61920 Nummikoski   (Kauhajoki )",64,16022,13760,26,35,3,1025439
"61940 Hyyppä   (Kauhajoki )",240,19258,17048,71,139,30,4621825
"61950 Juonikylä   (Kauhajoki )",145,18820,17085,41,90,14,2728923
"61960 Kyrönlatva   (Kauhajoki )",128,17903,13615,56,58,14,2291537
"61980 Päntäne   (Kauhajoki )",771,18893,15669,251,437,83,14566434
"62100 Lapua Keskus   (Lapua )",8356,21973,20148,1498,5480,1378,183604610
"62130 Hellanmaa   (Lapua )",449,20448,19188,113,268,68,9181002
"62150 Rintakangas   (Kauhava )",118,35646,21803,24,69,25,4206261
"62160 Karhunkylä   (Lapua )",458,21627,19651,115,263,80,9905250
"62165 Tiisteenjoki   (Lapua )",280,22152,19980,57,172,51,6202507
"62170 Lakaluoma   (Lapua )",244,19237,17664,68,149,27,4693796
"62175 Ylikylä-Mäenpää   (Lapua )",134,17438,15082,41,84,9,2336661
"62185 Mäki-Paavola   (Lapua )",123,20090,15689,40,64,19,2471086
"62190 Ruha   (Lapua )",474,21861,21696,97,292,85,10362292
"62200 Kauhava Keskus   (Kauhava )",4622,21179,19254,885,3056,681,97887149
"62220 Pernaa   (Kauhava )",383,21634,19579,96,221,66,8285690
"62230 Jylhä   (Kauhava )",327,21393,19158,90,186,51,6995536
"62240 Huhmarkoski   (Kauhava )",482,19397,16585,174,243,65,9349451
"62260 Hirvijoki   (Kauhava )",165,19032,15403,51,95,19,3140215
"62280 Mustamaa   (Lapua )",106,19806,17037,37,54,15,2099468
"62290 Hirvikylä   (Lapua )",252,19019,16322,75,148,29,4792672
"62295 Kauhajärvi   (Lapua )",382,17935,15019,121,240,21,6851022
"62300 Härmä   (Kauhava )",1965,21456,18786,424,1256,285,42160671
"62310 Voltti   (Kauhava )",953,21428,18292,230,572,151,20421094
"62340 Kuoppa-Vakkuri   (Kauhava )",87,20539,17874,22,55,10,1786900
"62350 Ekola   (Kauhava )",99,24145,20325,23,55,21,2390388
"62370 Kangasto   (Kauhava )",191,19567,17528,23,150,18,3737238
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2068,21995,19382,401,1383,284,45485376
"62380 Kosolankylä   (Kauhava )",186,22330,18909,41,115,30,4153352
"62395 Petterinmäki   (Vöyri )",118,18369,15781,36,73,9,2167483
"62410 Rintala   (Kauhava )",278,20420,17683,85,152,41,5676823
"62420 Kortesjärvi Keskus   (Kauhava )",875,20343,17769,188,578,109,17799737
"62430 Peltotupa   (Kauhava )",112,19680,17657,30,68,14,2204153
"62435 Pirttinen   (Kauhava )",107,24118,17859,26,65,16,2580664
"62440 Perkiömäki   (Kauhava )",105,19671,17633,27,65,13,2065445
"62470 Purmojärvi   (Kauhava )",353,21048,18438,99,201,53,7429821
"62500 Evijärvi Keskus   (Evijärvi )",1294,20827,17833,332,781,181,26949931
"62510 Kuoppa-aho   (Evijärvi )",293,20995,20414,60,185,48,6151538
"62520 Kautiainen   (Evijärvi )",130,25286,17989,39,65,26,3287215
"62540 Vasikka-aho   (Evijärvi )",254,20652,17508,64,147,43,5245488
"62570 Särkilä   (Evijärvi )",165,21473,18472,40,107,18,3543012
"62600 Lappajärvi Keskus   (Lappajärvi )",1551,20084,17880,391,952,208,31150255
"62610 Tarvola   (Lappajärvi )",132,18479,16669,39,77,16,2439176
"62620 Ala-Seppä   (Lappajärvi )",171,18670,15084,55,101,15,3192648
"62630 Karvala   (Lappajärvi )",306,18881,15442,103,171,32,5777467
"62640 Savonkylä   (Lappajärvi )",115,19468,15742,40,57,18,2238800
"62660 Itäkylä   (Lappajärvi )",519,21171,17229,149,311,59,10987580
"62710 Kurejoki   (Alajärvi )",604,17333,15151,220,327,57,10468989
"62720 Sissala   (Alajärvi )",233,19337,18256,70,137,26,4505456
"62730 Haukkala   (Alajärvi )",172,20869,15484,56,97,19,3589528
"62740 Koskenvarsi   (Alajärvi )",160,22332,21732,39,89,32,3573055
"62750 Saukonkylä   (Alajärvi )",168,18222,15729,52,102,14,3061328
"62760 Menkijärvi   (Alajärvi )",188,17332,14578,74,95,19,3258461
"62800 Vimpeli Keskus   (Vimpeli )",1936,20643,18514,397,1294,245,39964930
"62810 Savonjoki   (Vimpeli )",102,16137,15198,34,61,7,1645993
"62830 Luoma-Aho   (Alajärvi )",249,24607,20880,49,154,46,6127228
"62840 Lakaniemi-Pokela   (Vimpeli )",47,20036,18160,11,31,5,941673
"62860 Sahi   (Vimpeli )",168,19588,16978,52,88,28,3290737
"62870 Vinni   (Vimpeli )",53,17260,15226,20,29,4,914796
"62880 Sääksvesi-Vinni   (Vimpeli )",249,19776,17310,76,140,33,4924108
"62900 Alajärvi Keskus   (Alajärvi )",3679,20252,17967,859,2357,463,74508122
"62920 Levijoki   (Alajärvi )",71,18689,14132,23,36,12,1326947
"62940 Hoisko   (Alajärvi )",441,20793,18103,115,271,55,9169524
"62950 Paalijärvi   (Alajärvi )",363,19816,16775,104,211,48,7193199
"62990 Möksy   (Alajärvi )",127,17851,13773,51,65,11,2267064
"63100 Kuortane Keskus   (Kuortane )",1290,20914,18489,242,875,173,26978941
"63120 Leppälänkylä   (Kuortane )",283,19435,15884,94,149,40,5500038
"63130 Mäyry   (Kuortane )",571,21631,20023,136,334,101,12351574
"63150 Ruona   (Kuortane )",356,20071,18337,98,208,50,7145404
"63160 Salmi   (Kuortane )",119,19161,14634,43,58,18,2280154
"63210 Niinimaa   (Alavus )",101,17521,15828,30,64,7,1769662
"63230 Lentilä   (Kuortane )",257,20278,17081,58,163,36,5211430
"63250 Rantala   (Kuortane )",92,19148,18262,27,54,11,1761660
"63300 Alavus Keskus   (Alavus )",3901,20892,18214,855,2563,483,81499277
"63320 Kattelus   (Alavus )",51,17113,13785,24,22,5,872756
"63330 Pahajoki   (Alavus )",146,18648,16640,40,92,14,2722630
"63340 Sapsalampi   (Alavus )",178,19993,17625,55,95,28,3558710
"63350 Sulkavankylä   (Alavus )",174,22359,17083,53,95,26,3890466
"63355 Seinäjärvi   (Alavus )",105,17482,13537,46,43,16,1835576
"63360 Kuivaskylä   (Alavus )",227,18311,16382,85,115,27,4156621
"63370 Taipalus   (Alavus )",428,20021,17901,130,239,59,8568915
"63400 Alavus Asemanseutu   (Alavus )",1050,19078,18037,233,727,90,20032356
"63410 Rantatöysä   (Alavus )",384,19285,16743,104,239,41,7405378
"63430 Kätkänjoki   (Alavus )",135,18180,13622,51,68,16,2454303
"63450 Löyä   (Kuortane )",55,19678,15035,20,28,7,1082316
"63500 Lehtimäki Keskus   (Alajärvi )",814,19050,16004,236,492,86,15506665
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",267,18413,15913,94,145,28,4916140
"63530 Länsikylä   (Alajärvi )",145,19133,15200,55,71,19,2774335
"63540 Hernesmaa   (Alajärvi )",177,17994,16736,61,103,13,3184894
"63600 Töysä Keskus   (Alavus )",1084,18634,16213,282,699,103,20198911
"63610 Tuuri   (Alavus )",813,20825,18977,178,538,97,16931033
"63640 Ritola   (Alavus )",277,20349,16660,88,152,37,5636612
"63660 Ähtärinranta   (Ähtäri )",155,18657,15174,47,92,16,2891885
"63680 Hakojärvi   (Alavus )",242,19619,19024,67,143,32,4747762
"63700 Ähtäri Keskus   (Ähtäri )",3725,19966,18176,839,2490,396,74372093
"63770 Peränne   (Ähtäri )",166,19358,17473,53,94,19,3213506
"63780 Alastaipale   (Ähtäri )",141,20797,17038,44,82,15,2932420
"63800 Soini Keskus   (Soini )",1435,18996,16398,373,912,150,27259644
"63830 Keisala   (Soini )",68,16263,14617,28,35,5,1105866
"63880 Kukonkylä   (Soini )",155,17181,13697,56,89,10,2663048
"63890 Hautakylä   (Soini )",96,19272,15594,32,48,16,1850084
"63900 Myllymäki-Vehunkylä   (Ähtäri )",435,19766,18026,105,280,50,8598174
"63910 Inhan Tehtaat   (Ähtäri )",190,18307,16962,53,127,10,3478264
"63920 Inha   (Ähtäri )",285,22842,18297,71,164,50,6509961
"63950 Vehunkylä   (Ähtäri )",51,17272,14468,15,31,5,880872
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",2585,20953,19135,528,1661,396,54163105
"64140 Tiukka   (Kristiinankaupunki )",436,20803,18565,115,252,69,9070181
"64200 Närpiö Keskus   (Närpiö )",2339,21569,18498,458,1582,299,50449264
"64210 Kalax   (Närpiö )",351,23220,22145,65,217,69,8150107
"64220 Yttermark   (Närpiö )",804,20801,19402,177,522,105,16723724
"64230 Närpiön Asemanseutu   (Närpiö )",752,22896,20960,145,469,138,17217777
"64240 Böle   (Närpiö )",202,22138,20923,41,126,35,4471945
"64250 Pjelax   (Närpiö )",300,22918,19077,75,172,53,6875448
"64260 Kaskinen   (Närpiö )",1221,21401,19499,219,811,191,26130722
"64300 Lapväärtti   (Kristiinankaupunki )",1525,20244,17808,406,910,209,30872716
"64320 Dagsmark   (Kristiinankaupunki )",419,18627,16584,121,252,46,7804790
"64350 Karijoki Keskus   (Karijoki )",995,19389,16620,272,612,111,19291857
"64370 Myrkky   (Karijoki )",280,19992,17000,73,172,35,5597676
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",195,20319,14521,76,92,27,3962262
"64450 Kallträsk   (Kristiinankaupunki )",50,18811,14914,21,23,6,940563
"64460 Härkmeri   (Kristiinankaupunki )",308,18116,15619,113,163,32,5579629
"64480 Skaftung   (Kristiinankaupunki )",235,18767,15715,76,135,24,4410278
"64490 Siipyy   (Kristiinankaupunki )",168,17561,15685,54,98,16,2950312
"64510 Nämpnäs   (Närpiö )",319,21265,19930,77,198,44,6783641
"64530 Norrnäs   (Närpiö )",237,19405,18104,58,154,25,4599095
"64550 Rangsby   (Närpiö )",229,19591,17493,66,130,33,4486345
"64610 Övermark   (Närpiö )",990,20589,16934,256,602,132,20382669
"64700 Teuva Keskus   (Teuva )",2878,20081,17774,655,1890,333,57793920
"64720 Perälä   (Teuva )",518,19708,18181,133,330,55,10208681
"64740 Horo   (Teuva )",234,20873,14634,80,128,26,4884382
"64760 Peltola   (Teuva )",318,19341,16524,99,176,43,6150478
