"Postal code area","Households, total, 2016 (TR)","Average income of households, 2016 (TR)","Median income of households, 2016 (TR)","Households belonging to the lowest income category, 2016 (TR)","Households belonging to the middle income category, 2016 (TR)","Households belonging to the highest income category, 2016 (TR)","Accumulated purchasing power of households, 2016 (TR)"
"79190 Valkeamäki   (Leppävirta )",16,..,..,..,..,..,..
"79230 Moninmäki   (Leppävirta )",27,..,..,..,..,..,..
"79255 Kurjala-Moninmäki   (Leppävirta )",61,34669,30717,20,36,5,2114811
"79265 Puponmäki   (Leppävirta )",48,38105,34228,14,27,7,1829023
"79330 Näädänmaa   (Leppävirta )",49,35381,28853,16,25,8,1733660
"79350 Itä-Soisalo   (Leppävirta )",45,34215,33121,10,27,8,1539683
"79410 Niinimäki   (Leppävirta )",68,35490,31351,26,34,8,2413339
"79480 Kangaslampi Keskus   (Varkaus )",320,32423,26483,112,163,45,10375238
"79520 Viljolahti   (Varkaus )",77,34811,32793,26,39,12,2680478
"79600 Joroinen Keskus   (Joroinen )",1312,33451,27740,449,722,141,43887433
"79620 Huutokoski   (Joroinen )",96,37114,32577,25,63,8,3562914
"79630 Kolma   (Joroinen )",103,38593,34440,28,59,16,3975103
"79660 Kerisalo   (Joroinen )",72,45853,37080,19,39,14,3301429
"79680 Lahnalahti   (Joroinen )",66,36038,30628,24,35,7,2378523
"79690 Kaitainen   (Joroinen )",83,38484,33160,22,51,10,3194165
"79700 Heinävesi Keskus   (Heinävesi )",1249,32388,25335,443,682,124,40452360
"79810 Karvion kanava   (Heinävesi )",121,34104,26578,33,75,13,4126560
"79820 Varistaipale   (Heinävesi )",53,35461,31685,14,28,11,1879450
"79830 Palokki   (Heinävesi )",30,34867,22124,13,15,2,1046004
"79850 Uusi-Valamo   (Heinävesi )",0,0,0,0,0,0,0
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",87,30437,25174,31,44,12,2647999
"79885 Etelä-Petruma   (Heinävesi )",34,30850,28676,11,21,2,1048884
"79895 Sarvikumpu   (Heinävesi )",63,29669,24169,24,35,4,1869144
"79910 Kerma   (Heinävesi )",121,39189,32641,30,74,17,4741857
"79940 Vihtari-Poikiinaho   (Heinävesi )",80,35748,31384,26,39,15,2859812
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",5984,28643,21953,2472,2916,596,171398351
"80110 Joensuu Keskus Eteläinen   (Joensuu )",3020,30126,22419,1181,1470,369,90979191
"80130 Kanervala   (Kontiolahti )",1093,41612,34072,346,547,200,45481922
"80140 Noljakka   (Joensuu )",4219,34101,26569,1579,2128,512,143871285
"80160 Rantakylä-Latola   (Joensuu )",5480,29925,24925,2120,2979,381,163986687
"80170 Utra   (Joensuu )",1853,35150,29743,577,1053,223,65133578
"80200 Niinivaara   (Joensuu )",2564,30371,23609,945,1332,287,77871098
"80210 Sairaala-alue   (Joensuu )",1,..,..,..,..,..,..
"80220 Penttilä   (Joensuu )",1860,32576,24677,740,875,245,60590933
"80230 Hukanhauta   (Joensuu )",2519,40209,35939,501,1579,439,101286619
"80260 Kettuvaara   (Joensuu )",2308,35745,30685,573,1464,271,82499328
"80330 Reijola   (Joensuu )",1044,40322,36327,211,676,157,42096111
"80400 Ylämylly   (Liperi )",2308,39634,36630,469,1531,308,91475284
"80510 Onttola-Kunnasniemi   (Kontiolahti )",492,49579,43381,80,303,109,24392740
"80710 Lehmo   (Kontiolahti )",2255,44083,40852,341,1544,370,99406120
"80770 Kontiolahti as   (Kontiolahti )",278,45109,41307,56,182,40,12540404
"80780 Kontioniemi   (Kontiolahti )",144,45334,39517,23,100,21,6528142
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",33,28508,26672,8,24,1,940751
"80850 Paihola   (Kontiolahti )",249,36099,32282,72,144,33,8988606
"80910 Kulho   (Kontiolahti )",595,47136,45923,104,384,107,28045727
"81100 Kontiolahti   (Kontiolahti )",1373,35489,30764,400,815,158,48725853
"81120 Katajaranta   (Kontiolahti )",160,41343,36998,36,102,22,6614931
"81160 Romppala-Riihikangas   (Kontiolahti )",117,29987,25169,48,62,7,3508448
"81200 Eno Keskus   (Joensuu )",1460,31222,26053,540,777,143,45584663
"81210 Louhioja   (Joensuu )",118,36393,36076,35,73,10,4294404
"81220 Jakokoski   (Kontiolahti )",266,45732,44741,38,187,41,12164600
"81230 Mönni   (Kontiolahti )",75,38713,36526,14,49,12,2903488
"81235 Lehtoi   (Kontiolahti )",107,43168,42237,21,68,18,4619027
"81260 Ahveninen   (Joensuu )",84,39797,33113,24,45,15,3342914
"81270 Paukkaja   (Joensuu )",50,37952,35890,13,29,8,1897598
"81280 Uimaharju   (Joensuu )",904,32435,29034,288,526,90,29320860
"81290 Ukkola   (Joensuu )",125,30448,28247,42,74,9,3806003
"81295 Haapalahti   (Joensuu )",71,34832,29046,20,40,11,2473092
"81320 Kuismavaara   (Joensuu )",17,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",49,32658,30101,16,28,5,1600219
"81350 Tokrajärvi   (Ilomantsi )",75,30446,24246,34,34,7,2283470
"81360 Sarvinki   (Joensuu )",56,31277,27389,23,27,6,1751538
"81390 Revonkylä   (Joensuu )",36,39097,32200,13,15,8,1407475
"81420 Tyrjänsaari   (Ilomantsi )",40,36472,25833,16,17,7,1458898
"81430 Kivilahti   (Ilomantsi )",46,25209,23979,20,21,5,1159622
"81450 Huhus-Käenkoski   (Ilomantsi )",51,27547,26216,19,30,2,1404907
"81460 Käenkoski   (Ilomantsi )",19,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",25,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",89,33019,29812,33,46,10,2938733
"81570 Kelvä   (Lieksa )",60,28051,26170,26,26,8,1683088
"81590 Vuonislahti   (Lieksa )",79,33985,31755,25,44,10,2684790
"81650 Hattuvaara   (Lieksa )",86,30758,25259,34,43,9,2645184
"81660 Lehmikylä   (Lieksa )",6,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",3174,29117,24187,1143,1800,231,92418913
"81720 Mähkö-Timitra   (Lieksa )",1551,30399,26300,577,833,141,47149067
"81750 Pankakoski   (Lieksa )",485,31474,27277,139,307,39,15264901
"81810 Jamali   (Lieksa )",152,35467,31684,36,101,15,5390951
"81820 Kylänlahti   (Lieksa )",167,33873,29570,52,90,25,5656710
"81850 Mätäsvaara   (Lieksa )",85,26784,24175,33,48,4,2276646
"81860 Viekijärvi   (Lieksa )",193,28453,23327,93,83,17,5491402
"81950 Pankajärvi   (Lieksa )",40,38644,35596,9,23,8,1545765
"81970 Jongunjoki-Pankajärvi   (Lieksa )",94,29796,28680,36,49,9,2800781
"82110 Heinävaara   (Joensuu )",428,39407,36048,110,266,52,16866124
"82120 Keskijärvi   (Joensuu )",99,35416,32435,27,65,7,3506177
"82140 Kiihtelysvaara Keskus   (Joensuu )",435,33207,27222,151,244,40,14445095
"82160 Oskola   (Joensuu )",33,30198,24475,12,17,4,996530
"82170 Uskali   (Joensuu )",27,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",42,32120,26801,17,19,6,1349059
"82200 Hammaslahti   (Joensuu )",1403,35259,31063,462,798,143,49468851
"82210 Suhmura   (Joensuu )",189,47858,42582,39,118,32,9045220
"82220 Niittylahti   (Joensuu )",762,45620,45414,128,513,121,34762406
"82290 Nieminen   (Rääkkylä )",221,31965,25667,88,111,22,7064342
"82300 Rääkkylä Keskus   (Rääkkylä )",518,28100,22814,241,239,38,14555966
"82310 Oravisalo-Varpasalo   (Rääkkylä )",137,32506,28410,52,70,15,4453330
"82335 Rasivaara   (Rääkkylä )",329,31091,26013,142,159,28,10228822
"82350 Tikkala   (Tohmajärvi )",152,38921,35572,47,83,22,5916061
"82360 Onkamo   (Tohmajärvi )",187,38045,33144,54,112,21,7114439
"82380 Tolosenmäki   (Kitee )",210,37921,33670,59,112,39,7963333
"82395 Haarajärvi   (Kitee )",64,41885,37376,11,43,10,2680626
"82430 Puhos-Leinovaara   (Kitee )",420,36232,30311,126,247,47,15217407
"82460 Hummovaara   (Kitee )",48,34180,29686,18,24,6,1640616
"82490 Heinoniemi   (Kitee )",70,29101,25856,31,34,5,2037095
"82500 Kitee Keskus   (Kitee )",3200,31940,26537,1175,1701,324,102207131
"82510 Kiteenlahti   (Kitee )",116,36859,31198,31,72,13,4275667
"82580 Juurikka   (Kitee )",164,37282,31841,51,90,23,6114277
"82590 Närsäkkälä   (Kitee )",64,33453,30203,23,34,7,2140965
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1468,32048,26918,529,807,132,47046857
"82655 Värtsilä Keskus   (Tohmajärvi )",163,29773,24396,78,73,12,4853079
"82660 Uusi-Värtsilä   (Tohmajärvi )",104,30108,27218,41,58,5,3131269
"82670 Kaurila   (Tohmajärvi )",58,30498,26947,22,31,5,1768866
"82675 Niirala-Jänisjoki   (Tohmajärvi )",57,30920,26535,22,33,2,1762443
"82685 Littilä   (Tohmajärvi )",84,37869,33345,28,44,12,3180970
"82710 Kovero   (Joensuu )",229,34628,27044,77,123,29,7929721
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",448,28289,22395,184,239,25,12673403
"82750 Öllölä   (Joensuu )",64,28230,24625,25,35,4,1806731
"82760 Hoilola   (Joensuu )",51,33033,24513,19,26,6,1684674
"82770 Kaustajärvi   (Tohmajärvi )",17,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",72,35222,31390,21,42,9,2535958
"82820 Maukkula   (Ilomantsi )",115,37994,31425,27,75,13,4369362
"82830 Haukivaara   (Ilomantsi )",50,30877,26634,19,29,2,1543840
"82840 Pirttiaho   (Joensuu )",22,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",38,31334,30014,12,23,3,1190686
"82865 Kokinvaara-Mannervaara   (Joensuu )",21,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",18,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",14,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2061,30979,25761,729,1157,175,63848525
"82915 Sonkaja   (Ilomantsi )",96,36658,32930,24,60,12,3519130
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",65,30715,26714,29,30,6,1996504
"82967 Hattu   (Ilomantsi )",46,28371,24673,19,23,4,1305078
"82980 Möhkö   (Ilomantsi )",41,30911,29165,13,26,2,1267352
"83100 Liperi Keskus   (Liperi )",1286,31907,26306,467,694,125,41032720
"83130 Salokylä   (Liperi )",157,43368,41488,25,105,27,6808840
"83140 Puromäki   (Liperi )",48,40114,38573,10,34,4,1925489
"83150 Roukalahti   (Liperi )",97,38025,33931,31,55,11,3688390
"83160 Tutjunniemi   (Liperi )",74,31422,28065,32,34,8,2325229
"83320 Risti-Juojärvi   (Liperi )",39,33613,32225,10,23,6,1310924
"83330 Kaatamo   (Liperi )",109,34016,29558,48,47,14,3707715
"83340 Kaarnalampi   (Liperi )",43,32520,28051,12,25,6,1398345
"83400 Viinijärvi   (Liperi )",731,31695,27241,273,394,64,23168896
"83430 Käsämä   (Liperi )",232,41846,39686,41,157,34,9708230
"83450 Vaivio   (Liperi )",141,46733,40155,24,89,28,6589396
"83460 Harinjärvi   (Liperi )",122,49737,47065,13,77,32,6067900
"83480 Ahonkylä   (Liperi )",86,35180,28539,29,48,9,3025444
"83500 Outokumpu Keskus   (Outokumpu )",3180,30486,25613,1242,1699,239,96946418
"83550 Kokonvaara   (Outokumpu )",75,34372,33213,16,56,3,2577898
"83630 Kuusjärvi   (Outokumpu )",191,36020,32241,39,132,20,6879888
"83660 Varislahti   (Outokumpu )",132,40859,32754,29,84,19,5393361
"83700 Polvijärvi Keskus   (Polvijärvi )",1333,29270,24364,576,657,100,39017324
"83720 Kuorevaara   (Polvijärvi )",125,38486,34010,33,75,17,4810699
"83750 Sotkuma   (Polvijärvi )",202,46313,42873,33,133,36,9355258
"83760 Sola   (Polvijärvi )",37,33010,32549,15,20,2,1221385
"83780 Horsmanaho   (Polvijärvi )",103,36353,29469,32,59,12,3744391
"83825 Kinahmo   (Polvijärvi )",139,34456,29680,45,78,16,4789324
"83830 Hukkala   (Polvijärvi )",60,28499,24062,25,33,2,1709937
"83835 Ruvaslahti   (Polvijärvi )",97,35844,26260,41,43,13,3476871
"83840 Saarivaara   (Polvijärvi )",27,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",79,29992,25935,34,34,11,2369345
"83870 Polvela-Timovaara   (Juuka )",109,30575,26592,44,55,10,3332707
"83880 Kajoo   (Juuka )",82,31806,27064,39,39,4,2608079
"83900 Juuka Keskus   (Juuka )",1912,30335,25187,746,1009,157,57999994
"83910 Paalasmaa   (Juuka )",40,28060,24143,16,21,3,1122398
"83915 Vihtasuo   (Juuka )",3,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",182,32343,26526,69,103,10,5886460
"83950 Ahmovaara   (Juuka )",243,30610,25278,105,118,20,7438223
"83960 Koli   (Lieksa )",131,32601,24802,52,64,15,4270778
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",6169,36959,31230,1644,3782,743,228001936
"84460 Tuomiperä   (Ylivieska )",85,34842,29438,25,53,7,2961557
"84540 Vähäkangas   (Ylivieska )",208,42952,41808,45,134,29,8933922
"84650 Kantokylä   (Ylivieska )",93,37978,36573,16,67,10,3531972
"84770 Isokoski   (Ylivieska )",46,32449,27557,17,25,4,1492656
"84880 Raudaskylä   (Ylivieska )",267,39696,37416,59,178,30,10598856
"85100 Kalajoki Keskus   (Kalajoki )",3090,39492,33928,735,1898,457,122031395
"85120 Metsä   (Kalajoki )",91,41199,36301,32,50,9,3749132
"85140 Tynkä   (Kalajoki )",309,43936,39909,78,189,42,13576173
"85150 Typpö   (Kalajoki )",123,38376,28704,39,71,13,4720194
"85160 Rautio   (Kalajoki )",246,39799,33185,72,146,28,9790583
"85180 Rahja   (Kalajoki )",189,40710,36491,41,129,19,7694157
"85200 Alavieska Keskus   (Alavieska )",917,35549,30555,299,522,96,32598760
"85210 Kähtävä   (Alavieska )",98,42064,43669,24,59,15,4122255
"85230 Talus   (Alavieska )",110,40450,29306,50,48,12,4449472
"85310 Sievi Asemanseutu   (Sievi )",201,48507,31363,57,119,25,9749908
"85320 Markkula   (Sievi )",123,34570,29031,49,64,10,4252131
"85340 Jyrinki   (Sievi )",204,45642,43272,53,131,20,9310969
"85410 Sievi Keskus   (Sievi )",801,45999,32242,274,433,94,36845059
"85430 Koivisto   (Sievi )",229,42635,37086,61,135,33,9763476
"85450 Joenkylä   (Sievi )",83,43069,36847,26,49,8,3574764
"85470 Kiiskilampi   (Sievi )",183,41089,36184,66,98,19,7519304
"85500 Nivala Keskus   (Nivala )",3199,36657,31141,935,1930,334,117264935
"85540 Mönkö   (Nivala )",186,43391,40381,51,111,24,8070784
"85560 Ainastalo   (Nivala )",185,36522,32578,62,106,17,6756620
"85580 Karvoskylä   (Nivala )",298,35813,33004,79,195,24,10672279
"85620 Sarja   (Nivala )",109,39258,35204,28,71,10,4279137
"85630 Sarjanahde   (Nivala )",171,44623,42182,48,105,18,7630532
"85640 Maliskylä   (Nivala )",214,38789,34011,61,132,21,8300860
"85660 Ruuskankylä   (Nivala )",65,42817,32433,21,35,9,2783098
"85710 Parkkila   (Haapajärvi )",143,37761,34655,44,94,5,5399881
"85730 Tulppo   (Haapajärvi )",56,35280,29878,18,32,6,1975703
"85800 Haapajärvi Keskus   (Haapajärvi )",2551,34840,29422,830,1466,255,88875992
"85820 Oksava   (Haapajärvi )",347,37793,33730,99,212,36,13114259
"85840 Kuona   (Haapajärvi )",104,40008,35287,31,63,10,4160877
"85900 Reisjärvi Keskus   (Reisjärvi )",869,35112,30039,292,499,78,30512092
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",87,36790,36187,23,58,6,3200718
"85940 Räisälänmäki   (Reisjärvi )",87,44626,43267,23,49,15,3882499
"85980 Köyhänperä   (Reisjärvi )",133,41408,35372,43,77,13,5507253
"86100 Pyhäjoki Keskus   (Pyhäjoki )",863,36793,31982,233,501,129,31752649
"86110 Parhalahti   (Pyhäjoki )",150,46563,43549,21,100,29,6984492
"86160 Pirttikoski   (Pyhäjoki )",139,40400,36419,30,86,23,5615623
"86170 Yppäri   (Pyhäjoki )",212,43694,41058,44,138,30,9263056
"86210 Petäjäskoski   (Oulainen )",62,43948,37832,23,30,9,2724790
"86220 Merijärvi Keskus   (Merijärvi )",304,35429,31264,127,157,20,10770287
"86230 Ylipää   (Merijärvi )",66,33153,30991,27,35,4,2188101
"86240 Pyhänkoski   (Merijärvi )",82,40343,39264,19,49,14,3308150
"86300 Oulainen Keskus   (Oulainen )",3083,35486,30549,881,1859,343,109402062
"86350 Kilpua   (Oulainen )",56,38892,31495,14,34,8,2177969
"86360 Ilveskorpi   (Raahe )",94,38404,37595,28,52,14,3610016
"86400 Vihanti Keskus   (Raahe )",812,33879,30305,247,476,89,27509903
"86440 Lampinsaari   (Raahe )",128,29800,27914,44,75,9,3814446
"86460 Alpua   (Raahe )",168,34723,29512,54,95,19,5833502
"86470 Lumimetsä   (Raahe )",74,44816,36890,18,44,12,3316374
"86480 Karhukangas   (Haapavesi )",21,..,..,..,..,..,..
"86510 Matkaniva   (Oulainen )",126,38601,35583,37,72,17,4863775
"86530 Annonen   (Haapavesi )",79,34827,32698,27,43,9,2751304
"86550 Mieluskylä   (Haapavesi )",137,40888,37110,46,77,14,5601610
"86600 Haapavesi Keskus   (Haapavesi )",2353,35277,30910,718,1408,227,83007069
"86650 Kytökylä-Joutenniva   (Haapavesi )",194,38664,33740,50,123,21,7500752
"86680 Vatjusjärvi   (Haapavesi )",191,37302,36254,50,124,17,7124755
"86690 Karsikas   (Haapavesi )",82,33080,27729,33,40,9,2712519
"86710 Kärsämäki Keskus   (Kärsämäki )",1148,34884,29274,408,629,111,40046746
"86790 Venetpalo   (Kärsämäki )",0,0,0,0,0,0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",2101,33065,28001,694,1170,237,69470147
"86810 Pellikkaperä   (Pyhäjärvi )",72,39492,37025,16,49,7,2843394
"86850 Hiidenniemi   (Pyhäjärvi )",105,34588,29645,41,55,9,3631708
"86870 Vesikoski   (Pyhäjärvi )",126,36754,32892,37,73,16,4630996
"86900 Pyhäkumpu   (Pyhäjärvi )",231,39527,37170,47,145,39,9130733
"86980 Väliaho   (Pyhäjärvi )",32,35186,26384,10,20,2,1125958
"87100 Kajaani Keskus   (Kajaani )",3968,26722,21120,1491,2144,333,106032953
"87150 Purola   (Kajaani )",1088,35704,32484,298,666,124,38845458
"87200 Teppana   (Kajaani )",2132,36840,30869,488,1313,331,78542260
"87250 Kättö-Kätönlahti   (Kajaani )",1908,39019,37149,429,1203,276,74448743
"87300 Palokangas   (Kajaani )",664,28479,24166,240,365,59,18910040
"87400 Petäisenniska   (Kajaani )",894,34966,32071,209,589,96,31259326
"87500 Lehtikangas   (Kajaani )",2769,38119,33211,608,1840,321,105552721
"87700 Lohtaja-Kettu   (Kajaani )",2078,32074,27018,785,1094,199,66650312
"87800 Vuoreslahti   (Kajaani )",387,44618,44278,64,247,76,17267057
"87830 Nakertaja   (Kajaani )",628,40175,38747,146,399,83,25229826
"87850 Paltaniemi   (Kajaani )",182,50300,45416,29,114,39,9154580
"87900 Karankalahti   (Kajaani )",195,43305,41373,28,137,30,8444474
"87910 Linnantaus   (Kajaani )",189,46274,46324,29,120,40,8745815
"87930 Salmijärvi   (Kajaani )",106,40239,38196,16,72,18,4265364
"87950 Kuluntalahti   (Kajaani )",319,50863,49535,45,197,77,16225361
"87970 Jormua   (Kajaani )",183,45586,43165,30,119,34,8342206
"88120 Tuhkakylä   (Sotkamo )",42,33037,27764,13,26,3,1387563
"88200 Otanmäki-Kytökoski   (Kajaani )",539,30768,27413,167,327,45,16583988
"88270 Vuolijoki Keskus   (Kajaani )",438,35738,30693,115,279,44,15653458
"88300 Paltamo Keskus   (Paltamo )",1196,31203,25938,423,677,96,37319082
"88310 Melalahti   (Paltamo )",104,33980,29223,34,63,7,3533911
"88340 Manamansalo   (Vaala )",51,31209,27795,15,31,5,1591642
"88350 Kivesjärvi   (Paltamo )",50,36100,34530,15,28,7,1804998
"88380 Mieslahti   (Paltamo )",100,37718,33789,23,62,15,3771841
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",629,34490,28099,209,348,72,21694501
"88440 Jokikylä   (Ristijärvi )",32,33983,27894,7,21,4,1087469
"88460 Hiisijärvi   (Ristijärvi )",20,..,..,..,..,..,..
"88470 Kontiomäki   (Paltamo )",259,32306,29806,75,166,18,8367264
"88490 Pohjavaara   (Sotkamo )",105,42847,37547,22,67,16,4498983
"88530 Paakki   (Sotkamo )",46,37101,28737,11,31,4,1706656
"88600 Sotkamo Keskus   (Sotkamo )",3202,35796,30251,944,1848,410,114619103
"88610 Vuokatti   (Sotkamo )",1140,40184,35238,257,697,186,45809980
"88615 Vuokatin Urheiluopisto   (Sotkamo )",2,..,..,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",192,45608,43783,29,124,39,8756813
"88640 Ontojoki   (Sotkamo )",40,39279,33448,9,22,9,1571143
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",74,43153,35960,15,49,10,3193318
"88690 Maanselkä   (Sotkamo )",27,..,..,..,..,..,..
"88730 Ylä-Vieksi   (Kuhmo )",70,31691,26726,26,37,7,2218390
"88740 Härmänkylä-Iivantiira   (Kuhmo )",40,34471,29362,9,25,6,1378833
"88760 Iivantiira   (Kuhmo )",72,35778,29262,27,36,9,2576038
"88820 Katerma   (Kuhmo )",4,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",4101,32024,26866,1449,2306,346,131329997
"88930 Lentiira-Kuumu   (Kuhmo )",156,31799,26894,53,87,16,4960613
"88940 Kuumu   (Kuhmo )",12,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",29,..,..,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",34,36175,30170,12,20,2,1229938
"89200 Puolanka Keskus   (Puolanka )",1203,30989,27018,435,674,94,37279217
"89210 Puokiovaara   (Puolanka )",24,..,..,..,..,..,..
"89320 Joukokylä   (Puolanka )",59,31793,24946,31,22,6,1875816
"89330 Suolijärvi   (Puolanka )",33,36538,30245,7,21,5,1205767
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1088,32366,27023,404,575,109,35214240
"89430 Hoikka   (Hyrynsalmi )",20,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",38,37663,34271,14,21,3,1431189
"89540 Moisiovaara   (Hyrynsalmi )",98,30599,26711,43,49,6,2998682
"89560 Karhuvaara   (Hyrynsalmi )",38,31627,26020,11,25,2,1201837
"89600 Ämmänsaari   (Suomussalmi )",2747,32431,27383,903,1587,257,89087955
"89610 Jumaliskylä   (Suomussalmi )",28,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",54,34134,31098,15,35,4,1843253
"89660 Takalo   (Suomussalmi )",55,27583,24118,27,25,3,1517067
"89670 Näljänkä   (Suomussalmi )",110,30361,25493,51,54,5,3339751
"89680 Vaaranniva   (Suomussalmi )",52,28092,20403,26,24,2,1460759
"89730 Ahjola   (Suomussalmi )",14,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",24,..,..,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",48,30019,25602,19,27,2,1440930
"89770 Peranka   (Suomussalmi )",25,..,..,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",30,34944,28740,11,15,4,1048324
"89800 Suomussalmi Keskus   (Suomussalmi )",682,35707,29833,208,396,78,24352453
"89830 Ala-Vuokki   (Suomussalmi )",30,28671,26110,12,16,2,860123
"89840 Ylä-Vuokki   (Suomussalmi )",36,26975,23598,13,22,1,971110
"89920 Ruhtinansalmi   (Suomussalmi )",182,32300,26291,71,96,15,5878618
"90100 Oulu Keskus   (Oulu )",5581,31308,22890,1961,2771,849,174730390
"90120 Heinäpää   (Oulu )",4569,27407,22263,1653,2451,465,125224649
"90130 Raksila   (Oulu )",3845,30462,24689,1288,2017,540,117125958
"90140 Karjasilta   (Oulu )",1783,36499,27293,477,970,336,65077993
"90150 Höyhtyä   (Oulu )",3123,33945,28429,919,1758,446,106011020
"90220 Kontinkangas   (Oulu )",475,22009,17268,262,180,33,10454390
"90230 Värttö-Maikkula   (Oulu )",3788,43608,32844,886,1938,964,165186496
"90240 Iinatti   (Oulu )",2981,42212,35454,642,1701,638,125833216
"90250 Kaukovainio   (Oulu )",4067,26523,21749,1771,1977,319,107868106
"90310 Madekoski   (Oulu )",1039,55061,44958,168,624,247,57207943
"90400 Äimärautio   (Oulu )",4767,42300,35188,1161,2743,863,201645352
"90410 Kaakkuri   (Oulu )",1744,49100,42105,303,989,452,85630339
"90440 Kempele Keskus   (Kempele )",4049,40873,35571,815,2587,647,165493167
"90450 Honkanen   (Kempele )",2721,50992,48090,336,1773,612,138749773
"90460 Oulunsalo Keskus   (Oulu )",3251,46984,42378,512,2117,622,152744723
"90470 Varjakka   (Oulu )",397,58526,46086,67,259,71,23234735
"90480 Hailuoto   (Hailuoto )",491,37913,31637,115,299,77,18615511
"90500 Tuira   (Oulu )",5558,26083,20047,2502,2563,493,144968400
"90510 Hietasaari   (Oulu )",967,38002,31589,238,506,223,36747692
"90520 Taskila-Toppila   (Oulu )",3021,29286,23046,1326,1340,355,88473279
"90530 Välivainio   (Oulu )",3582,28452,23189,1399,1812,371,101914985
"90540 Kuivasjärvi   (Oulu )",4001,52522,49614,468,2493,1040,210141573
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",2358,32711,27286,755,1309,294,77132926
"90560 Koskela-Oulu   (Oulu )",1627,32179,27012,518,916,193,52355756
"90570 Kaijonharju-Linnanmaa   (Oulu )",4289,25562,20316,2274,1666,349,109636200
"90580 Rajakylä   (Oulu )",2238,33124,27588,841,1105,292,74132470
"90590 Teknologiakylä   (Oulu )",1,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",230,39888,36294,59,129,42,9174305
"90630 Korvensuora   (Oulu )",2906,46009,44041,387,1897,622,133700888
"90650 Haapalehto   (Oulu )",4787,44247,36272,973,2735,1079,211808211
"90660 Sanginsuu   (Oulu )",267,50191,43934,30,159,78,13401055
"90670 Hiukkavaara   (Oulu )",594,49546,48094,73,366,155,29430037
"90800 Pateniemi   (Oulu )",3372,45927,40734,538,2100,734,154865049
"90810 Kiviniemi   (Oulu )",1140,48918,43844,151,716,273,55766167
"90820 Kello   (Oulu )",1214,47625,43924,215,776,223,57816990
"90830 Haukipudas Keskus   (Oulu )",3430,40226,35242,779,2164,487,137974100
"90840 Haukipudas Asemanseutu   (Oulu )",649,45748,43436,143,395,111,29690605
"90850 Martinniemi   (Oulu )",914,38778,36647,225,582,107,35442865
"90860 Halosenniemi   (Oulu )",198,43642,41424,37,124,37,8641056
"90900 Kiiminki Keskus   (Oulu )",2479,44468,41610,453,1625,401,110236819
"90910 Kontio   (Oulu )",500,53674,52080,78,313,109,26837029
"90940 Jääli   (Oulu )",2016,47369,42276,282,1337,397,95496191
"91100 Ii Keskus   (Ii )",2547,40438,36512,615,1599,333,102995403
"91110 Ii Asemanseutu   (Ii )",314,45123,41355,60,202,52,14168618
"91140 Olhava   (Ii )",184,35074,29333,62,97,25,6453654
"91150 Yli-Olhava   (Ii )",79,31534,25347,32,42,5,2491158
"91200 Yli-Ii Keskus   (Oulu )",506,37738,32592,159,289,58,19095288
"91210 Jakkukylä   (Ii )",150,43883,39252,40,89,21,6582430
"91240 Tannila   (Oulu )",89,36089,29129,32,46,11,3211906
