"Postal code area","Free-time residences, 2013 (RA)","Buildings, total, 2013 (RA)","Other buildings, 2013 (RA)","Residential buildings, 2013 (RA)","Dwellings, 2013 (RA)","Average floor area, 2013 (RA)","Dwellings in small houses, 2013 (RA)","Dwellings in blocks of flats, 2013 (RA)"
"78300 Kommila  (Varkaus)",1,549,64,485,1628,71.5,616,1012
"78310 Puurtila  (Varkaus)",244,496,50,446,566,102.8,529,37
"78400 Luttila  (Varkaus)",22,515,51,464,647,89.8,641,6
"78480 Timola  (Leppävirta)",95,254,17,237,241,105.7,241,0
"78500 Pitkälänniemi-Könönpelto  (Varkaus)",12,963,62,901,1179,93.2,1153,26
"78610 Kurola  (Varkaus)",75,142,17,125,125,109.8,125,0
"78710 Akonlahti  (Varkaus)",425,404,93,311,319,109.7,319,0
"78850 Käpykangas  (Varkaus)",18,803,95,708,1521,83.9,1201,320
"78870 Kaura-Aho  (Varkaus)",2,729,111,618,1388,75.5,932,456
"78880 Kuvansi  (Joroinen)",200,517,52,465,615,95.0,615,0
"78900 Ruokokoski  (Varkaus)",49,128,12,116,121,104.5,121,0
"79100 Leppävirta Keskus  (Leppävirta)",996,2056,289,1767,3291,81.4,2590,701
"79130 Sorsakoski  (Leppävirta)",168,491,50,441,623,82.2,493,130
"79140 Kotalahti  (Leppävirta)",265,199,21,178,167,117.5,167,0
"79150 Konnuslahti-Valkeamäki  (Leppävirta)",297,227,20,207,196,113.6,196,0
"79160 Saamaiskylä  (Leppävirta)",81,42,4,38,35,97.9,35,0
"79180 Tuppurinmäki  (Leppävirta)",24,30,2,28,27,97.1,27,0
"79190 Valkeamäki  (Leppävirta)",50,31,5,26,22,94.4,22,0
"79230 Moninmäki  (Leppävirta)",41,39,4,35,31,95.9,31,0
"79255 Kurjala-Moninmäki  (Leppävirta)",149,98,8,90,88,95.7,88,0
"79265 Puponmäki  (Leppävirta)",54,66,9,57,55,105.8,55,0
"79330 Näädänmaa  (Leppävirta)",78,89,23,66,67,84.2,67,0
"79350 Itä-Soisalo  (Leppävirta)",145,83,9,74,68,108.2,68,0
"79410 Niinimäki  (Leppävirta)",82,95,9,86,82,100.6,82,0
"79480 Kangaslampi Keskus  (Varkaus)",366,361,62,299,402,86.8,398,4
"79520 Viljolahti  (Varkaus)",283,132,22,110,107,97.9,107,0
"79600 Joroinen Keskus  (Joroinen)",445,1040,158,882,1514,83.3,1242,272
"79620 Huutokoski  (Joroinen)",104,130,16,114,117,108.9,111,6
"79630 Kolma  (Joroinen)",32,137,14,123,122,107.1,122,0
"79660 Kerisalo  (Joroinen)",62,108,16,92,88,108.6,88,0
"79680 Lahnalahti  (Joroinen)",57,92,14,78,72,100.7,72,0
"79690 Kaitainen  (Joroinen)",101,120,13,107,103,109.6,103,0
"79700 Heinävesi Keskus  (Heinävesi)",846,1179,214,965,1581,78.2,1211,370
"79810 Karvion kanava  (Heinävesi)",152,200,55,145,158,80.0,158,0
"79820 Varistaipale  (Heinävesi)",103,90,19,71,68,97.0,68,0
"79830 Palokki  (Heinävesi)",53,72,20,52,54,94.5,54,0
"79850 Uusi-Valamo  (Heinävesi)",1,1,0,1,..,..,..,..
"79860 Suuraho - Uusi-Valamo  (Heinävesi)",112,160,34,126,167,66.1,162,5
"79885 Etelä-Petruma  (Heinävesi)",118,56,6,50,47,85.9,47,0
"79895 Sarvikumpu  (Heinävesi)",114,101,11,90,90,82.6,90,0
"79910 Kerma  (Heinävesi)",201,181,25,156,158,92.7,158,0
"79940 Vihtari-Poikiinaho  (Heinävesi)",90,137,18,119,118,81.3,118,0
"80100 Joensuu Keskus, Pohjoinen  (Joensuu)",0,1464,556,908,5944,60.0,1075,4869
"80110 Joensuu Keskus Eteläinen  (Joensuu)",70,370,49,321,3350,58.5,318,3032
"80130 Kanervala  (Joensuu)",1,970,235,735,1138,86.7,822,316
"80140 Noljakka  (Joensuu)",14,1448,76,1372,4259,73.7,1899,2360
"80160 Rantakylä-Latola  (Joensuu)",0,1628,54,1574,5611,71.5,2929,2682
"80170 Utra  (Joensuu)",84,850,35,815,1859,80.4,1079,780
"80200 Niinivaara  (Joensuu)",0,658,48,610,2690,64.3,847,1843
"80210 Sairaala-alue  (Joensuu)",0,3,3,0,0,0.0,0,0
"80220 Penttilä  (Joensuu)",8,412,69,343,1701,71.0,448,1253
"80230 Hukanhauta  (Joensuu)",23,1293,50,1243,2403,88.4,1970,433
"80260 Kettuvaara  (Joensuu)",5,1169,96,1073,2326,80.1,1585,741
"80330 Reijola  (Joensuu)",66,759,60,699,1059,93.1,1021,38
"80400 Ylämylly  (Liperi)",407,1809,243,1566,2359,93.7,2074,285
"80510 Onttola-Kunnasniemi  (Kontiolahti)",306,532,66,466,521,113.1,479,42
"80710 Lehmo  (Kontiolahti)",52,1775,193,1582,2206,96.7,2141,65
"80770 Kontiolahti as  (Kontiolahti)",55,309,57,252,269,111.2,269,0
"80780 Kontioniemi  (Kontiolahti)",13,114,10,104,158,102.7,134,24
"80790 Kontioranta-Kontioniemi  (Kontiolahti)",0,36,18,18,60,62.6,37,23
"80850 Paihola  (Kontiolahti)",36,207,25,182,262,87.5,190,72
"80910 Kulho  (Kontiolahti)",97,671,59,612,618,114.5,618,0
"81100 Kontiolahti  (Kontiolahti)",287,913,96,817,1421,83.8,1368,53
"81120 Katajaranta  (Kontiolahti)",165,195,14,181,176,99.3,176,0
"81160 Romppala-Riihikangas  (Kontiolahti)",295,199,34,165,155,88.8,155,0
"81200 Eno Keskus  (Joensuu)",382,1254,174,1080,1695,78.5,1532,163
"81210 Louhioja  (Joensuu)",11,135,15,120,129,90.8,129,0
"81220 Jakokoski  (Kontiolahti)",72,313,39,274,280,109.8,280,0
"81230 Mönni  (Kontiolahti)",57,93,6,87,86,93.6,86,0
"81235 Lehtoi  (Kontiolahti)",106,138,18,120,119,99.9,119,0
"81260 Ahveninen  (Joensuu)",220,137,33,104,99,99.7,99,0
"81270 Paukkaja  (Joensuu)",14,78,14,64,63,83.8,63,0
"81280 Uimaharju  (Joensuu)",138,886,176,710,1086,79.8,979,107
"81290 Ukkola  (Joensuu)",33,178,32,146,154,80.3,154,0
"81295 Haapalahti  (Joensuu)",144,126,30,96,87,95.4,87,0
"81320 Kuismavaara  (Joensuu)",48,39,5,34,28,73.0,28,0
"81330 Luhtapohja  (Joensuu)",39,94,12,82,73,78.5,73,0
"81350 Tokrajärvi  (Ilomantsi)",116,149,18,131,120,78.1,120,0
"81360 Sarvinki  (Joensuu)",69,95,15,80,76,84.3,76,0
"81390 Revonkylä  (Joensuu)",79,73,13,60,53,83.9,53,0
"81420 Tyrjänsaari  (Ilomantsi)",182,84,12,72,67,75.5,67,0
"81430 Kivilahti  (Ilomantsi)",229,106,32,74,76,74.0,76,0
"81450 Huhus-Käenkoski  (Ilomantsi)",147,75,7,68,71,83.4,71,0
"81460 Käenkoski  (Ilomantsi)",70,35,4,31,27,68.6,27,0
"81470 Naarva  (Ilomantsi)",69,67,11,56,51,73.2,51,0
"81560 Vuonisjärvi  (Lieksa)",55,123,14,109,106,94.1,106,0
"81570 Kelvä  (Lieksa)",127,104,12,92,81,81.1,81,0
"81590 Vuonislahti  (Lieksa)",193,147,36,111,109,88.1,109,0
"81650 Hattuvaara  (Lieksa)",173,168,23,145,126,83.9,126,0
"81660 Lehmikylä  (Lieksa)",7,11,2,9,..,..,..,..
"81700 Lieksa Keskus  (Lieksa)",305,2026,275,1751,3573,72.3,2103,1470
"81720 Mähkö-Timitra  (Lieksa)",302,1218,240,978,1856,77.2,1270,586
"81750 Pankakoski  (Lieksa)",220,551,69,482,573,78.1,540,33
"81810 Jamali  (Lieksa)",115,206,8,198,190,89.4,190,0
"81820 Kylänlahti  (Lieksa)",440,279,28,251,226,90.0,223,3
"81850 Mätäsvaara  (Lieksa)",110,161,13,148,135,77.2,132,3
"81860 Viekijärvi  (Lieksa)",166,336,33,303,305,80.4,305,0
"81950 Pankajärvi  (Lieksa)",56,68,7,61,55,86.0,55,0
"81970 Jongunjoki-Pankajärvi  (Lieksa)",162,152,25,127,132,83.2,131,1
"82110 Heinävaara  (Joensuu)",151,441,59,382,452,96.6,452,0
"82120 Keskijärvi  (Joensuu)",254,143,24,119,118,87.7,118,0
"82140 Kiihtelysvaara Keskus  (Joensuu)",251,433,86,347,502,80.1,502,0
"82160 Oskola  (Joensuu)",77,57,3,54,50,76.0,49,1
"82170 Uskali  (Joensuu)",51,37,4,33,35,83.9,35,0
"82180 Huhtilampi  (Joensuu)",53,55,5,50,53,90.2,53,0
"82200 Hammaslahti  (Joensuu)",387,1310,162,1148,1578,86.5,1578,0
"82210 Suhmura  (Joensuu)",84,219,18,201,208,102.6,208,0
"82220 Niittylahti  (Joensuu)",113,715,50,665,726,110.0,719,7
"82290 Nieminen  (Rääkkylä)",404,311,32,279,280,82.4,280,0
"82300 Rääkkylä Keskus  (Rääkkylä)",230,477,72,405,677,73.9,676,1
"82310 Oravisalo-Varpasalo  (Rääkkylä)",341,206,23,183,182,97.5,182,0
"82335 Rasivaara  (Rääkkylä)",309,456,29,427,439,87.3,421,18
"82350 Tikkala  (Tohmajärvi)",156,205,28,177,174,104.7,174,0
"82360 Onkamo  (Tohmajärvi)",287,286,69,217,224,90.4,224,0
"82380 Tolosenmäki  (Kitee)",286,321,69,252,249,103.1,249,0
"82395 Haarajärvi  (Kitee)",18,96,11,85,84,91.7,84,0
"82430 Puhos-Leinovaara  (Kitee)",644,611,142,469,549,89.4,456,93
"82460 Hummovaara  (Kitee)",52,72,14,58,60,92.7,60,0
"82490 Heinoniemi  (Kitee)",119,88,11,77,79,90.1,79,0
"82500 Kitee Keskus  (Kitee)",353,2049,279,1770,3630,77.8,2244,1386
"82510 Kiteenlahti  (Kitee)",70,159,10,149,135,109.5,135,0
"82580 Juurikka  (Kitee)",205,241,17,224,206,103.0,206,0
"82590 Närsäkkälä  (Kitee)",189,114,12,102,96,90.6,96,0
"82600 Tohmajärvi Keskus  (Tohmajärvi)",275,1366,200,1166,1718,82.2,1543,175
"82655 Värtsilä Keskus  (Tohmajärvi)",87,177,19,158,217,86.3,207,10
"82660 Uusi-Värtsilä  (Tohmajärvi)",44,151,23,128,166,77.9,121,45
"82670 Kaurila  (Tohmajärvi)",44,75,4,71,73,84.5,73,0
"82675 Niirala-Jänisjoki  (Tohmajärvi)",11,77,24,53,73,83.9,72,1
"82685 Littilä  (Tohmajärvi)",65,113,10,103,99,103.1,99,0
"82710 Kovero  (Joensuu)",96,291,42,249,266,86.5,266,0
"82730 Tuupovaara Keskus-Pirttiaho  (Joensuu)",136,348,68,280,481,75.7,460,21
"82750 Öllölä  (Joensuu)",137,87,9,78,89,77.9,89,0
"82760 Hoilola  (Joensuu)",94,82,15,67,67,82.7,67,0
"82770 Kaustajärvi  (Tohmajärvi)",55,28,3,25,25,69.4,25,0
"82815 Marjovaara  (Joensuu)",101,110,9,101,94,88.5,94,0
"82820 Maukkula  (Ilomantsi)",83,181,22,159,162,91.8,162,0
"82830 Haukivaara  (Ilomantsi)",32,76,12,64,59,79.0,59,0
"82840 Pirttiaho  (Joensuu)",56,23,0,23,23,95.5,23,0
"82850 Kinnasniemi  (Joensuu)",67,61,2,59,57,78.6,57,0
"82865 Kokinvaara-Mannervaara  (Joensuu)",60,31,2,29,31,87.0,31,0
"82870 Luutalahti  (Joensuu)",67,31,5,26,24,69.5,22,2
"82880 Mannervaara  (Joensuu)",23,29,5,24,21,61.1,21,0
"82900 Ilomantsi Keskus  (Ilomantsi)",619,1735,361,1374,2441,74.7,1979,462
"82915 Sonkaja  (Ilomantsi)",54,147,16,131,127,94.7,127,0
"82960 Lehtovaara-Kuikkalampi  (Ilomantsi)",113,112,21,91,86,81.0,86,0
"82967 Hattu  (Ilomantsi)",52,93,25,68,78,78.3,78,0
"82980 Möhkö  (Ilomantsi)",109,100,38,62,55,70.9,55,0
"83100 Liperi Keskus  (Liperi)",775,1132,160,972,1428,82.9,1274,154
"83130 Salokylä  (Liperi)",33,175,16,159,166,103.8,166,0
"83140 Puromäki  (Liperi)",28,65,4,61,56,93.2,56,0
"83150 Roukalahti  (Liperi)",123,136,13,123,120,97.5,120,0
"83160 Tutjunniemi  (Liperi)",326,105,21,84,78,92.8,78,0
"83320 Risti-Juojärvi  (Liperi)",6,47,9,38,38,95.2,38,0
"83330 Kaatamo  (Liperi)",178,169,16,153,144,87.5,144,0
"83340 Kaarnalampi  (Liperi)",12,61,5,56,53,89.8,53,0
"83400 Viinijärvi  (Liperi)",225,784,78,706,849,79.6,806,43
"83430 Käsämä  (Liperi)",327,320,56,264,257,112.3,257,0
"83450 Vaivio  (Liperi)",224,178,23,155,151,110.3,151,0
"83460 Harinjärvi  (Liperi)",165,165,30,135,128,116.4,128,0
"83480 Ahonkylä  (Liperi)",55,141,11,130,119,81.9,119,0
"83500 Outokumpu Keskus  (Outokumpu)",594,2344,382,1962,3651,78.5,2638,1013
"83550 Kokonvaara  (Outokumpu)",60,99,7,92,90,98.3,90,0
"83630 Kuusjärvi  (Outokumpu)",125,266,31,235,239,86.6,234,5
"83660 Varislahti  (Outokumpu)",263,191,23,168,164,99.6,164,0
"83700 Polvijärvi Keskus  (Polvijärvi)",294,1283,192,1091,1585,76.2,1488,97
"83720 Kuorevaara  (Polvijärvi)",129,197,59,138,153,97.6,153,0
"83750 Sotkuma  (Polvijärvi)",358,279,48,231,231,104.9,231,0
"83760 Sola  (Polvijärvi)",35,46,7,39,41,83.5,41,0
"83780 Horsmanaho  (Polvijärvi)",39,137,19,118,123,87.0,120,3
"83825 Kinahmo  (Polvijärvi)",298,211,30,181,181,84.3,181,0
"83830 Hukkala  (Polvijärvi)",48,100,14,86,84,82.7,84,0
"83835 Ruvaslahti  (Polvijärvi)",147,162,31,131,128,100.4,128,0
"83840 Saarivaara  (Polvijärvi)",16,44,4,40,38,85.7,38,0
"83855 Martonvaara-Sammakkovaara  (Polvijärvi)",94,124,18,106,99,85.0,99,0
"83870 Polvela-Timovaara  (Juuka)",151,170,15,155,143,77.4,138,5
"83880 Kajoo  (Juuka)",128,144,13,131,117,89.4,117,0
"83900 Juuka Keskus  (Juuka)",688,1799,258,1541,2264,78.3,1993,271
"83910 Paalasmaa  (Juuka)",199,84,13,71,62,86.0,62,0
"83915 Vihtasuo  (Juuka)",0,3,0,3,..,..,..,..
"83940 Nunnanlahti  (Juuka)",343,290,53,237,218,94.0,218,0
"83950 Ahmovaara  (Juuka)",329,386,39,347,324,86.1,324,0
"83960 Koli  (Lieksa)",427,339,150,189,180,84.1,180,0
"83985 Tuopanjoki  (Juuka)",2,1,0,1,..,..,..,..
"84100 Ylivieska Keskus  (Ylivieska)",123,3923,477,3446,6432,85.4,4454,1978
"84460 Tuomiperä  (Ylivieska)",51,121,8,113,110,98.0,110,0
"84540 Vähäkangas  (Ylivieska)",29,240,20,220,229,108.1,229,0
"84650 Kantokylä  (Ylivieska)",17,132,9,123,116,91.1,116,0
"84770 Isokoski  (Ylivieska)",4,66,13,53,52,94.8,52,0
"84880 Raudaskylä  (Ylivieska)",40,328,37,291,297,102.5,297,0
"85100 Kalajoki Keskus  (Kalajoki)",1100,3073,590,2483,3344,95.2,3061,283
"85120 Metsä  (Kalajoki)",11,129,13,116,108,111.8,108,0
"85140 Tynkä  (Kalajoki)",37,388,40,348,346,107.1,346,0
"85150 Typpö  (Kalajoki)",45,146,11,135,136,109.0,136,0
"85160 Rautio  (Kalajoki)",46,309,39,270,282,100.9,282,0
"85180 Rahja  (Kalajoki)",181,252,53,199,198,109.3,198,0
"85200 Alavieska Keskus  (Alavieska)",66,889,114,775,1032,93.9,1009,23
"85210 Kähtävä  (Alavieska)",18,124,6,118,109,111.5,109,0
"85230 Talus  (Alavieska)",14,146,14,132,128,101.7,128,0
"85310 Sievi Asemanseutu  (Sievi)",38,226,41,185,234,94.2,234,0
"85320 Markkula  (Sievi)",16,164,24,140,146,93.6,146,0
"85340 Jyrinki  (Sievi)",24,273,50,223,215,121.5,215,0
"85410 Sievi Keskus  (Sievi)",37,723,164,559,973,86.4,903,70
"85430 Koivisto  (Sievi)",33,290,36,254,253,110.5,253,0
"85450 Joenkylä  (Sievi)",23,103,11,92,92,116.1,92,0
"85470 Kiiskilampi  (Sievi)",82,289,58,231,218,104.2,218,0
"85500 Nivala Keskus  (Nivala)",68,2515,280,2235,3479,90.9,3085,394
"85540 Mönkö  (Nivala)",25,234,13,221,222,111.1,222,0
"85560 Ainastalo  (Nivala)",29,239,24,215,217,100.6,217,0
"85580 Karvoskylä  (Nivala)",35,384,29,355,361,95.8,361,0
"85620 Sarja  (Nivala)",22,145,8,137,130,105.8,130,0
"85630 Sarjanahde  (Nivala)",5,192,5,187,186,114.6,186,0
"85640 Maliskylä  (Nivala)",14,262,14,248,252,103.4,252,0
"85660 Ruuskankylä  (Nivala)",3,80,5,75,74,99.8,74,0
"85710 Parkkila  (Haapajärvi)",24,203,14,189,185,102.7,185,0
"85730 Tulppo  (Haapajärvi)",17,77,6,71,73,101.6,73,0
"85800 Haapajärvi Keskus  (Haapajärvi)",97,2036,275,1761,2881,85.8,2291,590
"85820 Oksava  (Haapajärvi)",37,449,27,422,415,102.5,415,0
"85840 Kuona  (Haapajärvi)",24,127,11,116,119,102.0,119,0
"85900 Reisjärvi Keskus  (Reisjärvi)",158,779,102,677,1014,91.8,1008,6
"85930 Kangaskylä-Tolpankangas  (Reisjärvi)",165,107,7,100,100,97.6,100,0
"85940 Räisälänmäki  (Reisjärvi)",67,119,8,111,107,106.1,107,0
"85980 Köyhänperä  (Reisjärvi)",24,176,7,169,166,104.3,166,0
"86100 Pyhäjoki Keskus  (Pyhäjoki)",334,877,109,768,999,90.3,987,12
"86110 Parhalahti  (Pyhäjoki)",73,186,15,171,170,99.4,170,0
"86160 Pirttikoski  (Pyhäjoki)",36,183,15,168,161,111.0,161,0
"86170 Yppäri  (Pyhäjoki)",269,260,26,234,240,108.3,240,0
"86210 Petäjäskoski  (Oulainen)",17,86,9,77,72,115.2,72,0
"86220 Merijärvi Keskus  (Merijärvi)",57,327,40,287,342,91.7,342,0
"86230 Ylipää  (Merijärvi)",39,115,15,100,94,94.2,94,0
"86240 Pyhänkoski  (Merijärvi)",59,131,27,104,100,99.1,100,0
"86300 Oulainen Keskus  (Oulainen)",239,2461,316,2145,3565,86.7,2938,627
"86350 Kilpua  (Oulainen)",25,84,7,77,72,87.9,72,0
"86360 Ilveskorpi  (Raahe)",10,133,11,122,121,99.9,121,0
"86400 Vihanti Keskus  (Raahe)",107,858,169,689,942,87.4,915,27
"86440 Lampinsaari  (Raahe)",0,120,17,103,157,100.1,127,30
"86460 Alpua  (Raahe)",19,255,43,212,200,97.5,200,0
"86470 Lumimetsä  (Raahe)",9,109,11,98,93,106.1,93,0
"86480 Karhukangas  (Haapavesi)",2,39,7,32,32,103.7,32,0
"86510 Matkaniva  (Oulainen)",44,167,19,148,139,107.2,139,0
"86530 Annonen  (Oulainen)",30,108,7,101,94,97.6,94,0
"86550 Mieluskylä  (Haapavesi)",33,191,32,159,161,105.5,155,6
"86600 Haapavesi Keskus  (Haapavesi)",306,2435,563,1872,2716,88.9,2471,245
"86650 Kytökylä-Joutenniva  (Haapavesi)",33,292,63,229,226,98.3,223,3
"86680 Vatjusjärvi  (Haapavesi)",114,267,44,223,222,101.1,222,0
"86690 Karsikas  (Haapavesi)",19,137,16,121,113,97.6,113,0
"86710 Kärsämäki Keskus  (Kärsämäki)",106,1279,178,1101,1379,88.1,1370,9
"86790 Venetpalo  (Kärsämäki)",7,7,1,6,..,..,..,..
"86800 Pyhäsalmi  (Pyhäjärvi)",717,1954,268,1686,2543,80.1,2033,510
"86810 Pellikkaperä  (Pyhäjärvi)",30,86,10,76,73,104.3,73,0
"86850 Hiidenniemi  (Pyhäjärvi)",218,156,32,124,124,93.9,124,0
"86870 Vesikoski  (Pyhäjärvi)",33,180,23,157,153,91.6,153,0
"86900 Pyhäkumpu  (Pyhäjärvi)",5,241,31,210,317,83.8,280,37
"86980 Väliaho  (Pyhäjärvi)",42,54,13,41,39,86.3,39,0
"87100 Kajaani Keskus  (Kajaani)",24,769,312,457,4391,55.4,400,3991
"87150 Purola  (Kajaani)",0,784,72,712,1055,87.0,891,164
"87200 Teppana  (Kajaani)",1,741,63,678,2254,77.4,908,1346
"87250 Kättö-Kätönlahti  (Kajaani)",66,1376,160,1216,2008,90.3,1755,253
"87300 Palokangas  (Kajaani)",0,83,16,67,789,59.1,52,737
"87400 Petäisenniska  (Kajaani)",2,451,107,344,922,81.7,601,321
"87500 Lehtikangas  (Kajaani)",56,1262,126,1136,2963,82.7,1460,1503
"87700 Lohtaja-Kettu  (Kajaani)",0,958,92,866,2139,74.3,1345,794
"87800 Vuoreslahti  (Kajaani)",484,539,80,459,438,108.4,438,0
"87830 Nakertaja  (Kajaani)",19,570,35,535,671,90.9,599,72
"87850 Paltaniemi  (Kajaani)",64,223,31,192,193,116.4,193,0
"87900 Karankalahti  (Kajaani)",253,363,63,300,251,102.1,251,0
"87910 Linnantaus  (Kajaani)",5,222,28,194,204,106.1,199,5
"87930 Salmijärvi  (Kajaani)",101,134,19,115,142,91.5,106,36
"87950 Kuluntalahti  (Kajaani)",150,391,44,347,339,115.0,339,0
"87970 Jormua  (Kajaani)",122,240,29,211,202,113.6,202,0
"88120 Tuhkakylä  (Sotkamo)",123,143,68,75,69,91.4,69,0
"88200 Otanmäki-Kytökoski  (Kajaani)",110,355,69,286,705,72.2,341,364
"88270 Vuolijoki Keskus  (Kajaani)",309,486,70,416,518,88.1,507,11
"88300 Paltamo Keskus  (Paltamo)",777,1209,199,1010,1427,80.7,1375,52
"88310 Melalahti  (Paltamo)",119,187,20,167,136,91.2,136,0
"88340 Manamansalo  (Vaala)",385,135,52,83,78,86.0,78,0
"88350 Kivesjärvi  (Paltamo)",184,96,12,84,75,84.8,75,0
"88380 Mieslahti  (Paltamo)",68,156,20,136,125,93.9,125,0
"88400 Ristijärvi Keskus-Hiisijärvi  (Ristijärvi)",536,826,141,685,804,86.8,762,42
"88440 Jokikylä  (Ristijärvi)",23,56,6,50,50,91.2,50,0
"88460 Hiisijärvi  (Ristijärvi)",57,33,3,30,33,94.1,33,0
"88470 Kontiomäki  (Paltamo)",83,252,37,215,314,79.2,260,54
"88490 Pohjavaara  (Sotkamo)",98,130,11,119,117,114.4,117,0
"88530 Paakki  (Sotkamo)",22,67,3,64,63,102.5,63,0
"88600 Sotkamo Keskus  (Sotkamo)",885,2489,251,2238,3620,85.2,2642,978
"88610 Vuokatti  (Sotkamo)",270,1398,505,893,1371,88.9,1214,157
"88615 Vuokatin Urheiluopisto  (Sotkamo)",0,14,12,2,..,..,..,..
"88620 Korholanmäki  (Sotkamo)",218,307,50,257,244,110.8,244,0
"88640 Ontojoki  (Sotkamo)",21,63,4,59,56,93.4,56,0
"88670 Juurikkalahti-Maanselkä  (Sotkamo)",90,102,6,96,92,106.3,92,0
"88690 Maanselkä  (Sotkamo)",28,54,10,44,40,86.6,40,0
"88730 Ylä-Vieksi  (Kuhmo)",118,112,11,101,97,92.4,97,0
"88740 Härmänkylä-Iivantiira  (Kuhmo)",39,66,11,55,55,90.8,55,0
"88760 Iivantiira  (Kuhmo)",128,107,13,94,95,98.4,95,0
"88820 Katerma  (Kuhmo)",4,5,1,4,..,..,..,..
"88900 Kuhmo Keskus  (Kuhmo)",1842,3495,503,2992,4702,83.7,3578,1124
"88930 Lentiira-Kuumu  (Kuhmo)",281,273,52,221,224,98.2,223,1
"88940 Kuumu  (Kuhmo)",62,28,6,22,18,96.3,18,0
"89110 Törmänmäki  (Puolanka)",159,59,1,58,48,88.1,48,0
"89140 Kotila-Törmänmäki  (Puolanka)",85,119,60,59,57,110.1,57,0
"89200 Puolanka Keskus  (Puolanka)",909,1243,200,1043,1502,78.8,1362,140
"89210 Puokiovaara  (Puolanka)",187,58,5,53,45,94.5,45,0
"89320 Joukokylä  (Puolanka)",50,105,6,99,95,88.4,95,0
"89330 Suolijärvi  (Puolanka)",96,62,12,50,41,102.4,41,0
"89400 Hyrynsalmi Keskus  (Hyrynsalmi)",539,1222,199,1023,1379,83.9,1237,142
"89430 Hoikka  (Hyrynsalmi)",25,29,1,28,26,94.5,26,0
"89440 Sakara  (Suomussalmi)",25,51,3,48,44,106.6,44,0
"89540 Moisiovaara  (Hyrynsalmi)",98,157,11,146,140,102.9,140,0
"89560 Karhuvaara  (Hyrynsalmi)",32,64,4,60,53,96.4,53,0
"89600 Ämmänsaari  (Suomussalmi)",589,1997,263,1734,2920,82.4,2176,744
"89610 Jumaliskylä  (Suomussalmi)",57,32,2,30,30,94.4,30,0
"89640 Pesiökylä  (Suomussalmi)",75,67,8,59,63,85.1,63,0
"89660 Takalo  (Suomussalmi)",56,91,10,81,75,95.1,75,0
"89670 Näljänkä  (Suomussalmi)",69,175,11,164,150,85.1,150,0
"89680 Vaaranniva  (Suomussalmi)",76,79,6,73,70,88.6,70,0
"89730 Ahjola  (Suomussalmi)",9,28,3,25,19,81.9,19,0
"89740 Kianta  (Suomussalmi)",84,56,8,48,42,97.4,42,0
"89760 Piispajärvi-Peranka-Kaikkoinen  (Suomussalmi)",89,85,13,72,69,83.3,69,0
"89770 Peranka  (Suomussalmi)",49,52,18,34,27,92.6,27,0
"89780 Kaikkonen  (Suomussalmi)",112,48,6,42,42,100.8,42,0
"89800 Suomussalmi Keskus  (Suomussalmi)",531,722,54,668,803,91.3,793,10
"89830 Ala-Vuokki  (Suomussalmi)",45,40,5,35,38,88.1,38,0
"89840 Ylä-Vuokki  (Suomussalmi)",105,94,14,80,73,91.0,73,0
"89920 Ruhtinansalmi  (Suomussalmi)",304,352,75,277,290,93.9,290,0
"90100 Oulu Keskus  (Oulu)",0,505,197,308,6290,56.9,165,6125
"90120 Heinäpää  (Oulu)",0,307,102,205,5020,52.4,68,4952
"90130 Raksila  (Oulu)",0,264,85,179,4045,56.9,101,3944
"90140 Karjasilta  (Oulu)",1,631,61,570,1910,62.7,526,1384
"90150 Höyhtyä  (Oulu)",0,794,60,734,3205,70.0,1203,2002
"90220 Kontinkangas  (Oulu)",0,52,38,14,602,50.8,3,599
"90230 Värttö-Maikkula  (Oulu)",1,1382,85,1297,4080,78.5,1940,2140
"90240 Iinatti  (Oulu)",15,1456,117,1339,3154,85.3,1951,1203
"90250 Kaukovainio  (Oulu)",0,316,53,263,4269,60.4,369,3900
"90310 Madekoski  (Oulu)",178,911,82,829,1081,111.7,1009,72
"90400 Äimärautio  (Oulu)",0,194,183,11,520,53.1,0,520
"90410 Kaakkuri  (Oulu)",10,1162,120,1042,1853,96.1,1547,306
"90420 Metsokangas  (Oulu)",155,1588,115,1473,3895,90.3,2097,1798
"90440 Kempele Keskus  (Kempele)",13,2369,323,2046,4146,88.6,3040,1106
"90450 Honkanen  (Kempele)",14,1948,96,1852,2649,105.4,2468,181
"90460 Oulunsalo Keskus  (Oulu)",216,2290,251,2039,3289,100.7,2972,317
"90470 Varjakka  (Oulu)",166,504,44,460,439,113.5,439,0
"90480 Hailuoto  (Hailuoto)",544,696,152,544,552,92.8,552,0
"90500 Tuira  (Oulu)",0,294,69,225,5776,55.0,91,5685
"90510 Hietasaari  (Oulu)",47,231,94,137,995,65.8,181,814
"90520 Taskila-Toppila  (Oulu)",1,647,128,519,2872,64.6,585,2287
"90530 Välivainio  (Oulu)",0,634,95,539,3497,59.7,613,2884
"90540 Kuivasjärvi  (Oulu)",5,2272,103,2169,3669,106.7,3320,349
"90550 Pyykkösjärvi-Puolivälikangas  (Oulu)",0,508,27,481,2518,74.2,900,1618
"90560 Koskela-Oulu  (Oulu)",1,455,23,432,1731,73.5,685,1046
