"Postal code area","Households, total, 2017 (TE)","Average size of households, 2017 (TE)","Occupancy rate, 2017 (TE)","Young single persons, 2017 (TE)","Young couples without children, 2017 (TE)","Households with children, 2017 (TE)","Households with small children, 2017 (TE)","Households with children under school age, 2017 (TE)","Households with school-age children, 2017 (TE)","Households with teenagers, 2017 (TE)","Adult households, 2017 (TE)","Pensioner households, 2017 (TE)","Households living in owner-occupied dwellings, 2017 (TE)","Households living in rented dwellings, 2017 (TE)","Households living in other dwellings, 2017 (TE)"
"04410 Järvenpää Keskus   (Järvenpää )",5686,1.9,36.7,725,336,1219,328,612,503,469,2991,1493,3080,2494,112
"04420 Kyrölä   (Järvenpää )",1707,2.3,37.6,99,101,513,122,256,237,179,813,391,1436,220,51
"04430 Kinnari-Mikonkorpi   (Järvenpää )",3900,2.3,39.3,213,168,1178,288,572,533,443,1797,942,2960,888,52
"04440 Jamppa   (Järvenpää )",2371,1.9,37.9,319,75,513,147,270,231,165,1262,603,1064,1270,37
"04460 Nummenkylä   (Tuusula )",802,2.5,38.3,57,49,302,70,141,144,106,386,116,566,231,5
"04480 Haarajoki   (Mäntsälä )",821,3.0,40.1,19,22,374,75,162,210,186,286,167,736,69,16
"04500 Kellokoski   (Tuusula )",2386,2.5,40.1,83,44,840,186,367,444,362,980,583,1873,473,40
"04530 Ohkola   (Mäntsälä )",344,2.7,44.9,9,6,116,33,54,67,42,138,92,336,3,5
"04600 Mäntsälä Keskus   (Mäntsälä )",4495,2.1,40.7,232,138,1060,265,490,499,449,1899,1549,3037,1359,99
"04620 Kaunismäki   (Mäntsälä )",737,2.8,38.7,39,29,333,81,165,180,135,307,99,595,130,12
"04630 Sääksjärvi   (Mäntsälä )",342,2.5,45.7,11,5,99,22,46,44,45,146,100,331,2,9
"04660 Numminen   (Mäntsälä )",642,2.6,46.2,10,14,199,35,92,108,95,268,181,604,25,13
"04680 Hirvihaara   (Mäntsälä )",255,2.6,45.3,0,6,77,23,41,45,27,104,75,245,6,4
"04740 Sälinkää   (Mäntsälä )",478,2.5,46.1,5,10,137,21,62,76,63,171,174,455,16,7
"04770 Sahakylä   (Mäntsälä )",88,2.3,47.0,2,3,22,3,8,12,10,40,27,82,2,4
"04820 Kaukalampi   (Mäntsälä )",119,2.6,46.4,0,3,42,9,20,26,19,50,28,117,0,2
"04840 Hautjärvi   (Mäntsälä )",110,2.1,47.5,1,3,20,4,7,6,7,58,34,92,14,4
"04920 Saarentaus   (Mäntsälä )",147,2.3,46.4,6,4,37,9,17,14,18,72,40,127,17,3
"04940 Levanto   (Mäntsälä )",119,2.5,45.6,2,2,34,10,17,19,15,43,44,108,7,4
"05100 Röykkä   (Nurmijärvi )",898,2.5,42.6,15,18,305,53,140,153,132,380,217,787,100,11
"05200 Rajamäki   (Nurmijärvi )",2818,2.4,38.9,127,64,916,220,434,490,397,1158,763,2154,609,55
"05250 Kiljava   (Nurmijärvi )",77,2.2,45.8,2,1,19,4,8,7,8,33,25,57,20,0
"05400 Jokela   (Tuusula )",2762,2.4,39.2,131,86,859,179,381,423,395,1164,749,2106,621,35
"05430 Nuppulinna   (Tuusula )",408,2.5,45.0,2,5,125,34,68,60,43,164,123,389,9,10
"05440 Hyvinkää   (Hyvinkää )",236,2.8,41.7,10,18,116,52,88,54,19,92,28,179,56,1
"05450 Nukari   (Nurmijärvi )",405,2.6,46.3,9,10,132,29,55,67,61,162,115,383,12,10
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1566,2.1,39.9,129,62,379,101,193,182,122,767,425,1093,463,10
"05470 Palopuro   (Hyvinkää )",135,2.4,42.1,2,2,35,5,14,17,16,55,46,129,3,3
"05510 Päivärinta   (Hyvinkää )",217,1.9,43.9,16,6,41,6,12,20,19,123,54,133,78,6
"05620 Noppo   (Hyvinkää )",495,2.6,41.6,7,21,165,31,75,83,74,216,117,460,25,10
"05720 Kytäjä   (Hyvinkää )",217,2.6,51.5,6,5,68,15,39,43,19,96,56,189,18,10
"05800 Hyvinkää Keskus   (Hyvinkää )",5731,1.7,39.4,845,255,728,177,335,310,279,2864,2154,3288,2325,118
"05810 Martti   (Hyvinkää )",2280,2.5,37.9,218,118,934,194,399,479,398,1011,345,1304,968,8
"05820 Mustamännistö   (Hyvinkää )",2275,2.3,38.4,169,73,661,151,303,309,283,1020,610,1606,619,50
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3563,2.0,39.9,391,151,725,148,305,337,311,1733,1115,2569,950,44
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",1717,2.2,39.0,129,62,464,106,207,212,192,833,426,1226,468,23
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"05860 Talvisilta   (Hyvinkää )",666,2.1,39.2,61,30,144,34,75,65,57,316,209,455,209,2
"05880 Paavola-Vaivero   (Hyvinkää )",1811,1.8,38.3,179,56,341,90,161,158,125,873,599,901,886,24
"05900 Vieremä   (Hyvinkää )",2150,1.8,40.5,219,84,317,75,150,148,102,1013,831,1296,821,33
"05950 Ridasjärvi   (Hyvinkää )",163,2.2,45.8,2,2,43,5,13,16,22,74,49,133,21,9
"06100 Porvoo Keskus   (Porvoo )",9441,1.9,40.2,940,372,1916,389,807,898,843,4301,3272,5660,3549,232
"06150 Kevätkumpu   (Porvoo )",2863,2.0,40.1,259,97,637,182,333,285,226,1337,897,1647,1167,49
"06200 Porvoo itäinen   (Porvoo )",1070,2.4,48.4,30,24,298,70,135,142,129,428,357,993,53,24
"06400 Gammelbacka   (Porvoo )",3476,2.1,38.1,342,148,951,242,456,440,353,1673,865,1855,1570,51
"06450 Eestinmäki-Ernestas   (Porvoo )",945,2.2,40.5,78,58,248,70,134,90,90,458,240,699,230,16
"06500 Saksala-Suomenkylä   (Porvoo )",862,2.5,47.2,15,18,234,47,106,111,96,369,269,813,24,25
"06530 Kerkkoo   (Porvoo )",319,2.5,43.8,11,13,101,19,48,54,41,141,79,305,11,3
"06650 Hamari   (Porvoo )",615,2.4,41.5,39,16,174,29,78,79,77,249,196,488,114,13
"06750 Tolkkinen   (Porvoo )",681,2.6,41.5,6,16,274,60,122,134,129,237,176,587,83,11
"06830 Kulloonkylä   (Porvoo )",421,2.6,46.2,5,10,139,25,60,69,59,160,126,396,19,6
"06850 Kulloo   (Porvoo )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",151,2.2,53.1,6,2,31,7,16,14,12,71,51,130,11,10
"06950 Emäsalo   (Porvoo )",178,2.1,53.0,1,1,38,8,15,16,14,63,79,161,8,9
"07110 Hinthaara   (Porvoo )",559,2.8,41.6,10,16,217,46,103,119,101,198,150,521,27,11
"07130 Anttila   (Porvoo )",260,2.5,46.2,1,3,70,8,33,36,37,98,95,252,4,4
"07150 Laukkoski   (Pornainen )",388,2.6,43.3,12,8,124,31,59,61,60,152,118,369,16,3
"07170 Keski-Pornainen   (Pornainen )",964,2.6,41.7,37,16,326,66,134,172,182,375,270,831,112,21
"07190 Halkia   (Pornainen )",536,2.7,45.0,10,12,175,34,78,92,84,231,135,520,11,5
"07220 Kaarenkylä   (Porvoo )",133,2.3,53.1,5,4,31,9,20,17,10,57,48,127,4,2
"07230 Monninkylä   (Askola )",656,2.4,41.7,28,15,199,49,94,103,92,251,207,555,89,12
"07280 Ilola   (Porvoo )",366,2.5,44.9,13,4,109,22,44,58,44,160,100,334,23,9
"07310 Sannainen   (Porvoo )",152,2.8,44.7,5,5,57,19,35,29,18,62,36,148,3,1
"07320 Jakari-Sannäs   (Porvoo )",185,2.4,47.6,3,3,60,14,26,33,21,66,63,178,4,3
"07350 Gäddrag   (Porvoo )",34,2.2,49.3,1,0,7,2,4,3,3,16,11,32,0,2
"07360 Tirmo   (Porvoo )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki   (Porvoo )",68,2.0,52.7,1,0,9,2,4,7,3,25,36,64,2,2
"07390 Suurpellinki   (Porvoo )",48,2.6,43.0,0,0,14,4,8,7,5,17,17,46,0,2
"07410 Kråkö   (Porvoo )",145,2.1,55.4,4,1,28,6,12,13,11,56,62,139,1,5
"07450 Voolahti   (Porvoo )",169,2.4,47.6,5,4,47,14,21,22,21,63,64,156,8,5
"07500 Askola Kirkonkylä   (Askola )",474,2.4,41.3,27,17,144,40,69,70,64,187,144,360,102,12
"07510 Vakkola   (Askola )",287,2.4,42.8,10,8,74,17,41,37,31,131,83,256,26,5
"07530 Onkimaa   (Askola )",136,2.1,46.6,5,4,28,6,8,15,16,54,57,131,1,4
"07550 Torpinkylä   (Pukkila )",122,2.4,46.4,4,3,32,10,16,16,13,49,42,112,8,2
"07560 Pukkila Keskus   (Pukkila )",619,2.1,44.5,23,9,143,32,63,67,66,266,215,488,109,22
"07565 Kantele   (Pukkila )",111,2.2,51.4,1,1,19,5,10,9,8,51,43,105,3,3
"07580 Tiilää   (Askola )",36,2.1,54.9,1,1,10,5,5,1,4,17,9,34,1,1
"07590 Huuvari-Tiilää   (Askola )",254,2.5,47.6,6,2,73,21,36,33,30,99,83,243,10,1
"07600 Myrskylä Keskus   (Myrskylä )",792,2.1,46.2,10,13,172,34,80,91,75,305,323,644,135,13
"07680 Juornaankylä   (Askola )",225,2.4,42.8,7,3,56,16,27,26,22,94,77,207,13,5
"07690 Kankkila   (Myrskylä )",64,2.0,56.1,1,5,7,0,3,2,3,31,27,56,6,2
"07700 Koskenkylän saha-alue   (Loviisa )",546,2.2,42.1,29,35,148,37,69,69,65,263,139,395,147,4
"07720 Malmgård   (Loviisa )",37,2.2,41.1,0,0,8,3,3,3,4,14,15,33,3,1
"07740 Gammelby   (Loviisa )",183,2.3,51.3,4,2,42,12,27,20,16,84,57,162,12,9
"07750 Isnäs   (Loviisa )",259,2.0,47.6,11,4,53,12,28,26,19,109,98,212,43,4
"07780 Härkäpää   (Loviisa )",91,1.8,52.8,4,1,10,2,4,7,5,37,44,80,7,4
"07800 Lapinjärvi Keskus   (Lapinjärvi )",438,2.0,44.7,21,5,90,21,46,46,35,153,199,254,170,14
"07810 Ingermaninkylä   (Lapinjärvi )",132,2.1,46.4,7,3,26,6,11,11,14,57,49,117,13,2
"07820 Porlammi   (Lapinjärvi )",248,2.0,48.9,9,2,43,10,20,18,16,97,110,205,36,7
"07830 Pukaro   (Lapinjärvi )",127,2.2,48.3,5,4,27,7,11,12,13,56,44,111,13,3
"07840 Lindkoski   (Lapinjärvi )",93,2.3,53.8,4,0,26,6,9,13,12,34,36,87,1,5
"07850 Heikinkylä   (Lapinjärvi )",131,2.3,48.8,5,1,31,7,13,21,14,47,58,119,9,3
"07870 Skinnarby   (Loviisa )",196,2.3,47.0,11,4,43,8,17,18,19,87,70,182,8,6
"07880 Liljendal Keskus   (Loviisa )",470,2.1,44.3,26,20,110,28,53,51,44,182,182,376,89,5
"07890 Mickelspiltom   (Loviisa )",88,2.2,48.0,3,2,22,6,10,7,9,31,35,77,7,4
"07900 Loviisa Keskus   (Loviisa )",2270,1.8,45.1,182,33,360,68,156,170,167,944,974,1454,748,68
"07910 Valko   (Loviisa )",559,1.9,45.6,34,6,93,16,38,44,41,237,229,424,121,14
"07920 Etelä-Harju   (Loviisa )",697,2.0,47.9,36,10,145,28,63,62,68,271,281,536,144,17
"07930 Pernaja Kirkonkylä   (Loviisa )",297,2.1,48.9,15,4,66,17,29,34,26,124,108,224,67,6
"07940 Määrlahti   (Loviisa )",556,1.7,45.7,61,10,76,23,41,28,29,296,187,246,299,11
"07945 Kuggom   (Loviisa )",214,2.2,50.5,12,5,43,7,18,22,23,95,80,196,16,2
"07955 Tesjoki   (Loviisa )",533,2.2,46.9,19,8,128,32,66,63,39,210,198,424,96,13
"07960 Ahvenkoski   (Loviisa )",61,1.9,50.3,2,3,9,1,4,2,5,28,24,59,2,0
"07970 Ruotsinpyhtää Keskus   (Loviisa )",294,1.9,46.3,12,4,42,7,13,21,25,129,124,198,89,7
"07980 Kuninkaankylä   (Loviisa )",153,1.8,51.7,8,3,22,3,12,10,6,64,67,129,22,2
"07990 Ruotsinkylä-Koskisto   (Loviisa )",130,2.3,50.5,3,0,30,4,9,13,13,43,59,118,8,4
"08100 Lohja Keskus   (Lohja )",4459,1.7,41.9,466,136,625,115,253,262,288,1938,1909,2707,1661,91
"08150 Keskilohja   (Lohja )",2252,2.4,40.3,114,57,707,153,316,357,278,956,601,1689,530,33
"08200 Ojamo   (Lohja )",1999,1.9,37.4,168,52,435,109,211,197,156,893,671,982,984,33
"08350 Routio   (Lohja )",1253,1.9,43.5,146,28,242,64,113,101,104,633,379,786,453,14
"08360 Kisakallio   (Lohja )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",117,2.2,51.8,5,2,24,8,12,12,11,46,47,94,22,1
"08480 Karstu   (Lohja )",108,2.4,50.6,1,2,30,6,12,14,15,41,38,104,2,2
"08500 Ventelä-Millola   (Lohja )",2788,2.3,42.0,148,75,772,172,361,413,311,1262,765,2207,533,48
"08680 Muijala   (Lohja )",703,2.6,43.0,43,15,268,53,98,125,127,306,131,590,102,11
"08700 Virkkala   (Lohja )",3423,2.2,41.8,220,73,835,135,339,444,399,1452,1148,2490,869,64
"08800 Kirkniemi   (Lohja )",659,2.4,45.5,25,12,195,37,83,90,95,296,172,572,69,18
"09120 Karjalohja   (Lohja )",574,2.1,47.6,21,4,126,30,56,70,57,220,234,449,109,16
"09220 Sammatti   (Lohja )",714,2.3,45.0,11,17,202,52,100,105,83,279,239,592,102,20
"09430 Saukkola   (Lohja )",756,2.2,46.7,41,16,185,35,80,95,72,334,241,621,112,23
"09520 Millola   (Lohja )",57,1.9,58.0,0,0,7,2,3,1,5,26,24,54,1,2
"09630 Koisjärvi   (Lohja )",198,2.4,46.3,8,4,55,8,26,29,22,77,68,182,9,7
"09810 Nummi-Oinola   (Lohja )",475,2.1,44.5,20,5,98,30,53,43,36,198,181,388,78,9
"09930 Leppäkorpi   (Lohja )",143,2.1,50.0,3,0,31,6,13,12,14,47,65,132,7,4
"10120 Tähtelä   (Inkoo )",264,2.3,52.1,3,7,65,9,26,42,23,100,101,251,6,7
"10140 Päivölä   (Inkoo )",125,2.4,50.3,2,1,36,9,19,12,15,55,35,121,1,3
"10160 Degerby   (Inkoo )",351,2.5,51.5,9,8,106,19,42,65,48,141,107,332,6,13
"10210 Inkoo Keskus   (Inkoo )",1294,2.1,47.5,60,27,293,52,120,149,146,481,524,998,273,23
"10230 Inkoo Asemanseutu   (Inkoo )",151,2.5,47.8,1,2,47,11,19,22,22,57,48,137,11,3
"10250 Fagervik   (Inkoo )",67,1.9,53.8,1,2,10,3,4,5,4,28,30,56,6,5
"10270 Barösund   (Inkoo )",64,2.1,52.0,2,2,13,3,8,5,4,25,27,56,4,4
"10300 Karjaa Keskus   (Raasepori )",3614,2.0,44.1,291,113,731,146,306,352,316,1580,1322,2507,1009,98
"10320 Bäljars   (Raasepori )",642,2.1,41.0,46,13,152,37,72,73,67,293,198,427,203,12
"10330 Pinjainen   (Raasepori )",281,2.2,40.9,17,14,65,12,27,30,30,131,85,196,78,7
"10350 Meltolan sairaala-alue   (Raasepori )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",587,2.2,46.9,27,10,145,36,65,79,46,267,177,496,78,13
"10380 Kaunislahti   (Raasepori )",46,2.3,43.7,0,2,13,1,4,6,7,24,9,45,1,0
"10410 Åminnefors   (Raasepori )",192,1.8,39.7,13,3,26,4,10,10,13,94,74,138,44,10
"10420 Pohjankuru   (Raasepori )",855,2.0,41.4,51,7,173,40,77,90,73,337,349,608,221,26
"10440 Bollsta   (Raasepori )",164,2.0,44.1,7,3,34,5,8,16,19,66,64,137,19,8
"10470 Fiskari   (Raasepori )",253,2.2,39.1,7,2,64,14,32,28,28,101,90,141,99,13
"10480 Antskog   (Raasepori )",52,2.3,35.9,1,0,13,1,8,10,2,21,18,44,7,1
"10520 Tenhola Kirkonkylä   (Raasepori )",769,2.2,47.5,28,20,190,49,93,92,73,274,308,642,116,11
"10570 Bromarv   (Raasepori )",239,1.9,50.9,4,5,30,5,12,13,16,84,128,185,49,5
"10600 Tammisaari Keskus   (Raasepori )",2738,1.8,47.2,317,80,378,78,155,187,157,1155,1215,1704,926,108
"10620 Tammisaari   (Raasepori )",827,2.2,45.0,54,25,224,54,107,106,77,327,281,699,123,5
"10640 Dragsvik   (Raasepori )",393,2.4,43.8,21,14,120,27,58,69,36,193,83,339,42,12
"10650 Flyet   (Raasepori )",1329,2.0,44.0,109,33,316,68,149,156,121,522,496,883,422,24
"10660 Trollböle   (Raasepori )",412,2.0,46.4,30,13,84,14,40,44,31,208,121,309,95,8
"10680 Skogby   (Raasepori )",90,2.3,39.2,1,1,24,6,13,10,6,36,31,74,15,1
"10710 Snappertuna   (Raasepori )",165,2.1,51.8,11,3,37,10,21,14,13,72,56,141,18,6
"10820 Lappohja   (Hanko )",298,1.8,47.3,12,2,37,7,12,19,20,127,136,244,47,7
"10900 Hanko Keskus   (Hanko )",2291,1.7,43.2,159,45,343,69,155,156,145,998,959,1384,843,64
"10940 Hangonkylä   (Hanko )",939,2.2,47.0,16,16,212,42,82,102,100,337,396,840,86,13
"10960 Hanko Pohjoinen   (Hanko )",867,2.0,45.1,37,14,185,29,62,90,92,323,362,701,135,31
"11100 Riihimäki Keskus   (Riihimäki )",4116,1.6,39.2,666,212,488,104,237,206,180,2181,1454,2322,1699,95
"11120 Pohjois-Riihimäki   (Riihimäki )",3320,2.1,39.9,241,101,780,194,377,356,315,1524,1023,2363,910,47
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4538,2.1,38.9,436,158,1122,248,523,561,429,2174,1252,3020,1452,66
"11310 Taka-Kasarmi   (Riihimäki )",312,2.4,37.8,22,10,101,22,50,55,38,141,72,243,66,3
"11710 Herajoki   (Riihimäki )",1381,2.2,40.7,70,49,377,70,167,202,171,625,386,953,405,23
"11910 Lasi-Kumela   (Janakkala )",1153,2.1,39.8,135,43,292,73,136,142,131,552,316,772,368,13
"12100 Oitti   (Hausjärvi )",1251,2.1,43.2,16,13,281,65,137,132,124,492,484,942,275,34
"12130 Mommila   (Hausjärvi )",151,2.1,49.1,6,0,26,3,11,13,14,66,61,142,3,6
"12170 Hietoinen   (Hausjärvi )",93,2.3,56.3,2,0,19,6,12,8,5,32,46,87,4,2
"12210 Hausjärvi kk   (Hausjärvi )",98,2.4,45.8,2,1,30,7,14,17,10,29,39,94,4,0
"12240 Hikiä   (Hausjärvi )",687,2.4,42.6,2,13,200,36,86,114,88,307,186,595,80,12
"12310 Ryttylä   (Hausjärvi )",814,2.2,40.3,23,12,210,47,102,105,89,362,247,646,157,11
"12350 Turkhauta   (Hausjärvi )",200,2.2,50.8,1,5,41,10,18,18,19,93,68,189,6,5
"12380 Leppäkoski   (Janakkala )",238,2.2,42.8,13,3,62,9,31,36,28,102,74,206,27,5
"12400 Tervakoski   (Janakkala )",2162,2.1,41.8,115,45,524,106,200,259,263,877,775,1750,372,40
"12450 Vähikkälä   (Janakkala )",113,2.4,44.4,2,2,28,7,16,15,10,45,41,110,0,3
"12520 Kormu   (Loppi )",173,2.8,40.6,2,5,59,22,37,30,26,61,56,162,9,2
"12540 Launonen   (Loppi )",615,2.6,41.2,19,5,204,53,104,102,99,247,168,555,47,13
"12600 Läyliäinen   (Loppi )",790,2.3,45.4,22,15,208,32,90,111,90,320,267,707,61,22
"12630 Sajaniemi   (Loppi )",131,2.2,49.8,3,3,27,7,17,15,8,50,55,126,2,3
"12640 Joentaka   (Loppi )",132,2.3,51.1,5,3,30,3,10,18,14,64,38,126,3,3
"12700 Loppi kk   (Loppi )",1160,1.9,45.2,56,19,216,34,66,119,109,399,549,813,328,19
"12750 Pilpala   (Loppi )",238,2.2,49.5,5,3,51,13,23,27,23,95,93,221,6,11
"12820 Räyskälä   (Loppi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"12920 Topeno   (Loppi )",163,2.2,46.0,3,1,35,5,14,16,17,68,62,157,3,3
"12950 Vojakkala-Eerolankulma   (Loppi )",89,1.8,51.2,1,1,13,2,4,7,8,38,38,82,4,3
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6810,1.6,41.0,1247,331,767,180,364,304,309,3552,2502,3719,2940,151
"13110 Kantola   (Hämeenlinna )",110,1.7,36.7,13,3,20,2,8,12,9,74,16,57,51,2
"13130 Kauriala   (Hämeenlinna )",3631,1.7,39.5,632,146,508,93,202,216,218,1899,1236,1950,1614,67
"13200 Keinusaari   (Hämeenlinna )",927,1.5,38.0,171,52,75,22,38,29,23,515,337,417,497,13
"13210 Hätilä   (Hämeenlinna )",4276,1.9,40.7,421,120,827,196,376,376,334,1940,1522,2734,1479,63
"13220 Sairio   (Hämeenlinna )",813,2.2,40.1,35,25,179,50,89,86,70,341,294,652,146,15
"13250 Katuma   (Hämeenlinna )",604,1.6,38.1,82,20,72,30,52,24,14,362,172,228,363,13
"13270 Ruununmylly   (Hämeenlinna )",632,2.7,43.0,25,24,243,63,123,127,83,247,143,573,51,8
"13300 Käikälä   (Hämeenlinna )",1092,2.6,38.7,44,45,431,105,221,206,160,428,235,988,87,17
"13330 Harviala   (Janakkala )",298,2.7,42.9,4,9,123,33,67,67,41,95,81,278,12,8
"13430 Hattelmala   (Hämeenlinna )",459,2.5,42.8,17,13,146,25,67,86,67,185,130,406,38,15
"13500 Jukola   (Hämeenlinna )",5419,2.1,40.6,431,242,1444,360,705,700,538,2528,1468,3586,1773,60
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13600 Ojoinen   (Hämeenlinna )",1894,1.9,37.8,249,80,377,103,197,163,133,936,588,1125,738,31
"13700 Parolannummi   (Hattula )",188,2.2,46.9,10,0,47,6,17,26,17,80,62,153,29,6
"13720 Parola   (Hattula )",2072,2.2,42.5,130,68,517,135,277,212,194,860,706,1594,436,42
"13800 Katinala   (Hattula )",619,2.1,44.8,43,16,143,28,53,56,73,248,231,513,100,6
"13880 Rahkoila   (Hattula )",491,2.5,44.9,13,10,172,36,71,97,78,187,132,453,36,2
"13900 Pekola   (Hattula )",336,2.6,44.1,4,5,120,30,54,63,53,105,114,316,10,10
"14140 Jokimaa   (Janakkala )",92,2.2,48.2,2,2,21,4,10,11,9,34,40,85,4,3
"14200 Turenki   (Janakkala )",4310,2.0,43.5,327,130,934,196,405,419,396,1881,1512,3167,1076,67
"14240 Väli-Janakkala   (Janakkala )",377,2.3,47.4,12,11,86,17,34,37,47,173,120,336,25,16
"14300 Renko kk   (Hämeenlinna )",1052,2.1,45.3,3,26,226,47,104,104,106,416,414,885,142,25
"14430 Vuohiniemi   (Hattula )",38,1.7,49.2,0,0,2,0,1,0,1,21,15,36,1,1
"14450 Rimmilä   (Hämeenlinna )",64,2.1,44.0,0,1,10,1,2,3,5,26,29,61,1,2
"14500 Iittala   (Hämeenlinna )",1483,2.2,44.4,66,36,350,91,170,172,131,577,570,1202,261,20
"14530 Leteensuo   (Hattula )",102,2.2,48.8,4,5,19,4,8,7,8,55,28,101,1,0
"14610 Lepaa   (Hattula )",185,2.1,47.9,27,4,38,5,17,19,15,97,51,134,43,8
"14620 Tyrväntö   (Hattula )",76,2.1,47.9,1,2,15,1,6,6,6,30,32,64,7,5
"14680 Alvettula   (Hämeenlinna )",257,2.3,49.6,10,3,50,11,20,28,23,90,119,237,11,9
"14690 Torvoila   (Hämeenlinna )",90,1.9,49.4,2,0,13,2,6,7,5,28,50,81,4,5
"14700 Hauho kk   (Hämeenlinna )",990,1.9,47.3,34,17,167,31,76,73,71,349,478,723,234,33
"14770 Eteläinen   (Hämeenlinna )",371,2.5,43.3,7,10,116,28,58,66,55,145,112,335,25,11
"14810 Pohjoinen   (Hämeenlinna )",132,2.3,47.1,2,3,32,11,13,12,15,52,49,109,21,2
"14820 Syrjäntaka   (Hämeenlinna )",382,2.1,47.3,14,6,77,16,34,37,38,167,138,315,59,8
"14840 Sairiala   (Hämeenlinna )",109,2.1,52.0,3,1,22,2,10,9,12,33,54,90,16,3
"14870 Juttila   (Hämeenlinna )",109,2.0,49.7,4,0,13,5,9,6,7,43,54,92,13,4
"14930 Sappee   (Hämeenlinna )",56,1.9,52.7,0,0,4,0,2,3,1,20,33,55,0,1
"14960 Puutikkala   (Pälkäne )",45,1.6,51.3,1,0,4,0,0,2,3,11,30,42,2,1
"14980 Kuohijoki   (Pälkäne )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3951,1.6,36.6,749,250,569,134,276,241,191,2193,1195,1433,2414,104
"15110 Keski-Lahti   (Lahti )",3377,1.5,39.6,899,170,304,65,120,126,118,2067,1012,1041,2260,76
"15140 Kartano-Paavola   (Lahti )",9991,1.5,38.2,1739,588,924,271,477,315,312,5180,3897,3979,5887,125
"15150 Möysä   (Lahti )",2662,1.6,38.5,572,122,356,74,162,154,131,1417,894,1336,1282,44
"15160 Kolava   (Lahti )",793,3.1,39.6,11,33,505,111,265,293,158,218,76,678,90,25
"15170 Tenava-Tonttila   (Lahti )",2198,1.7,38.8,313,92,369,96,176,161,130,1112,722,1338,816,44
"15200 Kiveriö   (Lahti )",2031,1.7,35.4,373,108,330,74,160,133,112,1173,537,886,1116,29
"15210 Kivistönmäki   (Lahti )",2740,1.6,35.9,471,132,343,107,171,137,119,1525,877,1323,1375,42
"15230 Kytölä   (Lahti )",1165,2.4,43.0,47,40,341,98,179,145,130,482,344,1053,95,17
"15240 Mukkula   (Lahti )",4042,1.9,41.0,481,88,805,196,370,376,337,1770,1480,2342,1645,55
"15270 Kukkila   (Hollola )",659,2.8,43.4,8,14,284,58,135,152,117,212,167,633,20,6
"15300 Myllypohja-Koiskala   (Lahti )",1813,2.2,39.7,182,76,495,112,223,246,197,887,437,1216,564,33
"15320 Ahtiala   (Lahti )",1167,2.5,41.8,55,31,433,99,205,237,166,473,273,890,269,8
"15340 Kunnas-Hiekkanummi   (Lahti )",1061,2.6,39.8,16,30,402,84,179,186,186,395,267,987,65,9
"15460 Mäkelä   (Lahti )",237,2.4,49.1,7,8,60,17,31,27,31,88,90,223,9,5
"15500 Liipola   (Lahti )",2913,1.7,36.6,379,86,518,144,282,228,170,1404,997,1029,1850,34
"15520 Saksala   (Lahti )",1382,1.6,39.2,147,57,165,49,80,65,50,664,556,971,390,21
"15540 Villähde   (Lahti )",1793,2.5,43.4,56,53,601,144,295,320,218,691,510,1684,87,22
"15550 Rakokivi   (Lahti )",1854,1.9,40.7,161,46,358,91,170,161,136,825,675,1286,543,25
"15560 Nastola kk   (Lahti )",2107,1.9,43.3,176,46,421,89,194,215,165,923,767,1234,844,29
"15580 Ruuhijärvi   (Lahti )",105,2.2,50.9,2,5,19,2,5,9,9,49,37,101,2,2
"15610 Laune-Nikkilä   (Lahti )",2318,2.3,40.0,111,79,665,134,294,313,292,934,729,1799,478,41
"15680 Renkomäki-Ämmälä   (Lahti )",1129,2.9,40.7,25,28,527,117,251,267,213,388,216,1073,48,8
"15700 Hennala-Jokimaa   (Hollola )",3447,2.0,39.6,351,164,747,193,355,294,301,1692,1017,1945,1458,44
"15800 Kärpänen   (Lahti )",1962,1.7,37.7,339,90,320,71,148,135,124,1126,523,891,1045,26
"15810 Kasakkamäki   (Lahti )",594,2.3,39.1,33,29,172,37,75,84,78,239,183,449,133,12
"15820 Okeroinen   (Hollola )",391,2.8,42.5,9,11,140,27,68,77,67,139,114,375,11,5
"15830 Metsäkangas   (Lahti )",2188,1.7,39.9,251,89,350,81,170,146,140,1066,774,1381,782,25
