"Postal code area","Inhabitants, total, 2017 (HE)","Females, 2017 (HE)","Males, 2017 (HE)","Average age of inhabitants, 2017 (HE)","0-2 years, 2017 (HE)","3-6 years, 2017 (HE)","7-12 years, 2017 (HE)","13-15 years, 2017 (HE)","16-17 years, 2017 (HE)","18-19 years, 2017 (HE)","20-24 years, 2017 (HE)","25-29 years, 2017 (HE)","30-34 years, 2017 (HE)","35-39 years, 2017 (HE)","40-44 years, 2017 (HE)","45-49 years, 2017 (HE)","50-54 years, 2017 (HE)","55-59 years, 2017 (HE)","60-64 years, 2017 (HE)","65-69 years, 2017 (HE)","70-74 years, 2017 (HE)","75-79 years, 2017 (HE)","80-84 years, 2017 (HE)","85 years or over, 2017 (HE)"
"54300 Vilkjärvi   (Lappeenranta )",618,295,323,42,18,29,47,34,20,12,10,23,35,41,41,50,48,37,38,45,38,23,13,16
"54310 Hytti   (Lappeenranta )",434,204,230,38,21,26,40,15,15,13,9,20,30,28,28,26,44,29,29,22,16,7,11,5
"54330 Simola   (Lappeenranta )",420,205,215,43,12,16,36,13,14,3,9,12,20,32,27,39,40,37,33,25,18,18,13,3
"54390 Pulsa   (Lappeenranta )",144,62,82,54,3,4,4,3,3,2,1,5,3,7,6,5,14,16,19,10,9,11,7,12
"54410 Ylämaa Keskus   (Lappeenranta )",916,453,463,52,11,29,53,22,15,20,12,22,35,38,40,53,76,77,82,116,75,52,46,42
"54430 Hujakkala   (Lappeenranta )",163,82,81,50,1,5,17,8,0,1,1,4,5,9,9,7,12,12,21,16,11,12,6,6
"54460 Ylijärvi   (Lappeenranta )",86,42,44,48,0,4,7,5,1,2,1,5,3,4,5,1,7,7,8,8,7,2,4,5
"54490 Ahomäki   (Miehikkälä )",160,77,83,56,3,1,1,3,0,2,5,5,4,4,13,8,12,13,25,30,6,13,6,6
"54500 Taavetti-Somerharju   (Luumäki )",2717,1393,1324,52,48,74,131,70,56,40,96,88,94,94,122,147,200,208,236,268,229,168,158,190
"54510 Uro   (Luumäki )",406,184,222,43,11,19,35,21,11,13,6,9,20,18,25,31,28,38,40,27,25,16,9,4
"54530 Luumäki   (Luumäki )",1193,585,608,46,29,39,85,35,31,23,34,31,55,63,73,72,96,124,108,122,65,58,27,23
"54550 Suo-Anttila   (Luumäki )",79,38,41,54,0,1,5,2,2,3,1,0,1,3,4,5,7,4,8,14,6,4,5,4
"54580 Somerharju   (Luumäki )",38,17,21,53,0,1,3,1,1,1,0,0,1,2,1,2,2,6,2,5,3,2,4,1
"54590 Kaitjärvi   (Luumäki )",125,62,63,48,3,6,8,4,2,2,0,2,11,5,6,9,5,5,14,13,15,10,4,1
"54710 Lemi Keskus   (Lemi )",1319,652,667,50,38,55,79,35,17,20,22,53,51,65,76,67,86,98,98,120,102,90,64,83
"54720 Laksiainen   (Lemi )",156,72,84,44,5,7,8,5,2,5,4,14,10,6,11,8,10,17,7,12,9,9,5,2
"54750 Välijoki   (Savitaipale )",268,129,139,49,1,10,19,4,5,7,7,11,8,10,17,16,26,29,22,24,16,9,15,12
"54770 Heituinlahti   (Savitaipale )",510,233,277,52,9,13,16,13,13,8,16,15,23,12,21,29,46,44,60,43,51,30,25,23
"54800 Savitaipale Keskus   (Savitaipale )",2525,1312,1213,52,32,78,133,75,43,46,80,82,91,94,105,130,166,192,203,242,202,190,165,176
"54820 Kotimäki   (Lemi )",254,118,136,45,6,16,14,9,6,6,8,8,13,18,8,20,18,14,24,26,16,9,9,6
"54850 Kuukanniemi   (Lemi )",1121,521,600,40,38,71,91,48,36,26,42,47,59,62,75,89,80,96,89,66,49,29,16,12
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1757,883,874,42,49,83,133,78,45,42,55,75,70,118,112,111,155,173,129,120,106,58,33,12
"54920 Taipalsaari   (Taipalsaari )",1559,757,802,45,42,59,119,74,42,35,33,46,62,78,127,99,121,102,140,116,83,71,53,57
"54930 Levänen   (Taipalsaari )",302,140,162,48,5,16,20,10,6,7,6,8,4,14,16,12,27,26,42,25,17,16,10,15
"54940 Solkei   (Taipalsaari )",116,47,69,54,2,0,6,2,3,3,0,3,2,3,3,7,12,18,10,16,9,7,6,4
"54950 Pettilä   (Savitaipale )",96,45,51,56,2,0,3,2,2,2,2,1,3,1,1,10,10,7,10,14,13,4,5,4
"54960 Vehkataipale   (Taipalsaari )",598,295,303,44,18,29,55,20,8,8,12,15,30,50,41,39,36,50,44,49,43,28,13,10
"55100 Imatra Keskus   (Imatra )",9933,5120,4813,47,191,322,532,273,196,201,525,495,461,537,543,574,686,766,771,859,731,522,413,335
"55120 Mansikkala-Tuulikallio   (Imatra )",3175,1732,1443,48,65,79,170,83,54,82,201,147,162,139,155,198,203,226,228,261,233,179,151,159
"55300 Rauha-Tiuruniemi   (Lappeenranta )",966,490,476,46,17,39,70,23,21,19,31,40,43,65,53,70,65,71,72,78,65,63,40,21
"55320 Rauha   (Lappeenranta )",584,281,303,41,11,21,55,19,10,15,29,24,36,34,59,28,43,43,57,47,31,10,10,2
"55330 Tiuruniemi   (Lappeenranta )",58,24,34,47,1,1,2,1,2,1,4,1,0,3,4,4,13,5,4,6,2,2,2,0
"55400 Tainionkoski-Mustalampi   (Imatra )",1330,661,669,45,23,48,95,49,36,19,47,40,47,91,95,84,115,129,113,94,80,64,31,30
"55420 Karhumäki-Karhukallio   (Imatra )",2081,1011,1070,46,66,99,118,54,38,36,66,73,129,136,110,133,138,157,153,207,175,90,60,43
"55510 Sotkulampi-Linnasuo   (Imatra )",1335,710,625,48,35,42,49,27,25,19,79,75,90,68,49,67,89,87,99,132,89,85,66,63
"55610 Rajapatsas-Teppanala   (Imatra )",2820,1437,1383,46,62,98,167,84,66,54,127,154,130,173,163,166,223,205,196,220,203,146,96,87
"55700 Vintteri-Virasoja   (Imatra )",1400,672,728,43,38,52,94,41,30,31,49,65,87,94,106,96,106,127,93,106,75,54,36,20
"55800 Vuoksenniska-Saarlampi   (Imatra )",4125,2109,2016,51,93,122,195,104,55,69,148,185,170,160,197,250,274,356,333,353,323,275,227,236
"55910 Rautio-Kurkvuori   (Imatra )",1584,779,805,47,31,61,93,42,19,29,63,74,61,77,90,100,140,123,151,122,134,95,54,25
"56100 Ruokolahti Keskus   (Ruokolahti )",2079,1124,955,53,27,64,125,57,35,29,54,59,55,87,114,107,134,127,162,204,155,151,149,184
"56120 Salosaari   (Ruokolahti )",826,420,406,43,25,41,60,29,18,13,23,26,45,41,58,59,84,72,57,69,46,32,17,11
"56140 Äitsaari   (Ruokolahti )",226,103,123,55,0,2,11,9,4,1,4,4,0,8,11,16,22,30,21,23,30,11,10,9
"56210 Virmutjoki   (Ruokolahti )",413,204,209,46,10,10,30,13,14,6,12,15,16,21,33,22,34,36,45,27,25,22,8,14
"56310 Syyspohja   (Ruokolahti )",195,90,105,55,0,4,11,8,0,0,3,4,6,5,9,10,15,21,24,25,20,15,10,5
"56330 Utula   (Ruokolahti )",33,14,19,56,0,0,0,1,0,1,1,0,1,1,0,4,2,7,4,6,3,0,1,1
"56350 Kyläniemi   (Taipalsaari )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",137,65,72,52,2,1,1,9,7,3,3,4,6,3,5,8,9,15,14,14,11,7,8,7
"56440 Pohja-Lankila   (Ruokolahti )",218,107,111,53,1,6,14,8,2,2,3,3,2,6,10,16,23,16,24,32,21,11,9,9
"56510 Puntala   (Ruokolahti )",416,204,212,46,13,10,32,14,6,5,13,15,22,25,25,36,32,31,27,32,33,16,14,15
"56550 Niska-Pietilä   (Rautjärvi )",129,60,69,46,5,7,11,2,0,1,2,8,6,4,10,7,8,9,15,14,10,4,2,4
"56610 Rautjärvi   (Rautjärvi )",576,267,309,52,7,10,23,19,9,14,11,13,18,28,31,31,48,55,78,63,41,27,24,26
"56640 Purnujärvi   (Rautjärvi )",99,47,52,53,0,6,3,1,1,3,3,0,4,4,6,4,9,10,9,11,9,5,3,8
"56710 Miettilä   (Rautjärvi )",125,61,64,59,1,2,5,1,0,0,2,1,1,9,7,6,3,14,19,12,11,11,8,12
"56730 Laikko   (Rautjärvi )",301,139,162,55,5,9,5,5,6,1,6,8,10,9,9,16,32,36,34,29,26,24,18,13
"56800 Simpele   (Rautjärvi )",2391,1216,1175,52,35,58,120,54,46,52,67,61,76,78,92,145,164,214,247,270,208,144,129,131
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3950,2355,1595,51,49,53,86,62,70,127,416,247,161,130,110,149,233,254,312,343,334,289,250,275
"57120 Savonlinna   (Savonlinna )",31,14,17,39,2,2,1,0,0,2,1,3,1,2,3,1,2,4,6,0,1,0,0,0
"57130 Savonlinna Keskus   (Savonlinna )",1912,1160,752,53,20,22,32,22,20,44,213,122,83,62,54,56,88,115,155,185,194,143,117,165
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",2013,1168,845,51,26,28,58,44,38,64,206,128,58,57,64,97,96,125,158,199,183,146,137,101
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2426,1239,1187,45,51,86,132,71,46,66,151,133,119,115,141,116,161,217,195,219,177,116,67,47
"57210 Nojanmaa   (Savonlinna )",2622,1341,1281,42,59,104,198,111,72,58,134,108,148,170,173,199,180,197,200,172,139,82,73,45
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1425,703,722,47,32,39,81,48,29,29,62,62,66,72,72,86,107,108,126,121,101,77,69,38
"57230 Inkerinkylä   (Savonlinna )",3168,1496,1672,47,68,96,172,90,62,66,134,128,157,168,164,208,286,272,296,272,208,152,113,56
"57310 Rinkilä   (Savonlinna )",697,348,349,46,14,32,55,21,14,17,13,21,33,36,39,39,45,60,63,65,59,34,20,17
"57510 Laitaatsilta   (Savonlinna )",486,253,233,44,12,13,47,21,14,8,15,17,22,28,23,25,45,39,40,42,33,13,16,13
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1870,936,934,41,53,94,145,92,54,43,56,66,129,112,109,133,125,144,179,152,98,45,25,16
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2826,1413,1413,43,89,112,220,101,60,58,90,141,153,141,173,188,214,236,237,219,165,113,57,59
"57810 Aholahti   (Savonlinna )",323,156,167,46,12,14,20,6,6,5,4,11,19,17,20,20,31,34,33,17,21,12,13,8
"58130 Oravi   (Savonlinna )",131,61,70,45,1,8,15,7,4,2,4,1,4,7,7,11,5,6,7,7,10,13,5,7
"58140 Ahvensalmi   (Savonlinna )",78,39,39,53,0,2,4,1,2,2,2,1,3,1,3,5,6,9,13,7,7,4,3,3
"58150 Makkola   (Savonlinna )",216,95,121,45,5,10,15,9,7,5,4,3,11,11,16,13,10,23,18,23,11,10,6,6
"58160 Karvila   (Enonkoski )",160,70,90,50,5,7,3,2,1,2,4,10,7,7,4,8,20,10,21,17,13,7,8,4
"58170 Simanala   (Enonkoski )",255,123,132,43,5,12,21,10,9,5,7,8,11,18,16,20,13,24,15,15,24,13,6,3
"58175 Enonkoski Keskus   (Enonkoski )",846,424,422,53,13,26,36,24,10,13,19,30,26,37,30,35,60,57,73,112,85,54,49,57
"58180 Ihamaniemi   (Enonkoski )",145,63,82,52,5,5,3,4,2,2,1,7,8,4,5,5,11,15,13,14,14,14,7,6
"58200 Kerimäki Keskus   (Savonlinna )",3243,1630,1613,50,61,111,196,92,52,46,103,93,123,143,149,174,221,243,281,343,284,205,163,160
"58220 Louhi   (Savonlinna )",406,175,231,47,6,17,24,12,5,7,11,21,14,26,24,21,43,39,42,32,24,13,15,10
"58260 Kumpuranta   (Savonlinna )",180,84,96,50,3,5,8,3,4,2,5,9,9,8,8,5,22,16,17,26,13,6,7,4
"58300 Savonranta Keskus   (Savonlinna )",659,315,344,55,8,18,14,18,14,7,14,21,20,22,15,34,43,64,77,76,62,49,46,37
"58320 Raikuu   (Savonlinna )",174,76,98,52,2,3,7,2,2,3,3,4,10,5,8,10,22,28,13,22,15,8,5,2
"58350 Villala   (Kitee )",211,90,121,56,4,1,4,7,5,2,3,5,3,9,6,5,24,25,33,21,15,13,18,8
"58360 Säimen   (Savonlinna )",189,93,96,55,2,5,7,5,1,1,6,4,5,6,6,9,16,21,18,19,30,14,7,7
"58390 Rönkönvaara   (Savonlinna )",52,18,34,64,0,0,0,1,1,0,1,0,1,0,1,2,5,6,7,8,6,1,6,6
"58410 Haapakallio   (Savonlinna )",618,298,320,40,17,42,53,24,20,12,13,29,35,42,46,52,48,46,36,39,41,11,6,6
"58420 Silvola   (Savonlinna )",327,144,183,40,10,25,27,13,3,5,6,19,27,24,17,23,29,13,25,23,16,9,6,7
"58430 Kulennoinen   (Savonlinna )",484,234,250,42,16,22,43,20,8,6,15,18,39,30,15,28,37,50,41,28,29,18,13,8
"58450 Punkaharju   (Savonlinna )",411,206,205,47,11,15,25,14,8,11,11,19,18,12,21,29,36,45,26,35,34,18,10,13
"58500 Punkasalmi   (Savonlinna )",1556,795,761,53,19,41,78,38,27,20,41,43,67,59,57,79,98,134,143,156,160,113,80,103
"58520 Hiukkajoki   (Savonlinna )",304,140,164,51,7,11,18,8,3,5,5,10,10,14,13,6,21,27,38,45,25,17,15,6
"58550 Putikko   (Savonlinna )",415,189,226,49,9,11,23,13,6,8,12,11,20,20,14,29,32,48,36,43,35,18,14,13
"58570 Ruhvana   (Savonlinna )",73,32,41,54,0,1,3,6,1,1,0,1,2,5,2,5,2,3,12,10,4,8,5,2
"58580 Vuoriniemi   (Savonlinna )",95,45,50,51,3,3,1,2,2,0,4,4,1,4,3,8,7,11,14,10,7,4,4,3
"58610 Telakanava   (Sulkava )",138,71,67,48,2,4,4,8,3,3,6,5,2,8,4,9,17,13,11,12,11,9,3,4
"58620 Lohilahti   (Sulkava )",241,113,128,54,2,5,9,8,1,6,11,2,2,11,15,14,17,20,22,30,22,19,17,8
"58650 Kiviapaja   (Savonlinna )",107,47,60,55,1,1,3,5,1,4,3,3,2,2,2,2,14,12,15,8,6,7,6,10
"58680 Piojärvi   (Savonlinna )",46,21,25,49,2,1,1,2,1,0,0,2,2,2,5,2,1,4,8,5,4,2,1,1
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",98,44,54,49,3,1,7,5,1,1,1,4,5,5,5,4,9,2,12,16,8,4,4,1
"58700 Sulkava Keskus   (Sulkava )",2046,1036,1010,53,32,55,77,50,40,38,65,84,62,60,79,106,141,183,203,220,188,142,104,117
"58720 Kaartilankoski   (Sulkava )",284,131,153,50,3,3,10,16,9,7,6,11,12,7,17,15,21,30,27,30,26,14,15,5
"58770 Pihlajalahti   (Savonlinna )",212,97,115,54,6,2,8,3,5,2,3,12,3,10,5,9,19,23,15,32,22,14,11,8
"58810 Kallislahti   (Savonlinna )",312,151,161,44,10,19,17,14,5,8,9,13,17,20,14,21,19,19,27,29,24,9,10,8
"58830 Parkumäki   (Rantasalmi )",292,149,143,46,11,12,13,9,11,4,10,9,14,14,13,19,22,23,28,26,29,13,6,6
"58850 Hiltula   (Rantasalmi )",104,47,57,49,1,8,5,1,1,1,3,7,5,4,3,2,8,10,18,8,5,7,4,3
"58900 Rantasalmi Keskus   (Rantasalmi )",2311,1182,1129,52,41,63,106,74,41,33,61,86,71,80,94,132,148,211,240,237,189,138,121,145
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",190,84,106,47,7,8,10,8,3,1,7,7,7,6,10,9,18,18,21,20,12,10,5,3
"58920 Kolkontaipale   (Rantasalmi )",321,141,180,48,3,9,13,13,10,7,9,10,12,13,16,20,33,34,25,44,25,14,8,3
"58940 Tuusmäki   (Rantasalmi )",231,102,129,46,4,12,9,7,4,2,12,16,5,11,19,14,19,23,21,20,15,11,4,3
"59100 Parikkala Keskus   (Parikkala )",2116,1110,1006,54,35,60,89,39,23,33,62,59,70,84,84,127,148,164,188,245,189,164,129,124
"59130 Koitsanlahti   (Parikkala )",181,85,96,49,4,12,7,5,5,3,2,4,10,7,8,9,14,17,15,17,11,14,9,8
"59210 Melkoniemi   (Parikkala )",139,63,76,51,2,5,5,2,3,3,5,7,4,2,2,10,17,15,11,19,9,8,5,5
"59310 Särkisalmi   (Parikkala )",861,414,447,50,15,28,37,22,21,18,22,32,35,28,41,44,77,80,75,103,85,47,29,22
"59320 Haapaoja   (Parikkala )",82,41,41,59,0,0,2,0,2,0,1,3,1,4,4,3,5,8,9,13,11,9,4,3
"59410 Kirjavala   (Parikkala )",402,186,216,53,8,11,20,7,4,4,8,13,15,16,21,16,29,34,47,41,45,30,16,17
"59510 Maironiemi   (Parikkala )",385,196,189,55,9,8,10,7,3,1,18,16,12,13,15,15,24,44,39,37,21,24,29,40
"59520 Saari   (Parikkala )",121,54,67,51,6,5,2,2,2,1,2,7,3,5,1,2,12,14,13,16,15,6,3,4
"59530 Mikkolanniemi   (Parikkala )",75,36,39,61,0,0,2,2,0,0,1,1,1,0,3,3,8,7,11,9,7,12,6,2
"59610 Tarnala   (Parikkala )",160,82,78,54,0,4,2,3,2,4,4,5,3,4,5,14,19,24,12,17,19,8,7,4
"59710 Kummunkylä   (Parikkala )",106,49,57,48,1,5,8,2,2,2,1,0,6,7,5,7,8,12,15,6,6,5,7,1
"59720 Niukkala   (Parikkala )",158,74,84,52,2,4,7,5,1,4,5,5,4,6,9,4,13,17,14,18,15,5,13,7
"59730 Uukuniemi   (Parikkala )",111,46,65,54,2,5,8,8,0,0,1,2,1,4,2,5,2,8,9,20,10,9,5,10
"59800 Kesälahti Keskus   (Kitee )",1524,786,738,53,26,42,74,32,34,25,26,52,47,56,61,86,112,125,171,127,129,122,85,92
"59810 Suurikylä   (Kitee )",75,37,38,62,0,1,1,1,0,0,0,0,1,1,1,4,9,11,11,10,9,7,4,4
"59820 Purujärvi-Rajavaara   (Kitee )",145,65,80,52,0,2,10,4,2,3,5,3,4,2,4,13,7,20,24,20,4,7,5,6
"60100 Seinäjoki Keskus   (Seinäjoki )",9983,5572,4411,47,159,193,262,145,152,275,1368,944,537,375,353,401,476,579,682,730,729,622,488,513
"60120 Pohja   (Seinäjoki )",2628,1388,1240,42,68,113,131,52,54,51,243,228,169,177,131,136,157,192,227,169,154,84,52,40
"60150 Kasperi   (Seinäjoki )",4634,2346,2288,40,150,212,334,166,91,112,315,353,340,320,259,215,271,252,283,344,305,171,81,60
"60200 Törnävä   (Seinäjoki )",11511,5806,5705,35,509,746,980,448,309,275,808,988,949,870,735,668,713,673,601,482,303,171,128,155
"60220 Huhtala   (Seinäjoki )",1828,1043,785,47,47,41,49,36,36,37,147,174,109,83,80,79,84,142,150,138,141,101,79,75
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",48,27,21,46,0,0,0,0,0,2,3,7,3,4,3,3,3,4,8,6,2,0,0,0
"60320 Alakylä-Jouppi   (Seinäjoki )",7203,3671,3532,38,232,366,532,295,217,235,581,527,467,432,421,484,451,437,416,423,349,186,98,54
"60420 Impivaara   (Seinäjoki )",1230,593,637,35,47,82,141,70,58,48,30,30,75,85,113,101,96,74,59,38,34,17,11,21
"60450 Munakka   (Ilmajoki )",423,204,219,40,12,27,41,13,11,12,17,16,27,36,34,25,20,24,23,37,22,12,8,6
"60510 Hyllykallio   (Seinäjoki )",8868,4489,4379,35,455,615,746,310,221,198,522,729,801,700,580,488,556,495,425,373,297,168,104,85
"60550 Nurmo Keskus   (Seinäjoki )",4341,2194,2147,40,171,237,383,210,128,125,165,186,264,277,307,251,281,274,274,243,191,166,101,107
"60560 Halkosaari   (Seinäjoki )",708,340,368,31,41,52,85,27,23,20,22,49,72,73,65,36,37,36,24,25,8,7,4,2
"60640 Kurjenneva   (Seinäjoki )",684,314,370,36,24,49,91,33,14,15,15,20,44,64,51,54,40,43,41,45,17,13,7,4
"60720 Tuomikylä   (Ilmajoki )",2173,1070,1103,33,104,200,256,100,58,34,78,111,169,208,180,129,130,99,94,85,60,32,31,15
"60760 Pohjanluoma   (Ilmajoki )",995,487,508,40,30,60,95,44,28,22,24,39,66,75,70,55,73,81,76,63,32,18,21,23
"60800 Ilmajoki Keskus   (Ilmajoki )",5854,2977,2877,43,186,267,453,216,152,143,267,282,314,350,355,307,341,362,424,405,357,210,200,263
"61100 Peräseinäjoki Keskus   (Seinäjoki )",2003,1022,981,47,50,86,139,55,32,32,103,63,97,104,108,96,113,137,171,200,133,107,81,96
"61110 Vuolle   (Seinäjoki )",189,95,94,43,8,9,21,6,3,3,4,7,8,12,15,5,10,15,10,19,14,9,8,3
"61120 Louko   (Seinäjoki )",683,330,353,38,19,50,68,31,24,20,21,25,34,62,52,45,49,39,46,26,35,19,10,8
"61140 Pasto   (Seinäjoki )",127,59,68,42,3,7,12,5,3,2,3,5,5,6,5,12,11,13,13,9,6,2,2,3
"61150 Sydänmaa   (Alavus )",74,34,40,38,7,4,6,2,4,2,4,1,5,4,1,3,3,8,6,8,2,2,2,0
"61160 Koura   (Seinäjoki )",576,271,305,43,21,33,49,18,15,12,11,16,31,44,49,29,34,33,47,35,34,29,14,22
"61170 Sääskiniemi   (Alavus )",271,128,143,46,5,9,17,7,3,10,10,18,18,12,11,19,26,25,17,16,14,10,11,13
"61180 Haapaluoma   (Seinäjoki )",213,99,114,46,5,10,17,7,5,4,2,2,7,18,5,10,17,31,24,13,18,9,8,1
"61220 Myllysalo   (Kurikka )",228,102,126,43,6,12,15,12,9,2,8,7,13,13,14,14,19,18,20,11,11,13,8,3
"61230 Luopa   (Kurikka )",708,349,359,43,22,29,63,26,17,19,25,30,33,36,43,47,44,59,60,56,36,19,22,22
"61250 Jalasto   (Kurikka )",301,139,162,42,9,16,21,19,8,5,5,13,12,20,17,24,25,16,30,22,18,11,7,3
"61270 Luopajärvi   (Kurikka )",618,293,325,39,18,43,51,28,18,15,25,36,35,41,43,36,53,46,35,28,24,12,20,11
"61280 Jokipii   (Kurikka )",508,250,258,46,7,17,25,22,14,10,23,21,24,17,37,28,46,40,51,54,35,18,8,11
"61290 Taivalmaa   (Kurikka )",108,49,59,48,1,5,7,1,1,3,5,2,6,7,5,7,13,11,5,10,5,3,8,3
"61300 Kurikka Keskus   (Kurikka )",6603,3406,3197,46,178,275,442,212,132,131,307,302,358,329,316,369,391,458,493,606,498,289,229,288
"61310 Panttila   (Kurikka )",719,340,379,42,22,30,56,26,23,12,28,47,40,40,33,38,62,50,68,50,37,25,20,12
"61330 Koskenkorva   (Ilmajoki )",2064,1007,1057,43,68,85,156,64,50,57,101,101,102,123,105,130,147,168,153,151,107,73,59,64
"61340 Nopankylä   (Ilmajoki )",258,119,139,43,13,14,16,8,3,6,9,8,14,19,12,10,16,24,24,28,15,8,4,7
"61350 Huissi   (Ilmajoki )",374,170,204,44,10,12,26,16,9,7,15,14,29,17,14,20,42,36,25,21,23,13,17,8
"61360 Mieto   (Kurikka )",999,477,522,44,26,37,68,36,24,26,50,46,44,53,55,60,93,90,97,57,52,32,29,24
"61370 Lohiluoma   (Kurikka )",340,153,187,46,11,14,21,11,9,7,14,18,16,12,18,23,19,26,26,32,22,19,12,10
"61380 Polvenkylä   (Kurikka )",177,78,99,38,10,8,21,7,4,3,4,10,12,10,11,10,15,8,16,12,5,6,2,3
"61400 Ylistaro Keskus   (Seinäjoki )",2034,1047,987,48,53,73,120,72,48,27,84,70,86,107,117,106,123,137,145,190,123,115,79,159
"61410 Ylistaro Asemanseutu   (Seinäjoki )",785,379,406,44,24,29,57,33,18,9,33,43,42,44,54,52,58,54,56,55,38,34,28,24
"61430 Isorehto   (Seinäjoki )",401,177,224,42,11,15,29,25,16,9,16,13,18,21,21,27,41,31,23,33,22,14,11,5
"61440 Untamala   (Seinäjoki )",184,80,104,47,6,6,17,7,1,1,6,7,7,6,12,5,8,19,17,22,20,9,4,4
"61450 Kylänpää   (Seinäjoki )",586,289,297,47,9,20,41,25,14,7,19,22,19,29,37,33,40,50,52,56,35,33,22,23
"61460 Hanhikoski   (Seinäjoki )",230,115,115,44,12,15,18,6,2,5,3,2,14,20,9,16,10,19,23,17,14,10,10,5
"61470 Kitinoja   (Seinäjoki )",450,228,222,37,22,36,50,16,16,4,12,13,26,39,44,14,26,35,35,30,12,6,7,7
"61500 Isokyrö Keskus   (Isokyrö )",2710,1401,1309,46,66,126,205,94,65,65,103,115,111,129,128,157,198,185,205,202,162,156,110,128
"61520 Lehmäjoki   (Isokyrö )",223,98,125,48,3,12,12,7,3,5,5,7,9,8,10,18,14,24,21,24,19,7,7,8
"61550 Orismala   (Isokyrö )",656,298,358,46,20,25,52,20,18,13,18,21,24,33,37,42,50,56,55,48,47,38,17,22
"61560 Orisberg   (Isokyrö )",59,26,33,42,1,3,4,1,2,2,4,2,5,3,3,3,4,4,6,6,0,5,1,0
"61600 Jalasjärvi Keskus   (Kurikka )",3965,2074,1891,47,96,172,263,112,74,81,193,178,166,204,178,193,256,252,298,373,274,240,161,201
"61630 Hirvijärvi   (Kurikka )",292,138,154,43,13,11,21,6,5,4,7,17,24,19,21,15,13,26,26,20,20,8,5,11
"61640 Ala-Valli   (Kurikka )",190,87,103,47,9,5,8,5,3,1,7,10,8,6,11,11,18,20,20,19,6,12,8,3
"61650 Kalakoski   (Seinäjoki )",347,160,187,47,8,12,20,10,6,7,12,8,19,20,18,15,28,36,40,35,20,12,11,10
"61680 Mantila   (Kurikka )",238,120,118,45,7,8,15,16,6,5,4,6,9,16,14,19,17,15,15,21,20,10,3,12
"61710 Pentinmäki   (Kurikka )",280,137,143,42,12,18,19,10,5,8,10,10,14,18,12,16,23,26,22,17,10,14,7,9
"61720 Koskue   (Kurikka )",541,245,296,47,15,17,24,14,17,13,14,21,27,33,26,32,40,48,48,50,41,34,18,9
"61730 Yli-Valli   (Kurikka )",234,100,134,50,5,5,9,7,6,3,4,8,7,9,16,15,16,23,26,34,18,8,9,6
"61760 Ilvesjoki   (Kurikka )",343,159,184,45,10,12,23,10,11,7,25,14,9,14,12,28,31,26,24,14,27,24,11,11
"61800 Kauhajoki Keskus   (Kauhajoki )",8222,4259,3963,44,239,319,538,272,191,199,423,437,438,442,421,455,573,559,631,689,522,336,250,288
"61810 Luomankylä   (Kauhajoki )",294,129,165,43,11,15,19,13,9,7,9,13,17,9,16,19,24,23,18,21,16,14,13,8
"61820 Kainasto   (Kauhajoki )",595,292,303,43,17,32,31,34,12,17,28,18,32,42,36,34,35,52,42,50,30,27,7,19
"61840 Norinkylä   (Teuva )",284,129,155,50,1,6,13,10,9,1,11,10,13,9,13,25,21,23,36,27,22,18,7,9
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",2151,1065,1086,44,66,101,163,81,42,43,90,84,111,121,117,138,156,146,171,186,144,71,57,63
"61860 Harja   (Kauhajoki )",215,106,109,44,6,8,16,10,7,3,13,5,11,14,10,9,15,16,22,15,10,12,4,9
"61880 Ikkeläjärvi   (Kauhajoki )",190,85,105,44,5,8,16,9,7,5,8,2,8,6,11,14,18,17,8,13,19,7,6,3
"61910 Nummijärvi   (Kauhajoki )",277,122,155,50,4,4,19,13,7,4,6,7,12,5,14,18,23,26,32,20,35,11,7,10
"61920 Nummikoski   (Kauhajoki )",65,30,35,47,3,1,2,3,1,1,4,4,1,1,2,8,10,5,8,1,2,2,1,5
"61940 Hyyppä   (Kauhajoki )",308,139,169,44,10,14,16,14,10,7,13,10,17,16,22,19,26,11,19,22,35,10,8,9
"61950 Juonikylä   (Kauhajoki )",160,76,84,50,3,6,5,2,2,5,6,8,4,5,8,13,15,15,12,18,18,7,2,6
"61960 Kyrönlatva   (Kauhajoki )",134,65,69,55,3,3,5,6,2,1,1,4,1,5,6,6,9,13,14,12,14,11,11,7
"61980 Päntäne   (Kauhajoki )",897,403,494,46,23,36,46,41,14,21,35,35,44,43,44,62,61,74,81,87,45,46,22,37
