"Postal code area","Households, total, 2013 (TE)","Average size of households, 2013 (TE)","Occupancy rate, 2013 (TE)","Young single persons, 2013 (TE)","Young couples without children, 2013 (TE)","Households with children, 2013 (TE)","Households with small children, 2013 (TE)","Households with children under school age, 2013 (TE)","Households with school-age children, 2013 (TE)","Households with teenagers, 2013 (TE)","Adult households, 2013 (TE)","Pensioner households, 2013 (TE)","Households living in owner-occupied dwellings, 2013 (TE)","Households living in rented dwellings, 2013 (TE)","Households living in other dwellings, 2013 (TE)"
"80130 Kanervala  (Joensuu)",1076,2.2,39.2,125,104,274,65,123,130,107,570,238,733,322,21
"80140 Noljakka  (Joensuu)",3993,2.1,36.3,612,336,1046,332,557,473,363,2394,563,1721,2238,34
"80160 Rantakylä-Latola  (Joensuu)",5389,1.9,37.9,732,345,1115,309,546,442,423,2902,1384,2952,2342,95
"80170 Utra  (Joensuu)",1799,2.1,38.3,193,109,487,140,229,190,197,1029,285,1026,757,16
"80200 Niinivaara  (Joensuu)",2527,1.7,39.1,484,227,281,73,134,99,122,1440,812,1280,1183,64
"80210 Sairaala-alue  (Joensuu)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"80220 Penttilä  (Joensuu)",1559,1.9,37.7,277,191,273,92,155,101,82,997,289,709,820,30
"80230 Hukanhauta  (Joensuu)",2264,2.1,41.8,177,143,555,138,272,216,227,1122,590,1686,534,44
"80260 Kettuvaara  (Joensuu)",2241,2.1,39.0,214,110,524,135,232,209,235,1186,536,1420,801,20
"80330 Reijola  (Joensuu)",1014,2.3,40.0,76,54,322,91,164,157,125,468,227,849,138,27
"80400 Ylämylly  (Liperi)",2217,2.4,39.7,175,106,781,216,408,365,297,1011,428,1622,564,31
"80510 Onttola-Kunnasniemi  (Kontiolahti)",448,2.6,45.7,12,13,147,46,80,76,46,196,110,422,19,7
"80710 Lehmo  (Kontiolahti)",2112,2.5,39.0,122,122,799,218,396,382,320,950,365,1807,269,36
"80770 Kontiolahti as  (Kontiolahti)",249,2.8,40.8,9,5,93,39,60,41,34,105,52,238,8,3
"80780 Kontioniemi  (Kontiolahti)",148,2.7,39.8,4,3,67,23,39,29,27,63,18,108,35,5
"80790 Kontioranta-Kontioniemi  (Kontiolahti)",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"80850 Paihola  (Kontiolahti)",223,2.4,39.1,19,10,53,12,23,27,26,122,49,144,74,5
"80910 Kulho  (Kontiolahti)",577,2.7,42.9,14,21,227,69,134,111,76,218,142,552,15,10
"81100 Kontiolahti  (Kontiolahti)",1364,2.1,39.6,61,35,319,72,146,152,138,579,468,950,384,30
"81120 Katajaranta  (Kontiolahti)",161,2.6,39.0,4,3,47,9,29,25,17,66,49,145,12,4
"81160 Romppala-Riihikangas  (Kontiolahti)",124,2.0,45.9,4,4,21,6,9,7,12,53,51,115,6,3
"81200 Eno Keskus  (Joensuu)",1525,1.9,42.2,65,25,260,50,104,128,118,674,598,1049,441,35
"81210 Louhioja  (Joensuu)",122,2.4,37.3,7,5,33,17,25,18,7,56,33,109,10,3
"81220 Jakokoski  (Kontiolahti)",262,2.8,40.4,3,9,102,33,56,38,48,110,53,241,17,4
"81230 Mönni  (Kontiolahti)",79,2.0,46.8,2,5,14,2,7,4,8,42,23,71,6,2
"81235 Lehtoi  (Kontiolahti)",106,2.6,39.7,4,5,38,14,22,15,12,47,25,99,5,2
"81260 Ahveninen  (Joensuu)",82,2.1,50.1,2,2,17,4,6,9,8,38,28,82,0,0
"81270 Paukkaja  (Joensuu)",56,2.1,41.6,0,2,10,4,6,3,2,24,23,54,1,1
"81280 Uimaharju  (Joensuu)",950,1.9,42.5,47,13,149,34,64,62,68,396,407,711,219,20
"81290 Ukkola  (Joensuu)",130,2.0,39.9,1,4,22,4,9,14,9,64,44,116,10,4
"81295 Haapalahti  (Joensuu)",73,2.1,49.0,2,1,11,2,5,6,6,38,24,69,4,0
"81320 Kuismavaara  (Joensuu)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81330 Luhtapohja  (Joensuu)",51,1.8,49.6,3,0,3,0,0,2,3,31,17,50,0,1
"81350 Tokrajärvi  (Ilomantsi)",77,2.0,40.7,0,3,13,1,3,8,7,32,34,75,2,0
"81360 Sarvinki  (Joensuu)",61,1.8,50.7,5,0,5,2,3,1,2,29,27,54,3,4
"81390 Revonkylä  (Joensuu)",41,2.4,41.2,0,0,8,1,4,3,7,15,18,38,1,2
"81420 Tyrjänsaari  (Ilomantsi)",47,1.7,46.8,0,1,1,0,1,1,0,18,28,44,2,1
"81430 Kivilahti  (Ilomantsi)",52,1.7,46.9,0,0,2,0,2,1,1,21,29,43,7,2
"81450 Huhus-Käenkoski  (Ilomantsi)",60,1.8,46.8,1,0,6,2,3,3,3,24,30,49,7,4
"81460 Käenkoski  (Ilomantsi)",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81470 Naarva  (Ilomantsi)",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81560 Vuonisjärvi  (Lieksa)",93,2.3,43.2,0,2,21,6,10,11,8,36,36,88,1,4
"81570 Kelvä  (Lieksa)",58,1.8,46.7,3,3,7,1,3,3,2,29,22,54,3,1
"81590 Vuonislahti  (Lieksa)",85,1.9,48.0,1,0,13,2,6,5,5,35,38,73,11,1
"81650 Hattuvaara  (Lieksa)",87,1.8,52.6,1,0,6,1,1,3,4,48,33,74,10,3
"81660 Lehmikylä  (Lieksa)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81700 Lieksa Keskus  (Lieksa)",3273,1.7,42.3,205,57,441,116,198,172,199,1392,1447,2231,987,55
"81720 Mähkö-Timitra  (Lieksa)",1633,1.9,42.6,162,30,247,67,118,111,113,839,549,1122,453,58
"81750 Pankakoski  (Lieksa)",493,1.8,43.9,16,7,61,9,23,30,28,239,194,427,57,9
"81810 Jamali  (Lieksa)",153,2.2,42.3,3,0,38,9,18,13,16,76,40,151,2,0
"81820 Kylänlahti  (Lieksa)",184,1.9,50.5,5,2,24,8,13,8,5,89,72,175,5,4
"81850 Mätäsvaara  (Lieksa)",89,1.8,45.0,2,0,8,3,3,2,3,33,49,82,3,4
"81860 Viekijärvi  (Lieksa)",213,1.8,47.5,1,3,22,5,9,7,14,98,95,187,20,6
"81950 Pankajärvi  (Lieksa)",43,2.1,45.6,0,1,6,2,3,4,3,26,11,41,0,2
"81970 Jongunjoki-Pankajärvi  (Lieksa)",100,1.9,45.9,0,0,10,5,7,4,5,50,40,80,15,5
"82110 Heinävaara  (Joensuu)",420,2.6,37.5,16,9,152,50,85,78,59,181,88,349,66,5
"82120 Keskijärvi  (Joensuu)",103,2.2,40.8,1,1,23,4,10,14,8,42,40,92,6,5
"82140 Kiihtelysvaara Keskus  (Joensuu)",469,2.0,41.3,21,4,83,21,38,37,42,180,208,335,115,19
"82160 Oskola  (Joensuu)",37,1.9,42.7,0,0,7,1,5,4,2,14,16,35,1,1
"82170 Uskali  (Joensuu)",30,2.0,43.1,2,2,3,1,2,1,0,16,13,23,6,1
"82180 Huhtilampi  (Joensuu)",44,1.9,48.5,2,3,7,0,0,2,6,22,15,37,7,0
"82200 Hammaslahti  (Joensuu)",1430,2.3,39.2,69,35,386,116,192,172,159,648,406,1096,292,42
"82210 Suhmura  (Joensuu)",189,2.7,39.3,8,11,43,9,17,23,26,94,53,169,12,8
"82220 Niittylahti  (Joensuu)",701,2.9,38.0,24,42,317,97,170,149,119,271,117,628,65,8
"82290 Nieminen  (Rääkkylä)",222,1.9,46.9,3,2,38,12,18,16,17,107,78,199,17,6
"82300 Rääkkylä Keskus  (Rääkkylä)",561,1.8,43.5,24,4,77,15,26,37,37,231,259,339,201,21
"82310 Oravisalo-Varpasalo  (Rääkkylä)",149,2.0,52.3,4,1,24,5,6,8,14,57,71,129,14,6
"82335 Rasivaara  (Rääkkylä)",338,2.1,46.6,10,3,68,16,32,32,28,142,135,303,30,5
"82350 Tikkala  (Tohmajärvi)",152,2.3,46.5,2,3,40,10,15,19,21,59,53,143,6,3
"82360 Onkamo  (Tohmajärvi)",186,2.2,42.9,8,3,48,13,23,19,22,69,70,164,17,5
"82380 Tolosenmäki  (Kitee)",216,2.2,49.6,4,1,38,5,15,27,15,105,77,211,3,2
"82395 Haarajärvi  (Kitee)",71,2.4,40.7,2,2,18,5,8,8,10,27,26,65,4,2
"82430 Puhos-Leinovaara  (Kitee)",431,2.1,44.5,18,6,82,17,32,42,39,186,171,371,46,14
"82460 Hummovaara  (Kitee)",49,2.4,42.2,3,2,13,5,7,5,7,16,20,45,4,0
"82490 Heinoniemi  (Kitee)",71,1.9,50.1,0,1,9,0,0,3,7,22,41,68,2,1
"82500 Kitee Keskus  (Kitee)",3273,1.9,42.3,236,73,573,145,256,226,254,1446,1261,2225,961,87
"82510 Kiteenlahti  (Kitee)",115,2.4,48.8,4,2,31,9,17,14,13,53,32,113,2,0
"82580 Juurikka  (Kitee)",177,2.3,47.3,2,1,29,3,8,17,14,66,83,168,6,3
"82590 Närsäkkälä  (Kitee)",70,1.9,55.3,2,1,6,0,0,3,4,34,30,62,5,3
"82600 Tohmajärvi Keskus  (Tohmajärvi)",1520,1.9,43.6,64,27,254,64,112,112,113,640,630,1084,381,55
"82655 Värtsilä Keskus  (Tohmajärvi)",170,2.1,45.6,7,2,32,6,14,10,16,71,69,130,36,4
"82660 Uusi-Värtsilä  (Tohmajärvi)",108,2.0,41.9,1,0,19,3,5,3,12,56,35,86,16,6
"82670 Kaurila  (Tohmajärvi)",58,2.0,45.8,2,2,11,2,7,7,3,24,23,55,1,2
"82675 Niirala-Jänisjoki  (Tohmajärvi)",54,2.3,39.0,0,0,15,5,8,7,7,20,20,38,13,3
"82685 Littilä  (Tohmajärvi)",89,2.3,45.1,2,2,17,5,7,7,8,42,30,86,0,3
"82710 Kovero  (Joensuu)",230,2.0,44.3,7,3,37,6,8,15,29,100,95,207,17,6
"82730 Tuupovaara Keskus-Pirttiaho  (Joensuu)",458,1.7,43.2,19,4,56,17,26,24,24,191,211,273,170,15
"82750 Öllölä  (Joensuu)",61,2.0,41.3,1,0,9,2,4,3,5,21,31,52,6,3
"82760 Hoilola  (Joensuu)",52,1.8,48.2,0,0,3,1,1,1,1,20,29,49,1,2
"82770 Kaustajärvi  (Tohmajärvi)",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara  (Joensuu)",75,2.1,44.2,0,0,11,1,3,3,9,35,30,74,0,1
"82820 Maukkula  (Ilomantsi)",125,2.1,46.7,1,4,21,5,9,9,10,47,61,119,1,5
"82830 Haukivaara  (Ilomantsi)",48,2.1,38.7,3,0,9,3,5,2,4,26,13,45,1,2
"82840 Pirttiaho  (Joensuu)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82850 Kinnasniemi  (Joensuu)",44,1.7,49.4,4,1,5,1,1,1,4,29,10,43,0,1
"82865 Kokinvaara-Mannervaara  (Joensuu)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti  (Joensuu)",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara  (Joensuu)",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus  (Ilomantsi)",2130,1.8,42.1,85,36,292,71,122,138,148,906,941,1487,577,66
"82915 Sonkaja  (Ilomantsi)",95,2.1,46.8,1,0,14,4,5,4,9,34,48,90,1,4
"82960 Lehtovaara-Kuikkalampi  (Ilomantsi)",67,2.0,41.0,0,0,9,1,1,6,3,29,29,60,3,4
"82967 Hattu  (Ilomantsi)",55,1.7,48.8,0,0,4,0,1,1,3,21,30,49,5,1
"82980 Möhkö  (Ilomantsi)",45,1.9,42.2,0,0,6,1,2,1,4,15,24,41,2,2
"83100 Liperi Keskus  (Liperi)",1286,1.9,43.4,51,13,242,53,116,97,108,527,525,917,315,54
"83130 Salokylä  (Liperi)",150,2.5,42.1,4,4,47,16,21,20,23,63,41,142,5,3
"83140 Puromäki  (Liperi)",48,2.8,34.0,1,3,15,5,6,9,6,20,13,43,2,3
"83150 Roukalahti  (Liperi)",99,2.3,41.7,0,2,23,4,10,12,9,37,40,91,5,3
"83160 Tutjunniemi  (Liperi)",67,2.1,44.8,1,0,9,5,6,1,4,33,26,61,5,1
"83320 Risti-Juojärvi  (Liperi)",35,2.2,45.3,0,1,7,3,3,2,5,20,8,34,0,1
"83330 Kaatamo  (Liperi)",111,2.3,40.0,3,3,22,6,11,14,12,45,45,98,8,5
"83340 Kaarnalampi  (Liperi)",41,2.1,45.1,1,1,9,2,4,4,3,15,18,39,1,1
"83400 Viinijärvi  (Liperi)",745,2.0,40.7,32,17,140,33,58,73,63,342,267,597,125,23
"83430 Käsämä  (Liperi)",234,2.6,45.1,4,4,79,20,36,35,31,92,67,226,6,2
"83450 Vaivio  (Liperi)",135,2.6,42.2,5,6,43,16,26,15,18,65,30,129,6,0
"83460 Harinjärvi  (Liperi)",123,2.4,48.2,0,2,36,14,17,13,18,48,41,120,2,1
"83480 Ahonkylä  (Liperi)",92,2.2,41.9,3,3,22,6,9,8,8,38,32,80,10,2
"83500 Outokumpu Keskus  (Outokumpu)",3235,1.9,42.0,282,92,579,158,282,238,241,1507,1158,2180,951,104
"83550 Kokonvaara  (Outokumpu)",75,2.0,49.8,3,4,10,4,6,3,3,44,22,73,1,1
"83630 Kuusjärvi  (Outokumpu)",196,2.2,42.0,5,4,41,12,19,17,21,85,71,183,9,4
"83660 Varislahti  (Outokumpu)",132,2.1,50.8,2,0,24,12,18,4,5,54,54,128,1,3
"83700 Polvijärvi Keskus  (Polvijärvi)",1346,1.9,41.8,75,33,220,54,96,88,116,589,539,940,358,48
"83720 Kuorevaara  (Polvijärvi)",127,2.3,43.5,4,1,35,2,10,18,20,62,33,108,15,4
"83750 Sotkuma  (Polvijärvi)",198,2.5,42.5,8,7,66,18,38,31,22,90,45,186,8,4
"83760 Sola  (Polvijärvi)",38,2.2,39.1,0,1,8,2,6,5,2,13,17,31,5,2
"83780 Horsmanaho  (Polvijärvi)",106,2.2,41.3,5,1,23,7,11,13,8,46,37,94,8,4
"83825 Kinahmo  (Polvijärvi)",145,2.1,40.9,2,2,24,7,14,11,10,67,54,132,10,3
"83830 Hukkala  (Polvijärvi)",65,2.0,43.5,5,1,10,2,3,3,8,32,24,56,5,4
"83835 Ruvaslahti  (Polvijärvi)",103,2.3,45.0,2,0,18,5,10,11,9,40,47,94,5,4
"83840 Saarivaara  (Polvijärvi)",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara  (Polvijärvi)",78,2.0,45.5,0,0,12,3,6,6,4,27,40,69,8,1
"83870 Polvela-Timovaara  (Juuka)",111,1.9,43.6,2,0,13,3,6,6,5,58,41,99,10,2
"83880 Kajoo  (Juuka)",85,2.3,42.6,2,1,14,3,6,6,8,38,34,79,4,2
"83900 Juuka Keskus  (Juuka)",1952,1.9,42.6,82,30,330,52,121,157,167,809,823,1413,495,44
"83910 Paalasmaa  (Juuka)",43,1.9,48.5,0,0,2,1,2,1,0,18,23,39,3,1
"83915 Vihtasuo  (Juuka)",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83940 Nunnanlahti  (Juuka)",176,2.1,46.7,4,4,30,5,14,15,10,68,84,164,8,4
"83950 Ahmovaara  (Juuka)",248,1.9,47.4,4,4,29,6,11,12,17,106,114,217,23,8
"83960 Koli  (Lieksa)",137,2.0,44.1,0,2,22,3,6,9,13,67,51,112,19,6
"83985 Tuopanjoki  (Juuka)",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"84100 Ylivieska Keskus  (Ylivieska)",5884,2.2,39.9,760,321,1490,526,855,653,551,2864,1544,4103,1671,110
"84460 Tuomiperä  (Ylivieska)",94,2.3,43.9,7,2,19,7,10,8,9,49,26,88,1,5
"84540 Vähäkangas  (Ylivieska)",200,2.8,41.3,6,6,68,25,43,33,22,80,52,190,6,4
"84650 Kantokylä  (Ylivieska)",95,2.2,43.0,5,3,19,7,13,7,6,49,28,91,2,2
"84770 Isokoski  (Ylivieska)",45,2.3,43.8,2,1,11,5,8,7,4,14,20,45,0,0
"84880 Raudaskylä  (Ylivieska)",268,2.5,41.3,15,8,82,20,41,43,35,122,65,240,19,9
"85100 Kalajoki Keskus  (Kalajoki)",3091,2.2,43.2,224,127,786,225,414,370,296,1335,981,2435,539,117
"85120 Metsä  (Kalajoki)",95,3.4,33.2,0,0,29,12,18,21,21,30,36,86,5,4
"85140 Tynkä  (Kalajoki)",312,2.8,39.7,10,11,110,30,56,62,49,103,101,293,10,9
"85150 Typpö  (Kalajoki)",124,2.7,40.4,2,1,25,10,15,15,14,39,63,114,4,6
"85160 Rautio  (Kalajoki)",244,2.5,41.0,14,6,61,30,43,30,22,99,86,212,22,10
"85180 Rahja  (Kalajoki)",187,2.6,43.4,5,6,50,13,23,21,31,68,72,173,8,6
"85200 Alavieska Keskus  (Alavieska)",917,2.4,41.0,56,28,244,71,132,123,108,347,332,686,202,29
"85210 Kähtävä  (Alavieska)",99,2.5,46.5,1,3,26,5,11,10,16,48,25,98,0,1
"85230 Talus  (Alavieska)",107,2.5,42.0,8,1,25,6,13,11,13,44,38,99,4,4
"85310 Sievi Asemanseutu  (Sievi)",208,2.7,37.0,11,3,55,20,31,29,31,88,65,168,35,5
"85320 Markkula  (Sievi)",124,2.3,43.6,10,3,25,4,9,11,16,63,36,110,11,3
"85340 Jyrinki  (Sievi)",196,3.8,32.7,4,6,88,45,61,55,41,61,50,191,3,2
"85410 Sievi Keskus  (Sievi)",837,2.4,37.0,53,19,252,82,139,121,113,335,251,517,302,18
"85430 Koivisto  (Sievi)",229,2.7,42.2,7,9,65,19,38,33,30,83,81,221,5,3
"85450 Joenkylä  (Sievi)",84,3.5,33.6,0,0,33,13,21,19,18,25,29,77,4,3
"85470 Kiiskilampi  (Sievi)",181,3.0,36.4,6,0,61,24,30,28,36,60,61,174,4,3
"85500 Nivala Keskus  (Nivala)",3126,2.4,39.6,283,102,856,294,493,433,327,1331,956,2278,758,90
"85540 Mönkö  (Nivala)",186,3.1,37.1,7,5,63,28,42,33,33,69,56,172,4,10
"85560 Ainastalo  (Nivala)",193,2.5,40.9,18,2,55,20,29,23,27,79,60,168,16,9
"85580 Karvoskylä  (Nivala)",304,2.3,43.7,8,7,67,25,38,30,27,121,117,280,12,12
"85620 Sarja  (Nivala)",111,2.5,43.3,1,2,28,11,16,13,15,45,38,103,4,4
"85630 Sarjanahde  (Nivala)",172,3.7,31.1,1,0,81,35,52,48,41,41,52,166,4,2
"85640 Maliskylä  (Nivala)",225,2.4,45.3,18,5,58,16,24,27,29,85,85,202,15,8
"85660 Ruuskankylä  (Nivala)",67,2.7,38.8,1,2,17,5,7,10,7,29,21,62,2,3
"85710 Parkkila  (Haapajärvi)",144,2.6,40.2,4,1,38,12,21,20,18,60,47,134,3,7
"85730 Tulppo  (Haapajärvi)",56,2.3,44.0,2,0,13,4,6,7,7,26,17,52,2,2
"85800 Haapajärvi Keskus  (Haapajärvi)",2584,2.2,39.0,226,60,641,178,309,308,277,1141,811,1751,732,101
"85820 Oksava  (Haapajärvi)",355,2.6,41.6,12,6,103,26,48,47,54,139,116,323,13,19
"85840 Kuona  (Haapajärvi)",105,3.0,35.5,3,3,31,9,15,19,20,46,29,95,4,6
"85900 Reisjärvi Keskus  (Reisjärvi)",884,2.3,41.3,47,16,206,64,98,116,89,313,372,616,230,38
"85930 Kangaskylä-Tolpankangas  (Reisjärvi)",77,2.4,44.9,2,1,18,0,2,12,12,32,28,73,2,2
"85940 Räisälänmäki  (Reisjärvi)",90,2.9,38.7,2,2,27,10,14,12,16,41,23,85,4,1
"85980 Köyhänperä  (Reisjärvi)",131,2.8,39.5,8,3,43,12,17,18,22,50,39,122,2,7
"86100 Pyhäjoki Keskus  (Pyhäjoki)",907,2.2,42.3,61,26,186,63,101,101,75,386,338,669,206,32
"86110 Parhalahti  (Pyhäjoki)",150,2.5,40.8,9,3,42,8,18,22,18,58,53,137,11,2
"86160 Pirttikoski  (Pyhäjoki)",142,2.2,50.8,4,4,24,5,9,9,13,60,62,135,2,5
"86170 Yppäri  (Pyhäjoki)",213,2.7,41.7,6,5,63,25,35,28,31,77,75,188,17,8
"86210 Petäjäskoski  (Oulainen)",63,3.4,35.3,0,1,31,9,14,20,18,15,17,61,2,0
"86220 Merijärvi Keskus  (Merijärvi)",308,2.7,35.0,9,10,95,42,58,51,44,104,111,222,70,16
"86230 Ylipää  (Merijärvi)",73,2.1,47.1,0,2,11,2,2,7,7,26,37,67,4,2
"86240 Pyhänkoski  (Merijärvi)",86,2.4,44.2,4,2,17,6,6,12,8,36,33,77,7,2
"86300 Oulainen Keskus  (Oulainen)",3144,2.2,41.3,259,90,741,223,377,347,330,1366,1049,2364,691,89
"86350 Kilpua  (Oulainen)",61,2.3,41.8,4,1,9,1,3,7,7,26,26,57,3,1
"86360 Ilveskorpi  (Raahe)",97,2.3,47.0,3,3,23,5,12,8,9,46,29,87,5,5
"86400 Vihanti Keskus  (Raahe)",823,2.1,42.2,37,15,150,51,76,68,71,353,325,632,177,14
"86440 Lampinsaari  (Raahe)",131,2.0,50.3,10,0,17,5,8,10,8,70,44,104,17,10
"86460 Alpua  (Raahe)",176,2.4,42.3,3,4,40,10,19,22,23,62,75,162,9,5
"86470 Lumimetsä  (Raahe)",82,2.6,41.5,1,0,22,7,14,11,7,33,27,77,2,3
"86480 Karhukangas  (Haapavesi)",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"86510 Matkaniva  (Oulainen)",127,2.5,44.7,4,2,31,9,15,16,12,47,50,120,3,4
"86530 Annonen  (Oulainen)",81,2.3,43.9,3,2,16,3,4,9,10,35,30,77,1,3
"86550 Mieluskylä  (Haapavesi)",132,3.0,36.7,3,2,47,14,26,23,26,48,39,124,4,4
"86600 Haapavesi Keskus  (Haapavesi)",2396,2.3,40.5,230,68,568,174,308,280,250,1113,726,1673,641,82
"86650 Kytökylä-Joutenniva  (Haapavesi)",191,2.6,37.6,4,4,59,20,35,26,20,71,65,170,11,10
"86680 Vatjusjärvi  (Haapavesi)",196,2.6,39.6,4,2,60,18,35,30,27,69,69,185,4,7
"86690 Karsikas  (Haapavesi)",92,2.0,51.6,2,0,12,3,6,6,4,39,42,86,2,4
"86710 Kärsämäki Keskus  (Kärsämäki)",1154,2.3,39.6,65,20,251,71,122,131,108,471,441,864,243,47
"86790 Venetpalo  (Kärsämäki)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"86800 Pyhäsalmi  (Pyhäjärvi)",2162,2.0,41.3,129,47,404,122,196,180,166,830,942,1538,537,87
"86810 Pellikkaperä  (Pyhäjärvi)",70,2.6,39.9,1,2,19,8,12,10,11,28,24,64,3,3
"86850 Hiidenniemi  (Pyhäjärvi)",115,2.2,42.4,4,1,19,3,9,12,11,45,52,104,4,7
"86870 Vesikoski  (Pyhäjärvi)",125,2.1,46.4,6,1,20,6,11,8,6,55,51,108,9,8
"86900 Pyhäkumpu  (Pyhäjärvi)",239,2.2,41.4,10,8,52,10,24,23,24,102,86,189,35,15
"86980 Väliaho  (Pyhäjärvi)",32,2.1,43.1,0,0,6,0,1,3,4,13,13,31,0,1
"87100 Kajaani Keskus  (Kajaani)",3896,1.5,38.5,791,230,296,83,135,87,108,2109,1502,1950,1824,122
"87150 Purola  (Kajaani)",1050,2.2,39.5,134,39,270,81,134,110,104,538,254,798,234,18
"87200 Teppana  (Kajaani)",2097,1.9,40.4,200,111,424,122,214,175,157,1036,644,1453,610,34
"87250 Kättö-Kätönlahti  (Kajaani)",1900,2.3,39.8,102,72,578,168,311,270,207,823,505,1424,448,28
"87300 Palokangas  (Kajaani)",649,1.7,36.6,118,34,104,30,50,35,37,374,174,302,333,14
"87400 Petäisenniska  (Kajaani)",884,2.0,40.9,86,59,177,55,97,68,61,431,277,673,187,24
"87500 Lehtikangas  (Kajaani)",2793,2.2,38.8,241,129,764,178,368,330,318,1305,733,2120,615,58
"87700 Lohtaja-Kettu  (Kajaani)",2050,2.0,36.5,351,108,514,151,263,208,192,1272,268,1075,966,9
"87800 Vuoreslahti  (Kajaani)",391,2.4,45.9,12,13,106,34,57,40,49,178,111,369,6,16
"87830 Nakertaja  (Kajaani)",620,2.4,38.6,31,20,222,53,107,105,88,272,127,483,126,11
"87850 Paltaniemi  (Kajaani)",178,2.9,40.9,1,2,68,20,32,40,29,58,54,163,13,2
"87900 Karankalahti  (Kajaani)",210,2.3,45.9,3,6,60,19,31,20,26,94,60,201,4,5
"87910 Linnantaus  (Kajaani)",200,2.6,41.4,5,12,68,16,34,36,35,90,42,184,11,5
"87930 Salmijärvi  (Kajaani)",112,2.4,42.3,2,3,29,7,14,15,12,49,35,88,19,5
"87950 Kuluntalahti  (Kajaani)",313,2.9,41.0,2,11,134,32,72,76,52,120,61,300,3,10
"87970 Jormua  (Kajaani)",193,2.6,43.4,4,5,71,19,33,32,33,68,55,189,2,2
"88120 Tuhkakylä  (Sotkamo)",47,2.0,54.7,0,0,8,1,1,5,6,15,24,44,0,3
"88200 Otanmäki-Kytökoski  (Kajaani)",555,1.8,41.3,32,13,78,18,31,32,40,280,199,391,138,26
"88270 Vuolijoki Keskus  (Kajaani)",443,2.1,44.2,11,7,75,11,27,40,39,189,181,336,92,15
"88300 Paltamo Keskus  (Paltamo)",1214,2.0,43.1,48,18,220,45,87,100,106,488,513,825,340,49
"88310 Melalahti  (Paltamo)",104,2.1,44.6,2,4,16,6,9,8,3,45,44,97,3,4
"88340 Manamansalo  (Vaala)",55,1.9,46.4,1,1,4,0,0,1,4,28,23,50,3,2
"88350 Kivesjärvi  (Paltamo)",50,2.3,41.3,0,1,6,2,2,4,5,26,18,48,0,2
"88380 Mieslahti  (Paltamo)",105,2.2,43.3,1,1,20,5,10,11,12,47,40,98,3,4
"88400 Ristijärvi Keskus-Hiisijärvi  (Ristijärvi)",652,2.0,45.9,14,5,95,18,40,39,41,258,310,483,150,19
"88440 Jokikylä  (Ristijärvi)",33,2.1,49.8,0,1,3,0,1,0,2,19,11,31,2,0
"88460 Hiisijärvi  (Ristijärvi)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88470 Kontiomäki  (Paltamo)",269,2.0,40.6,14,9,49,17,27,24,17,140,81,183,78,8
"88490 Pohjavaara  (Sotkamo)",107,2.5,47.1,1,2,29,10,12,11,10,36,45,103,1,3
"88530 Paakki  (Sotkamo)",50,2.4,44.9,1,0,14,2,7,8,7,16,20,47,2,1
"88600 Sotkamo Keskus  (Sotkamo)",3186,2.0,42.8,189,84,631,151,296,273,253,1347,1224,2335,744,107
"88610 Vuokatti  (Sotkamo)",1133,2.3,40.5,92,37,330,93,164,157,142,554,253,811,284,38
"88615 Vuokatin Urheiluopisto  (Sotkamo)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"88620 Korholanmäki  (Sotkamo)",197,2.5,47.5,6,3,51,13,29,20,24,91,56,186,4,7
"88640 Ontojoki  (Sotkamo)",40,2.0,51.6,1,1,8,2,2,5,5,19,14,36,1,3
"88670 Juurikkalahti-Maanselkä  (Sotkamo)",76,2.7,40.7,3,2,16,5,8,10,8,33,29,72,0,4
"88690 Maanselkä  (Sotkamo)",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88730 Ylä-Vieksi  (Kuhmo)",70,2.0,46.9,0,0,8,2,2,2,6,26,36,62,5,3
"88740 Härmänkylä-Iivantiira  (Kuhmo)",42,2.1,44.7,0,0,4,0,1,2,3,22,16,37,4,1
"88760 Iivantiira  (Kuhmo)",76,2.1,46.9,2,1,6,0,0,4,5,44,26,67,9,0
