"Postal code area","Households, total, 2015 (TE)","Average size of households, 2015 (TE)","Occupancy rate, 2015 (TE)","Young single persons, 2015 (TE)","Young couples without children, 2015 (TE)","Households with children, 2015 (TE)","Households with small children, 2015 (TE)","Households with children under school age, 2015 (TE)","Households with school-age children, 2015 (TE)","Households with teenagers, 2015 (TE)","Adult households, 2015 (TE)","Pensioner households, 2015 (TE)","Households living in owner-occupied dwellings, 2015 (TE)","Households living in rented dwellings, 2015 (TE)","Households living in other dwellings, 2015 (TE)"
"21860 Auvainen   (Pöytyä )",170,2.5,45.3,4,1,59,14,27,30,26,56,56,159,2,9
"21870 Riihikoski   (Pöytyä )",883,2.2,44.5,42,16,231,66,124,99,76,382,272,664,193,26
"21880 Pöytyä   (Pöytyä )",196,2.1,53.7,5,1,35,10,16,13,15,71,94,184,9,3
"21890 Haveri   (Pöytyä )",110,2.5,53.0,4,3,31,3,12,16,16,40,40,104,2,4
"21900 Yläne Keskus   (Pöytyä )",719,2.1,44.7,18,12,151,39,78,74,61,251,322,591,104,24
"21930 Uusikartano   (Pöytyä )",252,2.1,47.7,11,7,47,9,21,26,21,121,87,233,5,14
"22100 Maarianhamina   (Maarianhamina )",5940,1.9,44.6,749,240,1176,267,523,517,470,2949,1832,2987,2680,273
"22120 Möckelö   (Jomala )",321,2.5,47.5,15,9,119,38,65,56,33,138,66,278,19,24
"22130 Gottby   (Jomala )",325,2.6,47.1,12,8,125,26,61,65,46,117,85,298,15,12
"22140 Önningby   (Jomala )",437,2.6,47.3,18,17,181,53,100,93,62,179,80,381,34,22
"22150 Jomala Centrum   (Jomala )",762,2.3,45.0,61,41,215,58,115,95,78,336,213,576,146,40
"22160 Järsö   (Lemland )",133,2.5,56.0,5,1,45,10,21,21,18,46,48,118,4,11
"22220 Emkarby   (Finström )",177,2.3,45.9,10,4,51,14,28,18,22,76,53,147,20,10
"22240 Hammarland   (Hammarland )",681,2.2,46.2,52,22,191,42,87,91,70,280,217,515,131,35
"22270 Storby   (Eckerö )",449,2.0,48.1,20,18,90,19,46,38,33,199,166,348,62,39
"22310 Pålsböle   (Finström )",218,2.3,47.6,10,6,55,11,21,30,25,86,78,188,16,14
"22320 Ödkarby   (Saltvik )",378,2.2,50.4,26,16,93,18,33,45,48,156,132,299,59,20
"22330 Tjudö   (Finström )",125,2.4,49.5,6,5,30,6,14,12,13,47,50,113,5,7
"22340 Geta   (Geta )",230,2.1,47.0,17,5,48,11,23,24,20,97,89,184,34,12
"22410 Godby   (Finström )",706,2.2,45.4,49,26,203,54,105,95,75,287,219,502,154,50
"22430 Saltvik   (Saltvik )",324,2.1,48.2,20,4,72,23,43,36,23,135,120,254,54,16
"22520 Tosarby   (Sund )",239,2.1,46.7,15,1,55,9,18,25,22,105,82,178,36,25
"22530 Sund   (Sund )",243,2.1,44.3,7,3,64,17,32,33,20,85,95,187,41,15
"22550 Vårdö   (Vårdö )",188,2.2,46.8,8,6,39,10,14,20,22,65,86,140,28,20
"22610 Lemland   (Lemland )",610,2.4,45.7,27,19,198,56,90,90,85,241,174,503,69,38
"22630 Lumparland   (Lumparland )",180,2.3,46.2,5,3,47,9,17,24,21,60,74,152,18,10
"22710 Ålands Degerby   (Föglö )",260,2.0,47.8,11,3,55,12,19,21,31,92,116,192,54,14
"22720 Sottunga   (Sottunga )",56,1.7,55.8,3,0,3,1,1,1,2,28,25,37,9,10
"22730 Kökar   (Kökar )",123,2.0,43.2,3,1,21,3,4,7,14,42,62,87,25,11
"22810 Seglinge   (Kumlinge )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"22820 Kumlinge   (Kumlinge )",101,1.9,50.1,4,1,9,0,3,4,5,43,49,70,23,8
"22830 Enklinge   (Kumlinge )",31,2.4,37.8,0,0,7,2,3,2,4,9,15,25,3,3
"22840 Lappo   (Brändö )",42,1.7,52.1,0,0,5,0,0,3,3,19,18,29,7,6
"22910 Torsholma   (Brändö )",36,2.5,39.5,0,0,11,2,3,6,5,9,18,25,5,6
"22920 Brändö-Åland   (Brändö )",81,1.9,44.3,1,0,6,1,3,3,2,37,38,51,23,7
"22930 Fiskö   (Brändö )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"22940 Åva   (Brändö )",38,2.2,45.1,2,0,6,0,3,4,2,14,19,28,6,4
"22950 Jurmo   (Brändö )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"23100 Mynämäki Keskus   (Mynämäki )",2877,2.1,45.2,140,71,663,136,281,303,310,1151,1080,2392,414,71
"23120 Mietoinen Keskus   (Mynämäki )",405,2.2,48.4,18,5,108,29,53,40,43,164,135,348,47,10
"23140 Hietamäki   (Mynämäki )",298,2.3,48.1,11,10,75,14,30,33,38,123,101,276,14,8
"23200 Vinkkilä   (Vehmaa )",763,2.0,49.5,39,15,142,35,70,72,60,324,305,620,126,17
"23210 Vehmaa   (Vehmaa )",260,2.1,50.0,11,3,49,17,22,19,26,115,96,236,15,9
"23260 Rautila   (Vehmaa )",89,2.1,57.2,3,1,19,6,10,4,6,40,30,78,11,0
"23310 Taivassalo   (Taivassalo )",793,2.0,51.2,30,16,137,45,77,67,49,308,353,672,105,16
"23360 Kustavi   (Kustavi )",469,1.9,50.8,9,6,55,10,22,21,23,185,232,356,102,11
"23390 Iniö   (Parainen )",105,2.0,46.9,2,0,15,4,7,7,9,30,60,88,11,6
"23450 Lokalahti   (Uusikaupunki )",442,2.2,46.1,17,8,93,31,51,42,32,172,178,385,45,12
"23500 Uusikaupunki Keskus   (Uusikaupunki )",5953,1.9,44.2,621,158,1030,242,462,465,420,2758,2180,4033,1800,120
"23600 Kalanti Keskus   (Uusikaupunki )",971,2.3,43.6,39,21,227,75,130,111,92,401,349,839,115,17
"23660 Kalanti Asemanseutu   (Uusikaupunki )",155,2.6,44.3,1,8,47,12,22,26,15,54,54,151,1,3
"23800 Laitila Keskus   (Laitila )",3836,2.1,45.1,263,120,881,243,450,390,357,1656,1323,2932,822,82
"23840 Soukainen   (Laitila )",81,2.1,55.6,6,0,12,5,10,5,3,40,29,75,4,2
"23880 Suontaka   (Laitila )",48,2.1,45.9,1,2,12,2,6,6,6,19,17,45,0,3
"23930 Pyhämaa   (Uusikaupunki )",267,2.0,49.4,2,2,35,7,12,16,23,101,132,251,14,2
"23950 Pyhäranta   (Pyhäranta )",255,2.1,48.3,16,2,53,9,16,26,30,90,113,217,32,6
"23960 Santtio   (Pyhäranta )",111,2.2,47.6,1,0,26,6,9,9,14,32,53,109,0,2
"24100 Salo Keskus   (Salo )",5446,1.7,41.8,714,161,737,192,343,272,306,2532,2192,3315,2024,107
"24130 Ylhäisi   (Salo )",1697,2.2,41.2,96,48,497,114,246,243,174,716,489,1261,393,43
"24240 Rappula   (Salo )",2064,1.8,43.5,234,54,357,68,135,138,177,900,812,1311,699,54
"24260 Ollikkala   (Salo )",2388,1.9,41.4,225,79,419,120,219,161,149,1264,711,1432,904,52
"24280 Tupuri-Hähkänä   (Salo )",2070,2.5,42.1,119,79,778,151,345,395,335,924,370,1852,177,41
"24800 Halikko Keskus   (Salo )",2312,2.0,43.9,201,62,487,79,180,237,235,1094,738,1666,604,42
"24910 Halikko Asemanseutu   (Salo )",414,2.7,44.8,8,6,174,39,93,98,63,124,116,385,21,8
"25110 Kruusila   (Salo )",162,2.1,47.6,6,2,30,10,18,13,15,77,56,140,16,6
"25130 Muurla   (Salo )",673,2.3,47.5,25,22,190,37,83,94,70,258,228,603,56,14
"25160 Tuohittu   (Salo )",54,2.0,55.2,3,1,12,4,8,3,3,24,18,50,2,2
"25170 Kotalato   (Salo )",60,2.3,43.0,2,3,11,1,4,10,3,22,27,55,4,1
"25180 Romsila   (Salo )",101,2.4,48.4,2,2,30,5,16,15,12,39,33,97,1,3
"25190 Inkere   (Salo )",440,2.3,42.6,16,14,132,33,64,57,57,204,105,335,100,5
"25210 Vartsala   (Salo )",155,2.7,44.9,1,4,57,13,30,30,19,57,43,144,4,7
"25230 Angelniemi   (Salo )",157,2.3,44.2,2,1,37,4,12,16,19,57,64,143,7,7
"25240 Hajala   (Salo )",291,2.2,49.1,8,3,69,14,30,34,23,119,106,265,18,8
"25250 Märynummi   (Salo )",472,2.2,43.9,36,12,124,34,56,61,49,222,127,369,97,6
"25260 Vaskio   (Salo )",461,2.3,46.0,13,9,127,37,64,53,52,181,158,433,22,6
"25320 Raatala   (Salo )",194,2.2,49.0,5,8,44,7,18,19,20,80,72,183,6,5
"25330 Kuusjoki Keskus   (Salo )",403,2.0,46.8,24,10,79,25,52,33,26,181,147,342,52,9
"25340 Kanunki   (Salo )",182,2.2,49.4,7,1,44,10,17,25,14,76,63,154,24,4
"25360 Pertteli Keskus   (Salo )",541,2.3,43.4,24,16,156,32,68,78,75,219,167,468,62,11
"25370 Hiisi   (Salo )",283,2.4,42.4,8,5,95,18,43,46,37,94,95,275,5,3
"25380 Rekijoki   (Salo )",243,2.0,47.6,5,3,33,8,15,19,11,105,106,222,16,5
"25390 Kiikala Keskus   (Salo )",409,2.0,48.0,21,9,72,15,34,36,40,160,181,326,74,9
"25410 Suomusjärvi Keskus   (Salo )",576,1.9,49.1,15,11,103,15,37,49,50,244,231,435,121,20
"25420 Lahnajärvi   (Salo )",73,2.0,48.3,0,0,15,2,5,9,8,32,28,66,4,3
"25430 Kettula   (Salo )",37,1.8,59.9,1,0,4,0,0,0,4,19,14,33,3,1
"25460 Toija   (Salo )",570,2.1,45.7,27,12,112,22,46,54,55,213,248,465,98,7
"25470 Kisko kk   (Salo )",140,2.1,48.4,3,1,24,6,11,13,9,39,81,129,6,5
"25500 Perniö Keskus   (Salo )",1688,2.0,46.4,80,27,351,76,156,168,164,620,722,1231,426,31
"25520 Perniö Asemanseutu   (Salo )",280,2.3,50.6,9,7,55,9,22,32,28,118,110,263,13,4
"25540 Knaapila   (Salo )",96,2.2,56.5,3,1,22,7,10,9,9,36,40,88,2,6
"25550 Aijala   (Salo )",54,1.7,45.6,2,0,6,0,1,5,4,27,21,46,7,1
"25560 Koski Asemanseutu   (Salo )",109,2.0,47.1,3,3,18,3,9,11,5,56,35,103,1,5
"25570 Teijo-Mathildedal   (Salo )",288,2.0,48.2,5,0,44,8,16,22,19,125,122,233,44,11
"25610 Ylönkylä   (Salo )",176,2.2,51.2,6,5,39,6,16,18,18,78,62,163,8,5
"25630 Finby   (Salo )",146,2.0,49.0,5,0,24,5,11,10,10,50,73,109,35,2
"25640 Förby   (Salo )",134,1.9,48.9,6,1,23,6,9,8,9,50,62,96,36,2
"25650 Strömma   (Kemiönsaari )",58,1.9,57.3,2,1,7,4,6,1,1,26,25,51,5,2
"25660 Mathildedal   (Salo )",76,1.8,56.9,0,1,11,1,7,3,4,32,33,64,6,6
"25700 Kemiö Keskus   (Kemiönsaari )",1143,2.1,46.9,69,33,242,69,109,105,102,432,480,890,230,23
"25710 Vreta-Vestlax   (Kemiönsaari )",138,2.3,48.0,7,4,40,9,15,22,15,58,42,122,11,5
"25730 Mjösund   (Kemiönsaari )",46,2.2,38.2,0,0,12,3,6,4,5,17,18,37,7,2
"25760 Kiila   (Kemiönsaari )",60,2.3,51.2,0,1,13,3,9,8,4,17,34,56,0,4
"25810 Mark   (Kemiönsaari )",33,1.8,53.2,2,0,6,0,0,1,5,15,13,31,1,1
"25820 Vestlax   (Kemiönsaari )",50,2.1,47.8,1,2,11,4,6,5,4,20,19,43,5,2
"25830 Västanfjärd Keskus   (Kemiönsaari )",243,1.9,54.3,12,3,44,8,18,18,20,98,103,201,35,7
"25840 Nivelax   (Kemiönsaari )",117,2.4,41.3,5,4,28,9,13,17,12,44,46,114,1,2
"25860 Björkboda   (Kemiönsaari )",173,1.9,47.4,6,3,33,9,11,12,19,74,68,127,43,3
"25870 Dragsfjärd   (Kemiönsaari )",457,2.0,49.1,14,4,79,13,30,35,38,164,215,381,62,14
"25900 Taalintehdas   (Kemiönsaari )",758,1.8,42.8,37,8,101,13,31,50,48,277,394,475,255,28
"25910 Vänoxa   (Kemiönsaari )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",34,2.2,49.3,1,0,6,2,4,4,3,13,17,26,6,2
"25940 Hiittinen   (Kemiönsaari )",37,1.8,54.4,0,0,3,1,3,1,1,10,24,28,6,3
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",61,1.9,49.7,2,1,10,0,2,6,5,23,29,56,2,3
"25960 Högsåra   (Kemiönsaari )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"26100 Rauma Keskus   (Rauma )",9011,1.7,42.2,1378,472,1315,363,660,543,479,4562,3143,5031,3812,168
"26200 Merirauma-Kappelinluhta   (Rauma )",2384,2.1,46.1,154,86,566,142,272,240,219,1099,728,1978,377,29
"26410 Kaaro   (Rauma )",588,2.7,41.3,17,13,245,58,129,147,70,226,117,572,13,3
"26510 Uotila   (Rauma )",1193,2.2,44.8,51,42,307,66,132,135,139,481,407,989,190,14
"26560 Kolla   (Rauma )",284,2.5,46.9,2,9,81,21,45,39,29,116,88,278,1,5
"26660 Paroalho   (Rauma )",2575,1.9,42.8,236,99,496,128,231,204,199,1229,856,1861,693,21
"26720 Monnanummi   (Rauma )",138,2.6,45.3,3,4,58,8,25,33,26,51,29,125,11,2
"26740 Vasarainen   (Rauma )",226,2.4,47.4,7,14,65,16,25,25,30,104,58,223,1,2
"26820 Sampaanala   (Rauma )",821,1.9,42.1,91,39,147,30,64,57,61,433,242,596,219,6
"26840 Kortela   (Rauma )",347,2.3,44.3,8,10,95,19,39,51,41,138,116,314,30,3
"26910 Unaja   (Rauma )",265,2.6,43.0,7,9,92,13,41,52,37,90,86,257,2,6
"26930 Vermuntila   (Rauma )",254,2.4,45.1,7,6,69,19,37,29,26,105,86,247,4,3
"26950 Voiluoto   (Rauma )",168,2.3,48.7,3,5,42,9,18,17,20,73,53,165,0,3
"27100 Eurajoki Keskus   (Eurajoki )",1469,2.2,46.0,66,44,391,97,175,186,160,541,543,1220,232,17
"27110 Irjanne   (Eurajoki )",254,2.3,43.4,15,9,61,14,32,37,15,120,74,238,11,5
"27130 Eurajoki asemanseutu   (Eurajoki )",147,2.2,47.1,5,3,30,9,18,17,8,66,51,137,7,3
"27150 Lapijoki   (Eurajoki )",536,2.4,45.8,24,16,148,37,75,64,57,224,170,509,21,6
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",165,2.1,47.0,2,1,34,3,14,15,14,67,65,153,7,5
"27220 Ala-Kieri   (Rauma )",256,2.5,43.7,7,3,74,19,37,37,29,90,94,248,3,5
"27230 Lappi   (Rauma )",928,2.2,46.9,43,19,232,62,122,113,86,354,346,786,128,14
"27250 Kodiksami   (Rauma )",66,2.2,47.9,3,0,21,2,6,8,13,17,29,61,1,4
"27260 Kuolimaa   (Rauma )",92,2.1,52.1,0,1,18,2,4,11,13,33,43,88,0,4
"27310 Kodisjoki   (Rauma )",229,2.3,44.3,10,5,64,14,33,29,29,83,82,209,18,2
"27320 Ihode   (Pyhäranta )",336,2.3,46.0,15,9,98,24,42,36,47,122,116,306,25,5
"27340 Reila   (Pyhäranta )",220,2.2,48.6,5,3,48,12,27,23,14,98,78,212,4,4
"27400 Kiukainen Keskus   (Eura )",605,2.1,46.8,29,11,135,32,54,67,58,252,222,491,105,9
"27420 Panelia Asemanseutu   (Eura )",122,2.2,50.9,1,2,21,5,13,14,7,59,44,116,0,6
"27430 Panelia   (Eura )",590,2.1,47.6,28,18,121,30,61,54,48,218,255,488,90,12
"27450 Harola   (Eura )",102,2.1,51.1,6,1,22,9,13,9,8,40,41,96,4,2
"27500 Kauttua   (Eura )",1567,2.1,45.4,148,51,378,102,185,182,139,709,482,1195,346,26
"27510 Eura Keskus   (Eura )",2033,2.0,46.6,116,52,408,104,185,197,179,799,831,1641,355,37
"27600 Hinnerjoki   (Eura )",351,2.1,47.6,20,7,68,19,37,36,23,139,146,312,34,5
"27640 Honkilahti kk   (Eura )",144,2.1,48.3,6,7,26,9,12,14,12,53,65,141,1,2
"27650 Honkilahti   (Eura )",165,1.9,51.2,9,5,25,6,10,12,13,62,80,142,20,3
"27670 Mannila   (Eura )",82,2.2,50.8,0,2,18,5,9,7,7,20,44,78,2,2
"27710 Köyliö Keskus   (Säkylä )",525,2.0,46.4,28,11,103,21,39,51,45,201,223,420,94,11
"27730 Tuiskula   (Säkylä )",86,2.3,46.8,4,2,17,6,9,6,9,36,36,79,7,0
"27740 Voitoinen   (Säkylä )",80,2.1,44.5,3,1,19,4,11,10,7,28,33,74,4,2
"27750 Yttilä   (Säkylä )",171,2.0,49.1,3,0,34,6,15,13,17,65,72,162,6,3
"27800 Säkylä Keskus   (Säkylä )",1536,2.0,49.6,81,28,309,68,139,153,136,595,642,1194,298,44
"27820 Iso-Vimma   (Säkylä )",375,2.0,49.7,26,10,67,20,41,29,29,172,137,318,50,7
"27840 Kakkuri   (Säkylä )",217,2.1,51.0,12,2,40,14,15,14,15,91,89,185,31,1
"27860 Vuori   (Säkylä )",151,2.3,48.8,6,3,33,5,14,18,17,64,56,146,2,3
"27910 Huovinrinne   (Säkylä )",106,1.5,41.3,23,8,16,6,9,6,5,75,15,44,58,4
"27920 Otajoki   (Säkylä )",131,2.1,51.4,9,4,22,2,11,11,13,59,51,127,2,2
"28100 Pori Keskus   (Pori )",8491,1.5,40.9,1894,470,606,160,300,223,199,4661,3232,3797,4505,189
"28120 Käppärä-Isomäki   (Pori )",2068,1.7,38.3,412,97,343,70,128,158,145,1170,561,1159,854,55
"28130 Impola   (Pori )",3713,1.7,38.8,779,243,541,139,252,202,203,2194,989,1792,1818,103
"28190 Pormestarinluoto   (Pori )",2167,1.7,41.3,262,82,335,97,169,138,117,1007,830,1159,980,28
"28200 Toejoki   (Pori )",2126,2.3,43.8,98,88,591,145,293,277,220,898,647,1826,252,48
"28220 Ruosniemi   (Pori )",2012,2.4,40.6,109,100,687,191,350,334,259,842,491,1784,194,34
"28240 Isojoenranta   (Pori )",330,2.3,47.5,19,13,88,21,42,44,28,126,116,301,23,6
"28260 Harjunpää   (Ulvila )",406,2.4,44.8,11,6,121,38,66,60,48,167,120,382,19,5
"28300 Kalaholma-Väinölä   (Pori )",1065,2.4,44.4,29,55,340,71,138,162,157,464,264,995,43,27
"28330 Koivistonluoto   (Pori )",1456,1.9,40.7,168,70,315,97,154,129,130,723,420,925,512,19
"28360 Vanhakoivisto   (Pori )",2224,1.9,42.8,196,86,437,98,198,181,177,959,835,1663,514,47
"28370 Sampola   (Pori )",1930,1.6,41.8,167,64,242,60,117,94,94,845,850,1021,868,41
"28400 Ulvila Keskus   (Ulvila )",2693,2.1,45.0,156,73,643,166,311,289,271,1081,977,2191,463,39
"28430 Kartano-Harmaalinna   (Pori )",707,2.4,42.0,37,46,197,57,110,89,64,342,170,598,91,18
"28450 Vanha-Ulvila   (Ulvila )",1916,2.2,45.1,110,59,517,116,224,253,212,751,651,1521,374,21
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",592,1.3,34.8,153,23,44,17,25,9,12,325,224,171,417,4
"28540 Pinomäki   (Pori )",268,2.4,44.1,13,13,82,11,28,35,41,128,59,239,23,6
"28560 Lattomeri   (Pori )",207,2.4,45.4,8,12,59,15,30,32,18,87,61,197,4,6
"28580 Niittymaa   (Pori )",242,2.4,46.8,5,7,66,18,38,26,19,101,76,221,12,9
"28600 Vähärauma   (Pori )",2205,2.2,43.2,258,137,673,194,375,311,216,1009,529,1683,489,33
"28610 Musa-Tiiliruukki   (Pori )",1906,2.1,41.9,182,92,435,112,201,177,178,959,517,1418,447,41
"28660 Pietniemi-Leppäkorpi   (Pori )",1690,2.3,44.2,84,89,477,123,242,222,185,755,470,1414,250,26
"28760 Kyläsaari   (Pori )",980,2.3,44.2,37,30,287,57,127,140,132,381,316,894,60,26
"28800 Pihlava   (Pori )",2139,2.0,42.6,111,55,452,116,221,230,175,926,767,1654,442,43
"28840 Yyteri-Kaanaa   (Pori )",444,2.1,43.1,24,8,90,21,44,48,35,198,159,370,63,11
"28880 Mäntyluoto   (Pori )",237,1.7,43.0,9,5,26,6,9,11,14,111,102,146,82,9
"28900 Tahkoluoto-Reposaari   (Pori )",532,1.9,46.9,14,7,71,11,27,41,39,184,281,390,123,19
"29100 Luvia Keskus   (Eurajoki )",1322,2.3,47.2,31,28,367,93,183,177,139,461,501,1147,142,33
"29180 Peränkylä   (Eurajoki )",124,2.1,50.7,2,4,22,6,9,11,11,46,58,120,3,1
"29200 Harjavalta Keskus   (Harjavalta )",3778,1.9,47.1,317,80,721,185,326,316,302,1612,1455,2800,872,106
"29250 Nakkila Keskus   (Nakkila )",2275,2.1,46.5,166,54,521,115,243,237,210,923,843,1870,368,37
"29270 Hormisto   (Nakkila )",212,2.2,47.7,5,4,43,10,25,21,20,72,98,201,4,7
"29280 Järvimaa   (Nakkila )",133,2.2,50.2,1,2,32,12,17,11,12,49,52,126,2,5
"29310 Kaasmarkku   (Ulvila )",252,2.3,46.6,10,6,64,21,37,25,27,94,94,235,10,7
"29320 Leineperi   (Ulvila )",93,2.5,41.7,1,1,32,3,9,14,21,33,28,88,4,1
"29340 Kullaa Keskus   (Ulvila )",446,2.0,47.5,22,9,86,22,45,37,28,201,160,381,57,8
"29350 Palus   (Ulvila )",139,2.2,47.0,4,4,33,16,21,13,12,47,59,138,1,0
"29570 Söörmarkku   (Pori )",378,2.6,46.6,8,10,137,42,80,65,49,120,122,364,8,6
"29600 Noormarkku Keskus   (Pori )",2132,2.2,46.6,84,57,556,124,258,279,226,828,758,1775,320,37
"29630 Pomarkku Keskus   (Pomarkku )",882,2.1,45.8,33,12,189,55,83,91,81,327,370,701,157,24
"29640 Honkakoski   (Pomarkku )",138,2.1,49.0,4,2,26,5,10,8,16,51,62,127,7,4
"29680 Kairila   (Pori )",147,2.1,46.2,2,0,23,3,8,12,11,55,70,133,8,6
"29700 Ahlainen   (Pori )",396,2.1,45.3,8,5,73,19,32,28,33,137,191,354,31,11
"29720 Lamppi   (Pori )",92,2.2,43.0,1,6,17,7,9,8,7,28,48,88,2,2
"29740 Etelämaa   (Merikarvia )",45,2.4,43.8,0,0,9,2,3,6,4,16,21,43,0,2
"29750 Pohjansaha   (Merikarvia )",48,2.4,40.1,1,0,9,2,3,7,5,14,26,46,1,1
"29760 Köörtilä   (Merikarvia )",42,2.2,44.2,1,0,7,3,3,3,4,13,22,40,1,1
"29790 Tuorila   (Merikarvia )",143,2.2,49.7,4,0,24,12,13,10,9,58,64,133,7,3
"29810 Siikainen Keskus   (Siikainen )",444,1.9,46.4,14,6,60,11,26,27,29,179,209,334,101,9
"29830 Sammi   (Siikainen )",87,2.3,45.1,2,0,18,5,8,10,8,31,39,85,1,1
"29860 Otamo   (Siikainen )",60,2.2,43.2,1,1,14,3,5,6,8,17,31,55,3,2
"29880 Leväsjoki-Saarineva   (Siikainen )",96,2.2,44.6,0,2,18,5,7,6,12,35,47,83,11,2
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1113,2.0,45.9,37,11,195,53,88,91,86,423,505,792,295,26
"29940 Kuvaskangas   (Merikarvia )",124,2.1,53.1,3,4,19,5,7,8,10,43,62,114,3,7
"30100 Forssa Keskus   (Tammela )",5421,1.9,44.3,477,174,953,190,412,430,420,2401,2090,3893,1390,138
"30300 Viksberg   (Forssa )",1577,1.6,39.2,226,66,202,51,89,91,78,866,511,774,768,35
"30420 Tölö   (Forssa )",2478,1.9,41.5,225,78,477,119,228,204,189,1148,860,1768,664,46
"31110 Matku   (Forssa )",279,2.1,47.7,13,7,65,16,30,22,28,123,93,247,21,11
"31130 Koijärvi   (Forssa )",116,2.2,46.7,4,3,25,4,10,13,13,43,49,106,8,2
"31140 Menonen   (Urjala )",86,2.2,50.6,3,0,19,4,8,10,6,30,40,80,3,3
"31160 Nuutajärvi   (Urjala )",156,1.8,48.8,14,2,20,2,5,8,10,77,60,105,42,9
"31170 Savijoki   (Forssa )",96,2.1,50.4,2,1,16,4,7,6,7,40,42,89,3,4
"31230 Susikas   (Tammela )",94,2.2,47.1,2,0,16,4,6,8,7,42,39,89,3,2
"31250 Teuro   (Tammela )",103,2.1,52.7,3,2,20,11,15,5,5,44,42,99,1,3
"31300 Tammela Keskus   (Tammela )",1477,2.1,46.1,77,36,340,60,151,158,151,566,575,1125,319,33
"31310 Mustiala   (Tammela )",46,2.0,50.5,6,1,5,1,2,2,2,27,15,33,13,0
"31340 Porras   (Tammela )",249,2.3,47.9,10,5,59,8,26,33,30,96,98,237,8,4
"31350 Vistinkoski   (Tammela )",119,2.0,45.9,3,0,23,4,11,13,8,39,57,109,8,2
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",138,2.5,44.6,3,2,36,12,18,20,14,58,48,131,5,2
"31400 Somero Keskus   (Somero )",3196,1.9,45.7,185,76,573,137,249,283,244,1237,1396,2442,661,93
"31410 Ylöpirtti   (Somero )",178,2.1,52.6,5,2,38,7,19,17,17,74,68,170,6,2
"31450 Häntälä   (Somero )",155,2.3,49.8,5,2,38,10,17,17,19,72,46,148,4,3
"31460 Hirsjärvi   (Somero )",122,2.1,53.1,5,3,22,5,11,7,10,49,53,112,6,4
"31470 Somerniemi   (Somero )",317,2.1,48.1,6,3,65,7,18,34,43,112,143,285,21,11
"31490 Terttilä   (Somero )",112,2.3,48.9,1,1,28,6,10,11,15,41,43,108,1,3
"31500 Koski Tl   (Koski Tl )",1186,2.0,49.6,51,18,232,62,108,100,109,421,539,985,159,42
"31520 Pitkäjärvi   (Somero )",230,2.3,48.9,3,2,60,19,27,30,30,88,86,214,6,10
"31530 Pyöli   (Somero )",144,2.2,49.3,4,5,26,2,9,16,14,58,62,141,2,1
"31600 Jokioinen Keskus   (Jokioinen )",1746,2.1,43.5,75,38,437,92,187,197,189,703,616,1351,362,33
"31610 Vaulammi   (Jokioinen )",202,2.3,46.3,7,2,50,8,16,23,29,87,66,188,12,2
"31620 Latovainio   (Jokioinen )",182,2.3,46.1,7,7,44,9,16,20,24,73,66,170,9,3
"31630 Minkiö   (Jokioinen )",249,2.4,47.4,9,3,70,16,32,35,29,104,77,231,10,8
"31640 Humppila Keskus   (Humppila )",1024,2.1,45.8,38,19,218,44,88,112,106,430,384,853,153,18
"31650 Venäjänkangas   (Humppila )",92,2.3,50.0,2,3,24,6,14,14,8,47,23,85,5,2
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",673,2.2,46.2,26,13,144,41,69,67,73,278,254,569,87,17
"31720 Urjalankylä-Kehro   (Urjala )",182,2.1,47.8,2,1,35,11,16,16,15,63,86,173,6,3
"31730 Honkola   (Urjala )",64,1.9,58.1,6,1,10,2,3,3,4,36,19,56,7,1
"31750 Kehro   (Urjala )",33,1.6,56.4,0,1,1,0,0,1,0,13,19,31,2,0
"31760 Urjala Keskus   (Urjala )",1023,1.8,46.2,61,15,164,39,77,79,66,398,465,649,353,21
"31810 Oriniemi   (Punkalaidun )",176,2.3,52.8,2,1,37,8,19,21,14,67,75,166,3,7
"31830 Halkivaha   (Urjala )",130,2.3,44.2,2,4,30,6,13,17,14,44,57,126,4,0
"31850 Koskioinen   (Punkalaidun )",66,2.3,48.7,2,1,16,1,7,10,8,28,25,62,1,3
"31860 Tursa   (Urjala )",145,2.2,47.3,1,4,25,4,9,8,13,61,62,138,3,4
"31900 Punkalaidun Keskus   (Punkalaidun )",988,1.9,48.0,46,9,143,26,57,69,73,374,476,723,230,35
"31930 Vanttila   (Punkalaidun )",51,2.3,53.8,1,0,12,4,5,4,6,22,18,50,1,0
