"Postal code area","Households, total, 2015 (TE)","Average size of households, 2015 (TE)","Occupancy rate, 2015 (TE)","Young single persons, 2015 (TE)","Young couples without children, 2015 (TE)","Households with children, 2015 (TE)","Households with small children, 2015 (TE)","Households with children under school age, 2015 (TE)","Households with school-age children, 2015 (TE)","Households with teenagers, 2015 (TE)","Adult households, 2015 (TE)","Pensioner households, 2015 (TE)","Households living in owner-occupied dwellings, 2015 (TE)","Households living in rented dwellings, 2015 (TE)","Households living in other dwellings, 2015 (TE)"
"75700 Valtimo Keskus   (Valtimo )",780,1.8,44.1,33,6,109,26,45,59,52,283,391,580,186,14
"75710 Karhunpää   (Valtimo )",126,2.3,44.4,4,2,26,5,10,15,13,52,51,114,8,4
"75740 Pajukoski   (Valtimo )",56,2.1,42.4,4,0,6,2,4,3,3,34,16,55,1,0
"75770 Puukari   (Valtimo )",98,2.0,45.2,6,3,15,5,8,6,5,47,37,84,9,5
"75790 Rumo   (Valtimo )",41,2.2,37.3,0,0,9,6,6,2,3,18,14,37,3,1
"75840 Ylä-Valtimo   (Valtimo )",77,2.1,48.2,1,1,13,5,7,5,4,32,33,66,8,3
"75890 Saramo-Petäiskylä-Mujejärvi   (Nurmes )",33,2.2,45.5,0,1,5,1,3,1,2,11,17,33,0,0
"75930 Petäiskylä   (Nurmes )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"75940 Mujejärvi   (Nurmes )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"75970 Kohtavaara   (Nurmes )",49,2.2,48.1,1,1,13,1,3,4,9,22,14,41,5,3
"75990 Höljäkkä   (Nurmes )",69,1.9,51.6,1,1,9,2,5,5,2,24,36,58,9,2
"76100 Pieksämäki Keskus   (Pieksämäki )",3395,1.7,42.3,338,97,410,99,179,177,180,1553,1440,2087,1238,70
"76120 Kontiopuisto   (Pieksämäki )",1015,1.9,42.6,91,39,210,45,83,91,88,463,346,698,298,19
"76130 Pappilanmäki   (Pieksämäki )",449,2.1,42.3,34,20,110,24,55,55,44,199,141,322,122,5
"76150 Länsirinne   (Pieksämäki )",1756,1.8,42.5,206,58,269,54,117,104,124,884,604,1054,674,28
"76280 Partaharju   (Pieksämäki )",61,2.6,43.0,2,3,20,5,9,8,10,32,9,54,5,2
"76620 Pyhitty   (Pieksämäki )",59,2.5,39.5,2,1,16,3,11,8,7,21,23,51,6,2
"76780 Lamminmäki   (Pieksämäki )",49,2.3,48.0,0,1,7,3,4,6,3,26,16,47,0,2
"76850 Naarajärvi   (Pieksämäki )",1370,2.1,44.4,45,29,307,65,132,131,137,575,494,1022,323,25
"76940 Nenonpelto   (Pieksämäki )",107,2.0,41.3,4,4,23,4,9,10,13,41,43,68,38,1
"77110 Paltanen   (Pieksämäki )",46,1.8,50.0,0,0,7,1,5,3,3,20,19,43,0,3
"77120 Venetmäki   (Pieksämäki )",85,2.0,54.9,1,3,11,0,2,7,6,32,43,83,0,2
"77140 Huumala   (Pieksämäki )",48,1.8,59.9,0,2,2,0,0,0,2,16,31,44,3,1
"77220 Neuvola   (Pieksämäki )",80,2.0,54.2,1,0,16,2,5,9,8,29,36,76,1,3
"77240 Halkokumpu   (Pieksämäki )",70,2.1,52.8,1,2,9,2,4,4,4,31,31,66,4,0
"77320 Hurskaala   (Pieksämäki )",35,2.0,53.0,1,0,5,1,2,4,1,12,18,33,2,0
"77330 Virtasalmi Keskus   (Pieksämäki )",343,1.9,46.4,6,2,43,14,22,26,16,139,163,250,76,17
"77350 Montola   (Pieksämäki )",118,2.1,41.9,4,4,24,5,8,9,13,49,47,86,27,5
"77380 Kantala   (Mikkeli )",68,2.3,44.3,0,1,13,5,9,2,5,25,30,62,2,4
"77430 Siikamäki   (Pieksämäki )",165,2.3,49.3,2,4,37,8,19,16,12,57,73,156,4,5
"77460 Maavesi   (Joroinen )",168,2.1,51.4,3,1,29,8,15,12,11,74,65,156,4,8
"77480 Savuniemi   (Joroinen )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"77520 Haapakoski-Partaharju   (Pieksämäki )",87,2.2,44.7,1,2,16,2,6,11,10,36,36,72,13,2
"77570 Jäppilä Keskus   (Pieksämäki )",391,2.0,48.2,10,1,61,18,29,24,27,145,189,287,87,17
"77580 Tihusniemi   (Pieksämäki )",76,2.0,52.7,1,2,13,4,5,7,7,38,25,70,5,1
"77600 Suonenjoki Keskus   (Suonenjoki )",3369,2.0,42.9,193,75,630,154,278,303,267,1356,1397,2380,912,77
"77630 Lempyy   (Suonenjoki )",100,2.1,50.4,1,2,22,6,14,10,7,48,30,95,1,4
"77690 Suontee   (Suonenjoki )",60,2.0,57.9,2,0,9,3,6,6,2,26,26,58,1,1
"77700 Rautalampi Keskus   (Rautalampi )",1300,1.9,45.4,73,19,233,47,94,112,98,483,594,935,321,44
"77770 Myhinpää   (Rautalampi )",61,2.0,56.2,0,0,6,2,2,3,3,19,36,58,0,3
"77800 Iisvesi   (Suonenjoki )",273,1.9,42.4,14,5,49,12,25,20,20,128,99,186,77,10
"77910 Vaajasalmi   (Rautalampi )",49,2.0,54.8,2,0,9,2,3,5,6,19,21,43,3,3
"77930 Kerkonjoensuu   (Rautalampi )",197,2.1,48.0,2,2,36,7,18,18,17,69,95,169,19,9
"77960 Pakarila   (Rautalampi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",3071,1.5,40.1,454,74,251,62,114,99,84,1484,1342,1492,1501,78
"78210 Kuoppakangas   (Varkaus )",765,2.1,42.5,45,10,167,43,78,76,81,314,289,558,180,27
"78250 Päiviönsaari   (Varkaus )",647,1.6,44.0,84,23,71,21,34,28,29,333,243,412,227,8
"78300 Kommila   (Varkaus )",1317,1.7,45.0,137,38,163,44,85,70,70,683,471,747,537,33
"78310 Puurtila   (Leppävirta )",507,2.3,45.9,30,14,127,31,62,61,55,235,147,426,54,27
"78400 Luttila   (Varkaus )",592,2.2,42.7,29,19,138,28,53,66,67,286,169,493,82,17
"78480 Timola   (Leppävirta )",208,2.6,42.4,5,8,63,19,37,27,24,86,59,202,3,3
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",1101,2.3,41.7,32,29,305,75,133,141,142,432,372,977,96,28
"78610 Kurola   (Varkaus )",114,2.1,52.8,0,2,19,7,11,7,8,49,46,107,1,6
"78710 Akonlahti   (Varkaus )",288,2.4,45.5,3,3,76,12,35,40,30,107,106,263,10,15
"78850 Käpykangas   (Joroinen )",1401,2.0,42.1,89,38,301,70,128,138,138,679,427,1050,315,36
"78870 Kaura-Aho   (Varkaus )",1226,1.9,41.3,109,46,239,44,102,105,91,641,350,792,410,24
"78880 Kuvansi   (Joroinen )",562,2.2,43.7,32,14,149,28,64,68,78,259,156,457,91,14
"78900 Ruokokoski   (Varkaus )",105,2.1,51.2,3,0,20,3,7,8,11,49,37,97,2,6
"79100 Leppävirta Keskus   (Leppävirta )",2884,1.9,44.3,179,75,473,101,213,222,204,1249,1172,2018,784,82
"79130 Sorsakoski   (Leppävirta )",503,2.0,43.4,8,7,95,11,34,43,55,186,224,428,57,18
"79140 Kotalahti   (Leppävirta )",148,2.4,47.6,3,3,41,9,16,15,21,58,55,142,2,4
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",173,2.3,50.7,5,1,32,8,16,14,16,64,77,159,4,10
"79160 Saamaiskylä   (Leppävirta )",31,2.0,51.0,0,1,7,1,2,2,3,12,12,30,0,1
"79180 Tuppurinmäki   (Leppävirta )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79190 Valkeamäki   (Leppävirta )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79230 Moninmäki   (Leppävirta )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"79255 Kurjala-Moninmäki   (Leppävirta )",63,2.4,42.0,1,1,11,2,5,8,8,29,24,57,3,3
"79265 Puponmäki   (Leppävirta )",47,2.3,49.1,1,0,9,3,6,3,5,16,22,43,1,3
"79330 Näädänmaa   (Leppävirta )",51,1.7,51.7,0,1,2,0,0,1,2,31,18,43,8,0
"79350 Itä-Soisalo   (Leppävirta )",51,1.8,64.1,3,0,3,0,1,0,2,21,27,50,1,0
"79410 Niinimäki   (Leppävirta )",70,2.0,53.5,1,2,10,5,6,2,5,32,28,69,0,1
"79480 Kangaslampi Keskus   (Varkaus )",325,1.8,48.6,9,3,45,8,17,19,24,124,157,237,72,16
"79520 Viljolahti   (Varkaus )",77,1.9,51.8,1,0,6,3,3,2,3,23,48,73,1,3
"79600 Joroinen Keskus   (Joroinen )",1316,1.9,44.8,64,31,222,43,103,114,93,532,570,887,369,60
"79620 Huutokoski   (Joroinen )",98,2.2,52.8,3,1,19,1,7,7,11,40,40,87,8,3
"79630 Kolma   (Joroinen )",105,2.2,49.4,3,0,26,8,14,12,8,34,46,100,3,2
"79660 Kerisalo   (Joroinen )",73,2.5,45.5,2,1,16,6,8,7,9,34,24,69,3,1
"79680 Lahnalahti   (Joroinen )",64,2.2,49.5,0,2,15,3,6,6,7,24,26,60,0,4
"79690 Kaitainen   (Joroinen )",85,2.2,50.7,4,0,17,5,7,7,7,30,38,81,2,2
"79700 Heinävesi Keskus   (Heinävesi )",1251,1.8,44.9,34,13,187,36,80,90,86,451,618,919,298,34
"79810 Karvion kanava   (Heinävesi )",123,1.9,45.2,6,0,21,6,8,10,10,51,53,94,24,5
"79820 Varistaipale   (Heinävesi )",52,2.0,52.6,0,0,8,2,3,3,4,21,23,49,2,1
"79830 Palokki   (Heinävesi )",32,2.2,43.6,0,0,5,2,2,2,5,11,16,26,4,2
"79850 Uusi-Valamo   (Heinävesi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",95,1.8,40.2,1,1,8,1,4,6,2,49,38,58,29,8
"79885 Etelä-Petruma   (Heinävesi )",37,2.2,42.8,1,0,6,2,5,5,2,19,12,35,1,1
"79895 Sarvikumpu   (Heinävesi )",64,1.7,51.3,0,0,8,3,3,2,4,23,33,58,5,1
"79910 Kerma   (Heinävesi )",122,2.1,47.8,2,1,22,4,10,10,11,50,50,108,13,1
"79940 Vihtari-Poikiinaho   (Heinävesi )",81,2.0,44.9,2,0,8,2,2,4,4,21,53,75,4,2
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",5832,1.6,37.9,1448,503,501,110,203,196,203,3551,1795,2578,3121,133
"80110 Joensuu Keskus Eteläinen   (Joensuu )",3022,1.5,39.5,793,262,190,38,80,71,71,1846,992,1527,1430,65
"80130 Kanervala   (Kontiolahti )",1091,2.3,39.1,142,118,279,60,120,144,118,569,251,739,330,22
"80140 Noljakka   (Joensuu )",4123,2.1,36.1,683,283,1073,330,572,451,387,2419,642,1764,2321,38
"80160 Rantakylä-Latola   (Joensuu )",5466,1.9,37.9,760,371,1099,297,534,465,413,2887,1493,2897,2481,88
"80170 Utra   (Joensuu )",1836,2.1,39.3,180,106,453,111,212,195,178,1043,342,1040,774,22
"80200 Niinivaara   (Joensuu )",2570,1.7,38.6,496,219,302,87,148,99,122,1448,829,1284,1243,43
"80210 Sairaala-alue   (Joensuu )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"80220 Penttilä   (Joensuu )",1777,1.9,37.0,355,222,279,78,157,109,85,1154,344,755,995,27
"80230 Hukanhauta   (Joensuu )",2437,2.1,41.6,222,169,603,196,334,235,199,1187,652,1800,599,38
"80260 Kettuvaara   (Joensuu )",2208,2.0,40.0,223,116,486,136,227,195,205,1161,567,1405,770,33
"80330 Reijola   (Joensuu )",1047,2.2,41.7,93,38,312,71,154,163,118,477,263,842,178,27
"80400 Ylämylly   (Liperi )",2305,2.3,40.4,174,113,792,210,407,373,307,1026,492,1690,577,38
"80510 Onttola-Kunnasniemi   (Kontiolahti )",496,2.6,45.1,25,14,166,42,90,82,61,211,125,461,29,6
"80710 Lehmo   (Kontiolahti )",2233,2.5,39.3,159,122,818,221,403,389,340,989,432,1880,311,42
"80770 Kontiolahti as   (Kontiolahti )",273,2.8,39.5,22,11,93,41,67,51,31,120,61,243,27,3
"80780 Kontioniemi   (Kontiolahti )",147,2.6,40.8,6,5,67,21,36,28,25,59,21,106,39,2
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",38,1.9,32.8,7,3,11,0,6,4,2,19,8,9,28,1
"80850 Paihola   (Kontiolahti )",244,2.2,40.4,33,7,55,16,26,25,26,128,61,149,93,2
"80910 Kulho   (Kontiolahti )",601,2.7,43.2,10,26,231,71,127,120,74,232,145,570,20,11
"81100 Kontiolahti   (Kontiolahti )",1370,2.1,40.5,81,32,300,68,127,154,141,583,491,945,388,37
"81120 Katajaranta   (Kontiolahti )",162,2.6,38.9,4,3,52,15,29,31,17,58,53,144,15,3
"81160 Romppala-Riihikangas   (Kontiolahti )",121,2.0,46.4,2,2,20,6,10,7,9,47,54,109,8,4
"81200 Eno Keskus   (Joensuu )",1494,1.9,43.1,63,22,247,48,92,111,120,648,606,1026,429,39
"81210 Louhioja   (Joensuu )",120,2.6,36.3,7,5,36,16,28,18,12,50,34,107,10,3
"81220 Jakokoski   (Kontiolahti )",264,2.7,40.7,2,7,99,29,52,39,42,107,61,244,16,4
"81230 Mönni   (Kontiolahti )",76,2.1,46.7,2,3,13,4,7,5,7,38,25,68,6,2
"81235 Lehtoi   (Kontiolahti )",108,2.7,38.9,2,1,42,17,26,17,14,46,22,99,4,5
"81260 Ahveninen   (Joensuu )",83,2.0,51.3,1,2,17,5,7,6,9,35,32,82,0,1
"81270 Paukkaja   (Joensuu )",54,2.3,38.3,2,2,13,3,6,5,4,19,24,51,1,2
"81280 Uimaharju   (Joensuu )",919,1.8,45.0,38,11,123,17,41,62,63,369,428,699,200,20
"81290 Ukkola   (Joensuu )",122,2.0,41.9,2,1,23,6,9,13,11,55,44,112,9,1
"81295 Haapalahti   (Joensuu )",77,2.0,51.0,5,0,10,3,4,6,4,38,29,70,5,2
"81320 Kuismavaara   (Joensuu )",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81330 Luhtapohja   (Joensuu )",48,1.9,46.1,0,0,3,0,0,1,3,26,19,47,0,1
"81350 Tokrajärvi   (Ilomantsi )",77,1.8,43.3,3,0,14,4,5,7,5,34,31,73,4,0
"81360 Sarvinki   (Joensuu )",59,1.8,51.9,2,1,5,2,3,1,1,28,26,52,3,4
"81390 Revonkylä   (Joensuu )",37,2.5,39.1,0,0,7,3,3,3,4,10,20,36,0,1
"81420 Tyrjänsaari   (Ilomantsi )",40,1.9,45.8,0,1,3,1,3,1,0,13,25,37,1,2
"81430 Kivilahti   (Ilomantsi )",47,1.5,55.1,1,0,1,0,0,1,0,22,24,42,2,3
"81450 Huhus-Käenkoski   (Ilomantsi )",54,1.8,50.0,3,0,5,1,3,1,3,20,30,47,4,3
"81460 Käenkoski   (Ilomantsi )",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81560 Vuonisjärvi   (Lieksa )",87,2.2,45.5,1,0,18,2,9,11,8,33,36,82,1,4
"81570 Kelvä   (Lieksa )",60,1.9,44.6,4,1,8,3,4,5,2,26,27,56,1,3
"81590 Vuonislahti   (Lieksa )",81,1.9,51.3,1,1,11,4,4,5,4,30,40,71,8,2
"81650 Hattuvaara   (Lieksa )",92,1.8,52.6,1,0,8,1,3,3,5,45,40,77,11,4
"81660 Lehmikylä   (Lieksa )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",3197,1.7,43.2,212,58,398,88,178,166,176,1326,1477,2165,987,45
"81720 Mähkö-Timitra   (Lieksa )",1556,1.8,43.5,116,22,227,68,102,101,101,737,596,1105,426,25
"81750 Pankakoski   (Lieksa )",482,1.8,44.4,15,9,53,8,19,29,32,233,197,425,48,9
"81810 Jamali   (Lieksa )",151,2.2,43.1,5,1,35,9,19,14,12,74,44,148,3,0
"81820 Kylänlahti   (Lieksa )",173,1.9,50.0,5,1,24,10,12,10,6,75,76,166,1,6
"81850 Mätäsvaara   (Lieksa )",86,1.6,51.1,6,0,4,0,1,2,1,33,50,74,7,5
"81860 Viekijärvi   (Lieksa )",199,1.8,48.6,6,2,19,5,9,6,10,91,91,173,22,4
"81950 Pankajärvi   (Lieksa )",42,2.1,46.7,1,0,8,1,2,4,5,20,14,41,0,1
"81970 Jongunjoki-Pankajärvi   (Lieksa )",98,1.8,49.1,0,0,11,5,6,2,5,46,41,78,16,4
"82110 Heinävaara   (Joensuu )",432,2.5,38.4,20,13,141,34,75,82,60,190,102,347,77,8
"82120 Keskijärvi   (Joensuu )",99,2.2,40.6,1,1,23,7,12,15,6,40,38,87,7,5
"82140 Kiihtelysvaara Keskus   (Joensuu )",451,1.9,43.2,17,7,82,13,39,35,40,180,195,334,103,14
"82160 Oskola   (Joensuu )",34,2.0,42.5,0,0,5,3,4,3,3,14,15,32,1,1
"82170 Uskali   (Joensuu )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82180 Huhtilampi   (Joensuu )",43,1.9,50.8,5,1,6,2,3,2,2,22,15,37,6,0
"82200 Hammaslahti   (Joensuu )",1406,2.2,40.2,61,39,356,109,185,149,148,621,436,1096,273,37
"82210 Suhmura   (Joensuu )",190,2.6,40.8,7,8,43,13,21,24,24,90,58,168,15,7
"82220 Niittylahti   (Joensuu )",748,2.8,39.0,25,42,341,113,197,144,126,275,136,670,67,11
"82290 Nieminen   (Rääkkylä )",218,1.9,49.4,1,1,33,11,18,14,14,102,84,195,15,8
"82300 Rääkkylä Keskus   (Rääkkylä )",539,1.7,44.8,21,3,63,7,19,35,28,205,273,323,198,18
"82310 Oravisalo-Varpasalo   (Rääkkylä )",144,1.9,54.5,2,1,20,2,6,6,12,48,80,126,14,4
"82335 Rasivaara   (Rääkkylä )",330,2.0,47.7,12,3,60,15,23,29,23,126,150,297,27,6
"82350 Tikkala   (Tohmajärvi )",157,2.2,48.9,1,6,38,10,15,11,20,60,59,147,4,6
"82360 Onkamo   (Tohmajärvi )",191,2.2,43.5,9,6,45,14,22,17,20,76,72,171,15,5
"82380 Tolosenmäki   (Kitee )",209,2.2,48.6,2,1,37,10,17,20,21,91,84,204,2,3
"82395 Haarajärvi   (Kitee )",68,2.4,42.3,2,0,20,2,7,11,15,22,26,62,4,2
"82430 Puhos-Leinovaara   (Kitee )",425,2.1,45.8,14,7,69,13,28,30,36,184,180,365,48,12
"82460 Hummovaara   (Kitee )",49,2.3,43.6,3,0,14,4,7,5,8,17,18,44,5,0
"82490 Heinoniemi   (Kitee )",68,1.9,51.0,0,0,7,2,2,3,5,21,41,66,0,2
"82500 Kitee Keskus   (Kitee )",3204,1.9,43.3,224,62,520,118,239,222,242,1372,1321,2183,936,85
"82510 Kiteenlahti   (Kitee )",116,2.3,50.7,5,2,25,6,11,13,10,56,36,114,1,1
"82580 Juurikka   (Kitee )",169,2.2,49.2,2,1,31,7,10,12,19,55,84,162,6,1
"82590 Närsäkkälä   (Kitee )",64,2.1,50.8,2,1,8,3,3,3,4,25,31,58,3,3
"82600 Tohmajärvi Keskus   (Tohmajärvi )",1483,1.9,44.7,61,17,235,57,107,101,114,604,651,1069,368,46
"82655 Värtsilä Keskus   (Tohmajärvi )",169,2.0,47.4,7,2,28,5,13,13,16,67,75,128,36,5
"82660 Uusi-Värtsilä   (Tohmajärvi )",109,2.1,40.3,2,0,17,4,5,6,9,56,38,83,17,9
"82670 Kaurila   (Tohmajärvi )",56,1.9,49.9,2,3,7,3,4,3,2,25,24,53,0,3
"82675 Niirala-Jänisjoki   (Tohmajärvi )",56,2.2,40.6,1,0,14,3,7,6,8,21,22,37,15,4
"82685 Littilä   (Tohmajärvi )",85,2.4,46.1,1,3,19,5,8,7,8,37,29,83,1,1
"82710 Kovero   (Joensuu )",229,1.9,46.4,13,0,30,4,8,12,20,102,99,207,17,5
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",450,1.7,45.2,18,6,51,10,24,23,19,194,205,270,168,12
"82750 Öllölä   (Joensuu )",63,1.8,46.8,2,0,7,3,3,2,2,27,29,51,8,4
"82760 Hoilola   (Joensuu )",54,1.8,49.2,1,0,2,0,1,0,1,20,33,49,1,4
"82770 Kaustajärvi   (Tohmajärvi )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82815 Marjovaara   (Joensuu )",75,2.0,47.7,4,0,7,0,3,3,5,41,28,73,1,1
"82820 Maukkula   (Ilomantsi )",117,2.1,47.1,2,3,18,3,6,6,8,47,54,111,1,5
"82830 Haukivaara   (Ilomantsi )",47,2.1,39.6,2,0,10,4,5,4,4,21,16,44,1,2
"82840 Pirttiaho   (Joensuu )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82850 Kinnasniemi   (Joensuu )",42,1.6,51.5,4,1,4,1,2,1,2,25,13,41,0,1
"82865 Kokinvaara-Mannervaara   (Joensuu )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82870 Luutalahti   (Joensuu )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82880 Mannervaara   (Joensuu )",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",2096,1.8,43.2,82,26,275,60,115,128,128,848,980,1441,587,68
"82915 Sonkaja   (Ilomantsi )",97,2.1,48.8,1,0,13,2,9,6,5,29,55,92,1,4
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",66,1.9,46.1,0,1,8,0,0,5,4,30,28,59,4,3
"82967 Hattu   (Ilomantsi )",48,1.7,50.9,1,0,4,0,0,1,3,15,29,45,1,2
"82980 Möhkö   (Ilomantsi )",42,1.9,42.5,1,0,4,0,1,2,2,18,20,38,1,3
"83100 Liperi Keskus   (Liperi )",1285,1.9,43.9,65,18,228,55,112,105,95,533,534,908,328,49
"83130 Salokylä   (Liperi )",156,2.5,42.4,6,8,48,20,26,18,23,68,41,148,4,4
"83140 Puromäki   (Liperi )",48,2.6,38.0,1,2,15,5,5,8,9,16,18,44,1,3
"83150 Roukalahti   (Liperi )",98,2.2,44.8,1,2,19,5,9,11,9,38,43,89,5,4
"83160 Tutjunniemi   (Liperi )",72,2.1,45.8,5,0,7,4,6,3,2,34,32,66,5,1
"83320 Risti-Juojärvi   (Liperi )",38,2.0,48.1,4,0,7,0,2,3,3,20,11,36,1,1
"83330 Kaatamo   (Liperi )",106,2.2,40.9,5,3,19,3,8,13,10,45,45,93,8,5
"83340 Kaarnalampi   (Liperi )",41,2.1,45.3,0,1,11,3,4,5,4,13,18,39,0,2
"83400 Viinijärvi   (Liperi )",732,2.0,41.9,37,20,128,28,55,58,57,335,273,574,129,29
"83430 Käsämä   (Liperi )",237,2.5,45.9,1,6,78,22,38,35,35,89,73,229,5,3
"83450 Vaivio   (Liperi )",137,2.6,43.1,7,9,45,16,27,18,17,63,33,128,8,1
"83460 Harinjärvi   (Liperi )",121,2.6,46.5,2,3,36,15,19,14,14,48,40,118,2,1
"83480 Ahonkylä   (Liperi )",88,2.0,44.8,3,2,19,6,9,7,5,37,33,78,7,3
"83500 Outokumpu Keskus   (Outokumpu )",3196,1.9,42.3,300,68,561,155,280,251,219,1409,1238,2163,947,86
"83550 Kokonvaara   (Outokumpu )",74,2.2,47.4,1,3,15,9,11,7,2,36,24,72,1,1
"83630 Kuusjärvi   (Outokumpu )",192,2.1,44.1,7,5,39,8,23,14,14,86,67,178,11,3
"83660 Varislahti   (Outokumpu )",131,2.1,49.8,3,0,23,6,18,10,7,56,52,128,0,3
"83700 Polvijärvi Keskus   (Polvijärvi )",1319,1.8,42.9,79,23,203,51,92,92,91,551,567,924,353,42
"83720 Kuorevaara   (Polvijärvi )",124,2.3,43.9,1,1,30,4,7,15,20,55,41,109,12,3
"83750 Sotkuma   (Polvijärvi )",203,2.6,41.3,5,4,67,18,36,33,24,85,54,190,12,1
"83760 Sola   (Polvijärvi )",37,2.4,35.1,0,0,9,4,7,6,1,13,15,30,5,2
"83780 Horsmanaho   (Polvijärvi )",103,2.2,41.0,2,0,24,10,12,10,8,40,39,93,5,5
"83825 Kinahmo   (Polvijärvi )",145,1.9,45.2,4,2,20,1,10,9,10,72,54,133,8,4
"83830 Hukkala   (Polvijärvi )",63,2.0,44.8,4,1,10,4,6,3,4,26,28,56,3,4
"83835 Ruvaslahti   (Polvijärvi )",104,2.3,43.9,2,0,19,5,9,7,13,40,47,92,7,5
"83840 Saarivaara   (Polvijärvi )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",81,2.0,46.4,3,1,14,3,5,5,5,24,44,70,10,1
"83870 Polvela-Timovaara   (Juuka )",107,1.9,43.7,0,1,13,3,5,7,5,49,47,99,7,1
"83880 Kajoo   (Juuka )",83,2.2,43.7,2,0,10,2,4,5,5,34,41,77,4,2
"83900 Juuka Keskus   (Juuka )",1931,1.8,44.0,90,28,289,47,106,147,139,812,834,1400,496,35
"83910 Paalasmaa   (Juuka )",41,1.8,52.9,0,1,2,1,2,2,1,16,23,38,3,0
"83915 Vihtasuo   (Juuka )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",181,2.0,48.4,1,0,28,7,14,17,10,67,90,165,11,5
"83950 Ahmovaara   (Juuka )",244,1.9,49.0,5,2,27,9,13,14,14,96,123,218,18,8
"83960 Koli   (Lieksa )",135,1.9,47.5,2,2,20,5,9,6,9,66,53,111,19,5
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",6082,2.2,40.2,789,329,1502,508,869,697,568,2887,1705,4169,1825,88
"84460 Tuomiperä   (Ylivieska )",91,2.2,44.5,7,1,19,9,10,9,9,45,27,88,2,1
"84540 Vähäkangas   (Ylivieska )",210,2.8,41.3,5,9,71,35,46,37,22,84,55,201,3,6
"84650 Kantokylä   (Ylivieska )",93,2.4,40.9,3,1,18,12,15,9,4,44,32,92,1,0
"84770 Isokoski   (Ylivieska )",45,2.2,45.2,3,1,11,3,7,8,7,16,18,43,1,1
"84880 Raudaskylä   (Ylivieska )",265,2.5,43.2,12,10,79,19,34,44,38,115,73,239,17,9
"85100 Kalajoki Keskus   (Kalajoki )",3141,2.2,43.6,245,108,793,224,415,375,316,1305,1055,2457,586,98
"85120 Metsä   (Kalajoki )",94,3.2,35.4,0,1,26,9,16,18,19,28,41,85,4,5
"85140 Tynkä   (Kalajoki )",311,2.7,40.1,13,10,107,27,48,60,54,109,98,291,11,9
"85150 Typpö   (Kalajoki )",123,2.6,42.0,3,2,25,8,16,14,13,36,65,114,4,5
"85160 Rautio   (Kalajoki )",244,2.5,41.6,14,5,64,29,43,36,21,92,90,211,24,9
"85180 Rahja   (Kalajoki )",190,2.5,43.7,7,3,50,15,25,22,25,69,74,177,9,4
"85200 Alavieska Keskus   (Alavieska )",925,2.3,42.0,75,17,241,71,124,120,101,354,337,675,223,27
"85210 Kähtävä   (Alavieska )",98,2.5,47.1,0,1,26,11,14,5,11,45,27,97,0,1
"85230 Talus   (Alavieska )",112,2.4,43.4,7,2,26,8,13,12,14,45,41,103,4,5
"85310 Sievi Asemanseutu   (Sievi )",207,2.7,38.0,9,4,51,23,33,30,30,83,73,171,31,5
"85320 Markkula   (Sievi )",122,2.2,45.3,10,1,25,5,10,10,14,56,42,108,10,4
"85340 Jyrinki   (Sievi )",203,3.7,33.3,4,5,81,38,58,56,42,68,54,198,2,3
"85410 Sievi Keskus   (Sievi )",818,2.4,37.6,58,25,244,68,128,122,111,329,246,521,284,13
