Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	15.1	18.8	19.8	475	545	586
2h	15.8	13.2	14.7	824	658	721
3h+	-	10.9	13.4	-	890	918
Kaikki	13.4	15.7	17.3	643	597	639
Lkm	40	998.0	498.0	40	998	498
