Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	7.1	7.6	8.1	416	389	418
3h+	-	3.7	-	-	596	-
Kaikki	7.5	4.2	7.8	482	519	415
Lkm	16	29.0	12	16	29	12
