Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.1	20.1	21.2	440	644	683
2h	13.3	16.4	17.8	657	800	841
3h+	11.9	13.6	15.3	927	1044	1110
Kaikki	12.6	16.5	18.6	715	783	797
Lkm	1436.0	480.0	212.0	1436	480	212
