Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	-	-	-	-	-
2h	8.6	7.9	8.6	470	428	417
3h+	8.4	-	6.4	608	-	752
Kaikki	8.6	8.2	7.4	490	446	524
Lkm	50	25	38	50	25	38
