Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.5	10.8	11.5	313	371	385
2h	8.2	8.4	8.8	438	472	452
3h+	7.7	7.1	8.0	596	658	718
Kaikki	8.5	8.4	9.3	414	476	480
Lkm	202.0	328.0	156.0	202	328	156
