Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	19.4	21.2	-	616	662
2h	-	18.0	14.1	-	852	683
Kaikki	-	18.1	17.9	-	799	670
Lkm	-	34.0	22.0	-	34	22
