Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	8.5	10.8	10.6	269	401	397
2h	7.9	9.7	-	447	538	-
3h+	8.2	7.7	7.6	640	661	738
Kaikki	8.1	8.6	8.2	460	570	536
Lkm	126.0	64.0	23	126	64	23
