Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	13.7	12.8	-	537	494
2h	11.3	13.2	13.3	644	709	662
3h+	11.5	9.5	9.9	870	860	850
Kaikki	11.4	10.6	11.2	747	776	703
Lkm	83	74.0	42.0	83	74	42
