Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	8.7	-	-	481	-	-
3h+	8.6	-	5.6	663	-	604
Kaikki	8.6	-	6.1	562	-	509
Lkm	18.0	-	10	18	-	10
