Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.5	13.2	14.3	394	428	454
2h	9.4	9.1	11.1	479	484	600
3h+	8.5	9.3	7.8	675	731	638
Kaikki	9.4	9.9	10.6	505	548	562
Lkm	196.0	110.0	38.0	196	110	38
