Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.9	16.9	16.9	441	519	508
2h	13.1	12.9	13.2	659	596	632
3h+	11.3	8.7	10.3	758	577	773
Kaikki	12.2	14.1	14.1	651	554	582
Lkm	102.0	358.0	226.0	102	358	226
