Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.2	-	-	305	-	-
2h	8.6	-	-	512	-	-
3h+	9.4	9.6	6.7	722	878	765
Kaikki	9.4	9.4	7.1	482	789	699
Lkm	28.0	21	18	28	21	18
