Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	11.6	-	-	446	-
2h	-	9.2	-	-	476	-
3h+	-	8.6	-	-	729	-
Kaikki	11.3	9.3	12.6	665	577	570
Lkm	5	32.0	4	5	32	4
