Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.2	10.5	-	338	334	-
2h	11.6	-	-	264	-	-
Kaikki	11.3	9.6	-	311	358	-
Lkm	22.0	9	-	22	9	-
