Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	10.4	-	-	295	-
2h	8.2	11.3	-	390	486	-
3h+	-	8.3	-	-	728	-
Kaikki	8.6	9.5	7.1	477	474	559
Lkm	18	28.0	8	18	28	8
