Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.7	12.3	13.1	372	409	419
2h	9.9	9.6	10.4	517	518	572
3h+	9.4	8.6	8.0	692	819	836
Kaikki	9.9	9.5	9.6	540	583	604
Lkm	264.0	398.0	194.0	264	398	194
