Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.0	10.7	10.7	308	351	373
2h	8.5	8.7	8.5	448	463	484
3h+	7.5	8.3	8.0	589	719	686
Kaikki	8.3	8.9	8.8	437	510	490
Lkm	226.0	172.0	100.0	226	172	100
