Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.8	11.4	11.5	375	405	437
2h	10.2	10.8	10.2	509	539	596
3h+	10.0	8.0	9.5	737	725	714
Kaikki	10.6	9.6	10.5	487	563	543
Lkm	166.0	90.0	50.0	166	90	50
