Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	20.1	18.7	19.5	559	566	580
2h	14.2	13.3	14.7	769	660	758
3h+	12.5	11.9	12.2	820	923	943
Kaikki	16.7	15.7	16.4	638	620	666
Lkm	296.0	800.0	388.0	296	800	388
