Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.7	17.4	18.4	476	527	546
2h	12.9	13.9	14.9	641	665	716
3h+	11.7	11.6	12.4	870	857	855
Kaikki	13.0	15.5	16.7	615	586	602
Lkm	512.0	1295.0	1302.0	512	1295	1302
