Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.2	12.3	11.9	396	385	393
2h	10.8	10.2	10.5	550	522	554
3h+	8.3	8.3	8.2	610	794	803
Kaikki	10.6	10.3	10.5	523	502	498
Lkm	136.0	180.0	110.0	136	180	110
