Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	8.1	9.9	9.4	275	338	431
2h	8.0	7.8	8.0	481	419	472
3h+	8.2	6.3	6.8	669	732	672
Kaikki	8.1	7.5	7.4	475	475	566
Lkm	56.0	86.0	38.0	56	86	38
