Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.5	-	-	413	-	-
2h	10.7	-	-	521	-	-
3h+	10.6	8.1	-	767	862	-
Kaikki	10.8	8.6	-	605	844	-
Lkm	34.0	17	-	34	17	-
