Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.8	-	-	345	-	-
2h	9.4	-	-	436	-	-
Kaikki	9.5	6.7	-	417	473	-
Lkm	41.0	6	-	41	6	-
