Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.3	10.4	-	355	364	-
2h	8.2	8.2	8.9	458	453	536
3h+	8.2	8.0	8.0	629	707	738
Kaikki	8.7	8.3	8.3	448	561	660
Lkm	184.0	140.0	51	184	140	51
