Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.5	11.1	11.7	348	382	380
2h	9.3	9.1	8.1	451	480	499
3h+	8.7	8.7	8.2	647	686	750
Kaikki	9.3	9.4	8.9	465	490	504
Lkm	262.0	356.0	188.0	262	356	188
