Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	-	11.1	-	-	603
3h+	-	7.7	10.2	-	619	747
Kaikki	-	8.5	10.6	-	591	667
Lkm	-	11	18.0	-	11	18
