Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.0	11.7	19.2	413	362	537
2h	-	9.9	-	-	508	-
Kaikki	11.4	10.0	16.0	473	478	597
Lkm	12	23.0	11	12	23	11
