Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	8.7	-	-	403	-
2h	11.4	10.8	11.8	557	621	646
3h+	-	10.1	8.9	-	863	745
Kaikki	11.2	10.2	9.9	518	681	700
Lkm	12	52.0	22	12	52	22
