Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	-	-	-	-	-
3h+	-	8.8	-	-	691	-
Kaikki	9.8	8.2	9.1	492	604	607
Lkm	4	11	4	4	11	4
