Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.3	18.8	24.2	472	579	692
2h	12.4	14.8	16.1	651	736	770
3h+	11.9	13.1	12.3	960	1105	1034
Kaikki	12.1	14.6	17.1	784	814	792
Lkm	822.0	294.0	124.0	822	294	124
