Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.5	13.0	14.4	435	445	485
2h	10.1	9.8	10.6	561	559	599
3h+	9.4	8.9	9.1	762	757	703
Kaikki	10.1	10.0	11.2	610	590	569
Lkm	526.0	432.0	118.0	526	432	118
