Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.5	10.7	11.1	441	444	394
2h	11.0	10.1	9.5	585	502	555
3h+	11.0	-	-	885	-	-
Kaikki	11.0	10.0	10.4	652	471	560
Lkm	54.0	41	21	54	41	21
