Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	7.4	8.8	-	252	314	-
2h	8.4	-	-	424	-	-
3h+	8.8	7.1	7.9	668	674	767
Kaikki	8.4	7.4	8.1	439	543	660
Lkm	38.0	26	14	38	26	14
