Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	12.7	12.7	-	414	417
2h	-	10.7	11.0	-	520	538
3h+	-	9.5	-	-	800	-
Kaikki	12.9	11.7	12.0	542	467	470
Lkm	5	148.0	90	5	148	90
