Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	8.9	-	-	409	-	-
3h+	-	8.5	7.2	-	597	581
Kaikki	8.4	8.4	7.3	413	533	548
Lkm	15	10	9	15	10	9
