Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	6.4	-	-	382	-
2h	8.5	7.6	-	455	414	-
3h+	-	7.4	5.7	-	706	653
Kaikki	8.5	7.2	6.3	439	553	546
Lkm	46	36.0	16	46	36	16
