Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	9.3	-	-	501	-	-
3h+	9.4	6.5	-	681	604	-
Kaikki	9.4	7.2	-	538	548	-
Lkm	24.0	13	-	24	13	-
