Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
3h+	-	7.3	7.8	-	576	654
Kaikki	-	7.4	8.0	-	543	602
Lkm	-	11.0	9.0	-	11	9
