Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	14.3	15.4	-	483	570
2h	11.4	11.2	12.4	614	607	599
3h+	-	9.4	10.3	-	785	883
Kaikki	11.6	10.5	11.9	699	661	681
Lkm	15	50.0	64.0	15	50	64
