Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.0	-	-	448	-	-
2h	11.3	-	13.0	514	-	667
3h+	11.2	9.1	-	799	899	-
Kaikki	11.3	9.3	13.4	564	810	742
Lkm	224.0	26	9	224	26	9
