Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	15.0	15.7	17.5	456	493	516
2h	12.1	11.7	13.1	620	560	594
3h+	10.8	11.4	11.3	865	813	820
Kaikki	12.3	13.1	14.9	612	557	565
Lkm	324.0	500.0	406.0	324	500	406
