Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	9.2	8.4	-	498	556	-
3h+	-	8.2	-	-	676	-
Kaikki	9.2	8.2	8.9	638	626	472
Lkm	11	24.0	4	11	24	4
