Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.7	-	-	360	-	-
2h	9.4	9.7	-	576	589	-
3h+	8.6	8.9	8.0	690	879	815
Kaikki	9.3	9.1	8.6	543	648	750
Lkm	94.0	18	12	94	18	12
