Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.4	10.7	11.1	341	345	379
2h	9.3	8.5	9.7	438	469	572
3h+	8.5	8.3	8.3	634	741	670
Kaikki	9.1	9.0	9.2	467	497	554
Lkm	146.0	84.0	52.0	146	84	52
