Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	17.4	20.8	23.9	517	624	662
2h	13.8	16.3	17.0	630	781	805
3h+	12.6	16.2	13.5	941	1250	1125
Kaikki	13.2	17.5	18.6	780	838	771
Lkm	316.0	492.0	118.0	316	492	118
