Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.3	10.2	-	310	347	-
2h	8.2	7.6	9.7	442	475	508
3h+	8.0	7.2	7.0	626	665	664
Kaikki	8.5	7.9	8.0	434	503	567
Lkm	58.0	88.0	29	58	88	29
