Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.8	-	-	390	-	-
2h	9.6	9.8	-	535	531	-
3h+	-	8.1	-	-	683	-
Kaikki	9.8	8.8	7.6	487	583	479
Lkm	17	23	7	17	23	7
