Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	14.6	15.3	-	456	466
2h	10.6	9.0	-	547	440	-
3h+	10.5	8.2	8.7	784	716	789
Kaikki	10.6	9.7	10.3	662	563	595
Lkm	66	76.0	29	66	76	29
