Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	17.4	-	-	434	-
2h	-	11.7	-	-	557	-
Kaikki	-	13.2	10.9	-	506	614
Lkm	-	24.0	5	-	24	5
