Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	16.9	21.0	23.4	683	773	734
2h	15.8	17.5	18.3	770	859	913
3h+	14.1	15.9	15.4	1072	1173	1202
Kaikki	14.6	16.8	17.7	949	990	965
Lkm	486.0	294.0	152.0	486	294	152
