Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	24.2	23.4	-	676	713
2h	-	19.1	20.2	-	844	920
3h+	-	16.4	14.4	-	1277	1387
Kaikki	-	20.3	19.6	-	811	863
Lkm	-	220.0	76.0	-	220	76
