Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	8.4	9.8	-	477	623	-
3h+	9.1	8.0	5.9	739	725	590
Kaikki	8.8	8.9	6.5	599	673	573
Lkm	21.0	23.0	9	21	23	9
